規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.1,158.2,144.8,13.4,13.6,82.7,80,2.7
５人以上,"鉱業,採石業,砂利採取業",17.8,143.2,129.3,13.9,8,44.2,43.2,1
５人以上,建設業,20.2,171.2,155.4,15.8,16.8,108.7,106.8,1.9
５人以上,製造業,19.2,160,148.5,11.5,17.8,128,118.9,9.1
５人以上,電気・ガス・熱供給・水道業,18.3,159.4,138,21.4,16,114.3,114,0.3
５人以上,情報通信業,18.5,161.2,140,21.2,15.5,100.6,94.7,5.9
５人以上,"運輸業,郵便業",19.7,171.5,150.8,20.7,16.4,114.5,102.6,11.9
５人以上,"卸売業,小売業",19.4,156.8,147.7,9.1,14.6,89.1,87.1,2
５人以上,"金融業,保険業",17.9,149,133.6,15.4,15.2,102.2,98.9,3.3
５人以上,"不動産業,物品賃貸業",19.6,162.7,148.9,13.8,15.5,94.6,91.8,2.8
５人以上,"学術研究,専門・技術サービス業",19.1,160.5,142.4,18.1,14.2,93.1,91,2.1
５人以上,"宿泊業,飲食サービス業",21.5,168,156.6,11.4,12.8,77.8,75,2.8
５人以上,"生活関連サービス業,娯楽業",20,166.5,155.8,10.7,13.1,77.8,76.7,1.1
５人以上,"教育,学習支援業",18.8,142.8,137.9,4.9,9.1,48.8,48,0.8
５人以上,"医療,福祉",18.8,146.1,137.8,8.3,13.3,74.4,73.1,1.3
５人以上,複合サービス事業,17.5,149.8,135.7,14.1,14.2,92.5,90.8,1.7
５人以上,サービス業（他に分類されないもの）,18.7,153.3,140.8,12.5,14.6,86.7,83.3,3.4
30人以上,調査産業計,18.7,155.4,140.9,14.5,13.8,83.2,79.9,3.3
30人以上,"鉱業,採石業,砂利採取業",17.8,143.2,129.3,13.9,8,44.2,43.2,1
30人以上,建設業,19.4,168.9,149.2,19.7,16.8,119.1,116.7,2.4
30人以上,製造業,18.7,157.4,145.2,12.2,18.4,142,128.7,13.3
30人以上,電気・ガス・熱供給・水道業,18,158,135.6,22.4,16.3,116.5,116.1,0.4
30人以上,情報通信業,18.2,159,137.9,21.1,15.5,101.4,93.7,7.7
30人以上,"運輸業,郵便業",19.5,170.1,148.8,21.3,15.7,111.7,102,9.7
30人以上,"卸売業,小売業",18.8,151.8,142.3,9.5,15.3,93.3,90.5,2.8
30人以上,"金融業,保険業",17.8,149.3,133.1,16.2,14.8,99,96.4,2.6
30人以上,"不動産業,物品賃貸業",19.2,159.5,144.7,14.8,15.8,86.3,83.9,2.4
30人以上,"学術研究,専門・技術サービス業",18.9,160.4,139,21.4,14.2,95.5,91.2,4.3
30人以上,"宿泊業,飲食サービス業",19.9,166.5,156,10.5,12.9,73.7,70.9,2.8
30人以上,"生活関連サービス業,娯楽業",19.2,161.6,146.7,14.9,13.7,86,84,2
30人以上,"教育,学習支援業",18.8,141.7,136.7,5,7.7,39.9,39.3,0.6
30人以上,"医療,福祉",18.4,144.1,134.8,9.3,13.7,74.7,73.2,1.5
30人以上,複合サービス事業,17.6,152.1,136,16.1,13.9,92.1,90.5,1.6
30人以上,サービス業（他に分類されないもの）,18.3,150.8,137.6,13.2,14.5,86.3,82.7,3.6
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年２月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
