規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,449253,518956,305998,432955,500167,294821,397413,35542,16298,18789,11177
100～499人,381664,443300,273731,366438,424497,264771,340202,26236,15226,18803,8960
100人以上,411465,477693,287130,395767,458896,277249,365428,30339,15698,18797,9881
30～99人,328277,399135,225509,314041,379140,219626,296983,17058,14236,19995,5883
５～29人,266125,330032,183599,254771,317520,173740,244569,10202,11354,12512,9859
30人以上,380894,450578,262139,365733,431368,253879,340274,25459,15161,19210,8260
５人以上,344335,415043,234216,330387,397807,225388,309788,20599,13948,17236,8828
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年１月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
