規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,498005,578784,335087,452944,525182,307252,414424,38520,45061,53602,27835
100～499人,423397,489077,306973,368113,427831,262257,339898,28215,55284,61246,44716
100人以上,456358,529697,318811,405590,471913,281203,372822,32768,50768,57784,37608
30～99人,338500,411411,232620,319865,388439,220283,301789,18076,18635,22972,12337
５～29人,271950,340575,184433,260858,325776,178068,248978,11880,11092,14799,6365
30人以上,413144,488944,283960,374158,443154,256570,346777,27381,38986,45790,27390
５人以上,368031,445237,248311,337957,408576,228452,315529,22428,30074,36661,19859
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年３月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
