規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6928172,4174820,2753352,100018,49269,50749,135806,63505,72301,6892384,4160584,2731800,21.5,11.6,36.5
５人以上,"鉱業,採石業,砂利採取業",2139,1676,463,39,35,4,17,11,6,2161,1700,461,0.2,0.1,0.7
５人以上,建設業,322326,275431,46895,2776,1612,1164,3326,3053,273,321776,273990,47786,2.9,0.9,14.5
５人以上,製造業,683906,513420,170486,6917,5198,1719,8016,5311,2705,682807,513307,169500,6.8,2.9,18.7
５人以上,電気・ガス・熱供給・水道業,34438,29841,4597,91,91,0,126,102,24,34403,29830,4573,2.4,2.3,3.1
５人以上,情報通信業,728618,533778,194840,7232,5496,1736,7447,4815,2632,728403,534459,193944,3.2,1.1,8.8
５人以上,"運輸業,郵便業",365577,298292,67285,5104,3164,1940,8094,5698,2396,362587,295758,66829,10.8,8.1,22.3
５人以上,"卸売業,小売業",1465598,855011,610587,14984,7900,7084,24380,13273,11107,1456202,849638,606564,23.5,11.1,40.8
５人以上,"金融業,保険業",377088,224298,152790,4772,2944,1828,5134,3090,2044,376726,224152,152574,4.6,2,8.3
５人以上,"不動産業,物品賃貸業",175029,121226,53803,1571,873,698,2497,1363,1134,174103,120736,53367,17.6,11.4,31.9
５人以上,"学術研究,専門・技術サービス業",343642,230212,113430,4248,1970,2278,3269,2360,909,344621,229822,114799,7.1,2.9,15.4
５人以上,"宿泊業,飲食サービス業",636062,298828,337234,23721,10154,13567,34274,12801,21473,625509,296181,329328,71.2,56.7,84.3
５人以上,"生活関連サービス業,娯楽業",204114,100539,103575,4076,2057,2019,4387,1995,2392,203803,100601,103202,33.2,23.9,42.3
５人以上,"教育,学習支援業",375829,197415,178414,2825,993,1832,6944,1933,5011,371710,196475,175235,27.8,20.4,36.1
５人以上,"医療,福祉",514959,123168,391791,8437,1372,7065,8466,1188,7278,514930,123352,391578,31.3,24.3,33.6
５人以上,複合サービス事業,56168,37845,18323,184,159,25,385,230,155,55967,37774,18193,16.5,5.9,38.4
５人以上,サービス業（他に分類されないもの）,642679,333840,308839,13041,5251,7790,19044,6282,12762,636676,332809,303867,25.3,15.8,35.8
30人以上,調査産業計,4718862,2918285,1800577,54544,30098,24446,76821,37291,39530,4696585,2911092,1785493,15.7,7.9,28.5
30人以上,"鉱業,採石業,砂利採取業",2139,1676,463,39,35,4,17,11,6,2161,1700,461,0.2,0.1,0.7
30人以上,建設業,198525,172890,25635,1141,854,287,1544,1381,163,198122,172363,25759,1.6,0.5,8.9
30人以上,製造業,516820,395952,120868,6075,4487,1588,7087,4960,2127,515808,395479,120329,5.5,2.7,14.6
30人以上,電気・ガス・熱供給・水道業,31316,27221,4095,91,91,0,126,102,24,31281,27210,4071,2.4,2.3,3
30人以上,情報通信業,623906,463017,160889,5861,4465,1396,5316,3705,1611,624451,463777,160674,2.3,0.5,7.6
30人以上,"運輸業,郵便業",288549,233055,55494,4441,2685,1756,6354,4466,1888,286636,231274,55362,10.4,8.7,17.3
30人以上,"卸売業,小売業",870647,506654,363993,6744,4119,2625,12477,5903,6574,864914,504870,360044,17.1,5.1,33.9
30人以上,"金融業,保険業",320447,187714,132733,3689,2517,1172,4330,2704,1626,319806,187527,132279,4.6,2.2,8
30人以上,"不動産業,物品賃貸業",110465,74523,35942,901,567,334,1382,840,542,109984,74250,35734,17.2,9.8,32.4
30人以上,"学術研究,専門・技術サービス業",224484,165488,58996,1986,1431,555,2241,1515,726,224229,165404,58825,4,2.1,9.2
30人以上,"宿泊業,飲食サービス業",225869,112478,113391,5020,2582,2438,8495,3546,4949,222394,111514,110880,57.4,41,74
30人以上,"生活関連サービス業,娯楽業",102771,46337,56434,1891,774,1117,2320,857,1463,102342,46254,56088,36.1,22.6,47.2
30人以上,"教育,学習支援業",286472,164790,121682,1595,631,964,2298,1051,1247,285769,164370,121399,23.9,18.4,31.4
30人以上,"医療,福祉",353593,90118,263475,4877,753,4124,5327,678,4649,353143,90193,262950,25.9,22.9,27
30人以上,複合サービス事業,40794,30392,10402,184,159,25,117,96,21,40861,30455,10406,16.7,6.8,45.7
30人以上,サービス業（他に分類されないもの）,522065,245980,276085,10009,3948,6061,17390,5476,11914,514684,244452,270232,27.5,18.7,35.4
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年８月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
