規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19.5,20.1,18.5,154.6,166,137.2,142.1,151.4,127.9,12.5,14.6,9.3
５人以上,"鉱業,採石業,砂利採取業",19.9,19.9,19.7,160.8,162.5,154.3,144.9,146.5,138.9,15.9,16,15.4
５人以上,建設業,21,21.1,20.2,175.2,179,155.2,161.2,163.7,148.1,14,15.3,7.1
５人以上,製造業,20.5,20.7,19.8,168.2,172,156.7,156.2,159.3,147,12,12.7,9.7
５人以上,電気・ガス・熱供給・水道業,19.7,19.8,19.1,169.5,171.7,155.2,149.2,150.7,139.5,20.3,21,15.7
５人以上,情報通信業,20,20.2,19.3,167.3,175.6,145.6,146,153.1,127.5,21.3,22.5,18.1
５人以上,"運輸業,郵便業",20.7,20.9,19.5,176.1,182.1,149.9,154.3,157.9,138.6,21.8,24.2,11.3
５人以上,"卸売業,小売業",19.7,20.4,18.7,153.7,164.9,137.4,144.5,154.1,130.6,9.2,10.8,6.8
５人以上,"金融業,保険業",20.4,20.5,20.2,168.6,171.9,163.7,151.7,153.8,148.6,16.9,18.1,15.1
５人以上,"不動産業,物品賃貸業",20.4,20.9,19.3,162,169.7,145.1,149.5,155.9,135.5,12.5,13.8,9.6
５人以上,"学術研究,専門・技術サービス業",20.2,20.4,19.9,168.3,171.4,161.4,151.3,153.2,147.1,17,18.2,14.3
５人以上,"宿泊業,飲食サービス業",16.7,17.7,15.9,114.6,135.9,97.5,108.6,127.1,93.7,6,8.8,3.8
５人以上,"生活関連サービス業,娯楽業",18.6,19.8,17.5,145.5,159.4,133.2,137.3,150.3,125.8,8.2,9.1,7.4
５人以上,"教育,学習支援業",17.5,18.2,16.8,127.5,133.3,120.8,122.2,127.3,116.4,5.3,6,4.4
５人以上,"医療,福祉",19.2,18.8,19.3,149.5,153.8,148,137.8,145.4,135.1,11.7,8.4,12.9
５人以上,複合サービス事業,19.8,20.2,19,163.1,169.8,149.1,150.1,154.8,140.3,13,15,8.8
５人以上,サービス業（他に分類されないもの）,18.8,19.6,17.9,148.4,161.2,132.8,136.7,147.1,124,11.7,14.1,8.8
30人以上,調査産業計,19.6,20.1,18.8,158.6,167.4,143.7,144.1,151.2,132.1,14.5,16.2,11.6
30人以上,"鉱業,採石業,砂利採取業",19.9,19.9,19.7,160.8,162.5,154.3,144.9,146.5,138.9,15.9,16,15.4
30人以上,建設業,20.6,20.7,20.1,177,179.5,159.2,159.5,160.7,150.6,17.5,18.8,8.6
30人以上,製造業,20.3,20.5,19.7,168.7,171.6,159.8,155.6,157.9,148.3,13.1,13.7,11.5
30人以上,電気・ガス・熱供給・水道業,19.6,19.7,19.1,170,172,156.3,148.5,149.7,140.3,21.5,22.3,16
30人以上,情報通信業,19.8,20,19.3,165.4,174,141.6,144.1,151.6,123.5,21.3,22.4,18.1
30人以上,"運輸業,郵便業",20.5,20.8,19.4,175.1,181.2,149.4,153,156.7,137.6,22.1,24.5,11.8
30人以上,"卸売業,小売業",20,20.6,19.2,157.6,166.7,144.2,147.1,154.9,135.6,10.5,11.8,8.6
30人以上,"金融業,保険業",20.4,20.5,20.2,169.7,173.1,164.8,151.9,153.9,149,17.8,19.2,15.8
30人以上,"不動産業,物品賃貸業",20.6,21,19.7,162.6,169.6,148.1,148.4,154.1,136.5,14.2,15.5,11.6
30人以上,"学術研究,専門・技術サービス業",20.3,20.4,19.8,171.7,173.4,166.9,150.3,151.8,146.1,21.4,21.6,20.8
30人以上,"宿泊業,飲食サービス業",16.7,18,15.4,120.5,141.2,100.4,113.4,131.5,95.9,7.1,9.7,4.5
30人以上,"生活関連サービス業,娯楽業",18.4,19.5,17.4,145.1,159.5,133.8,134,146.3,124.3,11.1,13.2,9.5
30人以上,"教育,学習支援業",18,18.4,17.3,131.9,134.8,127.8,125.9,128.5,122.3,6,6.3,5.5
30人以上,"医療,福祉",19.8,18.8,20.1,158.4,156.6,158.9,143.7,147.9,142.1,14.7,8.7,16.8
30人以上,複合サービス事業,20,20.2,19.2,164.9,170.7,147.8,151,154.7,140,13.9,16,7.8
30人以上,サービス業（他に分類されないもの）,18.5,19.3,17.6,145.3,158.6,131.1,133.1,143.4,122.1,12.2,15.2,9
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年４月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
