事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成17,2005,年平均,317844,394956,213803,273796,338155,186962,263599,10197,44048,56801,26841
５～29人,平成18,2006,年平均,318621,390200,218327,273498,333397,189570,262175,11323,45123,56803,28757
５～29人,平成19,2007,年平均,311198,390251,205738,264419,329283,177887,253796,10623,46779,60968,27851
５～29人,平成20,2008,年平均,300370,379948,202860,259287,326393,177059,248181,11106,41083,53555,25801
５～29人,平成21,2009,年平均,291834,370510,195722,255708,322866,173667,244765,10943,36126,47644,22055
５～29人,平成22,2010,年平均,296105,369455,200921,258004,320203,177290,247129,10875,38101,49252,23631
５～29人,平成22,2010,1月,266125,330032,183599,254771,317520,173740,244569,10202,11354,12512,9859
５～29人,平成22,2010,2月,260175,324471,178274,257527,321766,175698,246977,10550,2648,2705,2576
５～29人,平成22,2010,3月,271950,340575,184433,260858,325776,178068,248978,11880,11092,14799,6365
５～29人,平成22,2010,4月,274025,342812,186292,262607,327335,180051,250799,11808,11418,15477,6241
５～29人,平成22,2010,5月,263431,330582,179568,258398,323976,176500,247461,10937,5033,6606,3068
５～29人,平成22,2010,6月,366008,459390,247745,259210,322406,179176,248739,10471,106798,136984,68569
５～29人,平成22,2010,7月,341158,428071,225686,256907,316899,177202,246508,10399,84251,111172,48484
５～29人,平成22,2010,8月,270444,335451,184661,255652,316373,175524,245064,10588,14792,19078,9137
５～29人,平成22,2010,9月,262672,324479,180418,258587,319092,178066,248249,10338,4085,5387,2352
５～29人,平成22,2010,10月,261881,322017,182480,256959,316611,178197,245996,10963,4922,5406,4283
５～29人,平成22,2010,11月,269442,334556,183983,256785,317207,177483,245971,10814,12657,17349,6500
５～29人,平成22,2010,12月,445437,558305,295002,257816,317871,177772,246258,11558,187621,240434,117230
30～99人,平成17,2005,年平均,407484,496440,271357,328170,398758,220152,307925,20245,79314,97682,51205
30～99人,平成18,2006,年平均,407296,494973,273071,325373,394378,219734,303436,21937,81923,100595,53337
30～99人,平成19,2007,年平均,425608,509899,279802,336918,399631,228439,316945,19973,88690,110268,51363
30～99人,平成20,2008,年平均,445663,526904,293033,350434,411503,235702,331064,19370,95229,115401,57331
30～99人,平成21,2009,年平均,384180,468406,260375,315226,382656,216110,297801,17425,68954,85750,44265
30～99人,平成22,2010,年平均,381190,467914,257432,313958,382141,216658,296186,17772,67232,85773,40774
30～99人,平成22,2010,1月,328277,399135,225509,314041,379140,219626,296983,17058,14236,19995,5883
30～99人,平成22,2010,2月,316527,383541,219163,312217,378241,216291,295573,16644,4310,5300,2872
30～99人,平成22,2010,3月,338500,411411,232620,319865,388439,220283,301789,18076,18635,22972,12337
30～99人,平成22,2010,4月,329927,398817,229556,320334,386663,223695,301681,18653,9593,12154,5861
30～99人,平成22,2010,5月,332187,397964,238616,312569,378725,218459,294964,17605,19618,19239,20157
30～99人,平成22,2010,6月,543984,669670,363587,314095,380206,219206,296962,17133,229889,289464,144381
30～99人,平成22,2010,7月,411272,514232,264383,308314,377371,209794,290705,17609,102958,136861,54589
30～99人,平成22,2010,8月,323227,399680,218653,312786,384389,214846,295822,16964,10441,15291,3807
30～99人,平成22,2010,9月,319209,390491,216189,310571,380668,209262,292288,18283,8638,9823,6927
30～99人,平成22,2010,10月,326134,397375,227066,315759,385362,218969,297392,18367,10375,12013,8097
