規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,480475,462564,424212,38352,17911,153136,152141,143241,8900,995
100～499人,426097,408484,378743,29741,17613,118969,117858,112343,5515,1111
100人以上,450827,433078,399421,33657,17749,130657,129586,122913,6673,1071
30～99人,391221,373240,352524,20716,17981,97395,96897,93257,3640,498
５～29人,353083,336468,322654,13814,16615,92693,91832,88833,2999,861
30人以上,430421,412593,383366,29227,17828,113924,113141,107994,5147,783
５人以上,409572,392071,366999,25072,17501,103322,102500,98426,4074,822
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年１月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
