規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.3,19.1,17.2,145.5,157.1,128,134.7,143.8,120.8,10.8,13.3,7.2
５人以上,"鉱業,採石業,砂利採取業",19.1,19,19.4,151,150.6,152.4,139.7,139.3,141.1,11.3,11.3,11.3
５人以上,建設業,19.9,20,19.3,167,170,150.1,152.7,154.5,142.6,14.3,15.5,7.5
５人以上,製造業,19.1,19.3,18.4,157.7,161.6,146.2,146.8,149.8,137.9,10.9,11.8,8.3
５人以上,電気・ガス・熱供給・水道業,19.2,19.3,18.7,163.8,165.9,150.2,145.7,147,137.1,18.1,18.9,13.1
５人以上,情報通信業,19.4,19.6,18.6,166,170.5,154,146.3,149.6,137.5,19.7,20.9,16.5
５人以上,"運輸業,郵便業",20,20.3,18.7,170.9,177.2,143.3,150,153.9,132.7,20.9,23.3,10.6
５人以上,"卸売業,小売業",18.7,19.4,17.6,143.9,155.3,128.1,136.9,146.9,123,7,8.4,5.1
５人以上,"金融業,保険業",19.4,19.6,19,159.3,163.3,153.4,144.5,147.1,140.8,14.8,16.2,12.6
５人以上,"不動産業,物品賃貸業",19.4,19.8,18.4,152.9,159.4,138.2,141.4,146.4,130.2,11.5,13,8
５人以上,"学術研究,専門・技術サービス業",19.4,19.8,18.7,158.9,164.3,148,143.3,147.2,135.4,15.6,17.1,12.6
５人以上,"宿泊業,飲食サービス業",16.1,17.7,14.7,113.1,134.9,93.6,107,125.9,90.1,6.1,9,3.5
５人以上,"生活関連サービス業,娯楽業",18.9,19.9,17.8,148.7,161.7,136.1,139.5,151.4,127.9,9.2,10.3,8.2
５人以上,"教育,学習支援業",12.4,12.7,12.1,89.4,92.4,86.1,86.9,89.4,84.2,2.5,3,1.9
５人以上,"医療,福祉",17.9,18.3,17.7,133.4,143.3,130.2,127,136.1,124.1,6.4,7.2,6.1
５人以上,複合サービス事業,18.5,18.8,17.7,148.4,154.1,136.6,140.2,144.6,131.2,8.2,9.5,5.4
５人以上,サービス業（他に分類されないもの）,18.3,19.2,17.2,142.3,155.7,127.8,131.9,142.2,120.7,10.4,13.5,7.1
30人以上,調査産業計,18.5,19,17.5,148.9,158.3,133.8,136.4,143.5,124.9,12.5,14.8,8.9
30人以上,"鉱業,採石業,砂利採取業",19.1,19,19.4,151,150.6,152.4,139.7,139.3,141.1,11.3,11.3,11.3
30人以上,建設業,19.7,19.8,19,168,170.5,151.9,150.6,152,141.6,17.4,18.5,10.3
30人以上,製造業,19,19.2,18.4,158.9,161.8,149.3,146.9,149.1,139.4,12,12.7,9.9
30人以上,電気・ガス・熱供給・水道業,19.2,19.3,18.6,164.6,166.9,149.2,145.4,146.8,135.8,19.2,20.1,13.4
30人以上,情報通信業,19.3,19.6,18.5,166.5,170.8,153.8,145.9,149,136.7,20.6,21.8,17.1
30人以上,"運輸業,郵便業",19.9,20.2,18.7,170,176,144.9,149.2,152.8,134.1,20.8,23.2,10.8
30人以上,"卸売業,小売業",19,19.7,18,147.5,157.5,133.6,139.1,147.9,126.9,8.4,9.6,6.7
30人以上,"金融業,保険業",19.4,19.6,19,160,164.2,154.1,144.4,147.2,140.5,15.6,17,13.6
30人以上,"不動産業,物品賃貸業",19.4,19.7,18.8,152,157.9,139.6,139.6,143.9,130.6,12.4,14,9
30人以上,"学術研究,専門・技術サービス業",19.8,19.9,19.3,165.4,167.1,160.6,145.9,147.3,141.9,19.5,19.8,18.7
30人以上,"宿泊業,飲食サービス業",16.6,18,15.2,119.3,139.1,99.7,113.3,131.2,95.5,6,7.9,4.2
30人以上,"生活関連サービス業,娯楽業",18.2,19.4,17.3,144.7,160.1,132,132.5,145.5,121.8,12.2,14.6,10.2
30人以上,"教育,学習支援業",11.8,12.2,11.4,85.4,88.1,81.7,83.1,85.6,79.7,2.3,2.5,2
30人以上,"医療,福祉",18.6,18.7,18.5,141.9,147.6,139.8,134,139.3,132.1,7.9,8.3,7.7
30人以上,複合サービス事業,18.4,18.7,17.5,148.3,153.6,132.5,139.5,143.5,127.6,8.8,10.1,4.9
30人以上,サービス業（他に分類されないもの）,17.9,18.9,17.1,139.3,153.1,126.7,128.8,139.4,119.2,10.5,13.7,7.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年８月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
