規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,592178,489998,445814,44184,102180,157409,155749,145334,10415,1660
100～499人,438581,410988,378245,32743,27593,120353,119595,114101,5494,758
100人以上,508632,447022,409061,37961,61610,132789,131728,124582,7146,1061
30～99人,388486,376583,354034,22549,11903,103113,102468,98907,3561,645
５～29人,359130,342496,326326,16170,16634,99671,98939,96069,2870,732
30人以上,467518,422918,390231,32687,44600,118084,117229,111860,5369,855
５人以上,438227,401184,372960,28224,37043,108814,108021,103910,4111,793
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年４月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
