規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6948280,4170355,2777925,114576,57742,56834,144366,78792,65574,6918490,4149305,2769185,20.8,11.3,35
５人以上,"鉱業,採石業,砂利採取業",2124,1670,454,34,29,5,24,22,2,2134,1677,457,0.1,0.1,0.2
５人以上,建設業,327582,275344,52238,4165,3350,815,3699,3193,506,328048,275501,52547,3.9,1.8,15.1
５人以上,製造業,693581,519546,174035,6358,4524,1834,9879,7426,2453,690060,516644,173416,6.6,2.9,17.7
５人以上,電気・ガス・熱供給・水道業,34400,29785,4615,399,286,113,204,180,24,34595,29891,4704,2.4,2,4.9
５人以上,情報通信業,731506,528197,203309,11922,8168,3754,18898,13351,5547,724530,523014,201516,2.6,0.7,7.8
５人以上,"運輸業,郵便業",369965,299526,70439,4934,3119,1815,6033,3876,2157,368866,298769,70097,9.7,7.9,17.3
５人以上,"卸売業,小売業",1467544,854522,613022,23859,10185,13674,23990,14592,9398,1467413,850115,617298,23.7,11.4,40.8
５人以上,"金融業,保険業",378371,223383,154988,3523,1728,1795,5223,3093,2130,376671,222018,154653,4.6,1.5,9
５人以上,"不動産業,物品賃貸業",176250,121484,54766,3070,1727,1343,4059,2317,1742,175261,120894,54367,17.7,11.4,31.7
５人以上,"学術研究,専門・技術サービス業",345903,235449,110454,3263,1603,1660,4863,3239,1624,344303,233813,110490,6.5,2.7,14.5
５人以上,"宿泊業,飲食サービス業",640868,284320,356548,20500,9989,10511,31656,12849,18807,629712,281460,348252,68.2,55.7,78.2
５人以上,"生活関連サービス業,娯楽業",205972,96031,109941,4015,2110,1905,5957,2895,3062,204030,95246,108784,35.7,23.4,46.4
５人以上,"教育,学習支援業",371194,189507,181687,7012,2634,4378,3025,1470,1555,375181,190671,184510,31.5,22.4,40.9
５人以上,"医療,福祉",512462,133367,379095,6809,1653,5156,8573,3366,5207,510698,131654,379044,26.6,22,28.3
５人以上,複合サービス事業,55487,36911,18576,854,746,108,597,315,282,55744,37342,18402,17.2,6.4,39.3
５人以上,サービス業（他に分類されないもの）,635071,341313,293758,13859,5891,7968,17686,6608,11078,631244,340596,290648,22.1,14.5,31
30人以上,調査産業計,4740717,2944008,1796709,69159,35917,33242,91543,52020,39523,4718333,2927905,1790428,15.3,7.9,27.4
30人以上,"鉱業,採石業,砂利採取業",2124,1670,454,34,29,5,24,22,2,2134,1677,457,0.1,0.1,0.2
30人以上,建設業,200613,173364,27249,2545,1964,581,2921,2415,506,200237,172913,27324,1.7,0.7,7.9
30人以上,製造業,526010,401212,124798,5234,3677,1557,8876,6748,2128,522368,398141,124227,5.4,2.8,13.8
30人以上,電気・ガス・熱供給・水道業,31351,27245,4106,340,227,113,169,145,24,31522,27327,4195,1.9,1.8,2.8
30人以上,情報通信業,626289,457208,169081,9123,6943,2180,16960,12058,4902,618452,452093,166359,2.3,0.5,7.3
30人以上,"運輸業,郵便業",293477,234807,58670,4003,2445,1558,5278,3334,1944,292202,233918,58284,9.9,8.4,15.9
30人以上,"卸売業,小売業",873451,512480,360971,12809,5693,7116,11649,6446,5203,874611,511727,362884,16.8,5.2,33.2
30人以上,"金融業,保険業",322611,189937,132674,2871,1551,1320,4483,2807,1676,320999,188681,132318,4.2,1.6,8
30人以上,"不動産業,物品賃貸業",111100,75199,35901,1438,772,666,2276,1279,997,110262,74692,35570,17.1,10,32.2
30人以上,"学術研究,専門・技術サービス業",227331,167431,59900,1599,817,782,3211,2386,825,225719,165862,59857,4.1,2.1,9.6
30人以上,"宿泊業,飲食サービス業",231743,112593,119150,6282,3144,3138,9243,4211,5032,228782,111526,117256,59.1,43,74.4
30人以上,"生活関連サービス業,娯楽業",103363,45690,57673,1461,428,1033,2008,863,1145,102816,45255,57561,35.8,22.5,46.3
30人以上,"教育,学習支援業",281324,158311,123013,5072,2279,2793,2276,1152,1124,284120,159438,124682,26.7,21.1,33.9
30人以上,"医療,福祉",353382,93384,259998,4548,1069,3479,5962,2275,3687,351968,92178,259790,23.3,20.8,24.1
30人以上,複合サービス事業,40314,29831,10483,390,282,108,315,33,282,40389,30080,10309,16.9,6.9,45.9
30人以上,サービス業（他に分類されないもの）,516234,263646,252588,11410,4597,6813,15892,5846,10046,511752,262397,249355,23.7,16.8,30.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年５月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
