規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6937067,4223589,2713478,86924,45772,41152,118551,63153,55398,6905440,4206208,2699232,21.2,11.8,35.8
５人以上,"鉱業,採石業,砂利採取業",2032,1602,430,44,39,5,59,56,3,2017,1585,432,0.3,0.3,0.5
５人以上,建設業,324148,272344,51804,3022,2420,602,3114,2864,250,324056,271900,52156,4.1,1.5,17.7
５人以上,製造業,685978,515962,170016,8271,6160,2111,10108,7271,2837,684141,514851,169290,6.6,2.8,18.3
５人以上,電気・ガス・熱供給・水道業,34635,30137,4498,546,489,57,453,447,6,34728,30179,4549,2.4,2.1,4.2
５人以上,情報通信業,724485,527745,196740,5556,2732,2824,8686,4672,4014,721355,525805,195550,2.8,0.7,8.6
５人以上,"運輸業,郵便業",372738,306005,66733,4321,2826,1495,9680,6792,2888,367379,302039,65340,10.4,8.6,18.7
５人以上,"卸売業,小売業",1460778,873391,587387,14131,7964,6167,15382,7468,7914,1459527,873887,585640,23.6,11.5,41.7
５人以上,"金融業,保険業",364964,219570,145394,7480,4677,2803,5338,3344,1994,367106,220903,146203,4.7,1.4,9.6
５人以上,"不動産業,物品賃貸業",173967,119847,54120,2208,1414,794,2758,1898,860,173417,119363,54054,17.9,11.2,32.9
５人以上,"学術研究,専門・技術サービス業",343850,234967,108883,3699,2148,1551,3344,2328,1016,344205,234787,109418,6.8,2.9,15.1
５人以上,"宿泊業,飲食サービス業",645394,295042,350352,12964,7070,5894,26403,12497,13906,631955,289615,342340,69,57.3,79
５人以上,"生活関連サービス業,娯楽業",207789,98792,108997,2135,1128,1007,4858,2672,2186,205066,97248,107818,35.5,23.8,46.1
５人以上,"教育,学習支援業",374845,193895,180950,2555,715,1840,3398,1497,1901,374002,193113,180889,32.7,24.2,41.8
５人以上,"医療,福祉",505347,134246,371101,8186,1138,7048,8658,3060,5598,504875,132324,372551,27.4,22.6,29.1
５人以上,複合サービス事業,56499,38433,18066,261,83,178,303,50,253,56457,38466,17991,19,7.8,43
５人以上,サービス業（他に分類されないもの）,659618,361611,298007,11545,4769,6776,16009,6237,9772,655154,360143,295011,22.8,16,31.1
30人以上,調査産業計,4725513,2977050,1748463,58244,30510,27734,76109,39807,36302,4707648,2967753,1739895,15.6,8.2,28.1
30人以上,"鉱業,採石業,砂利採取業",2032,1602,430,44,39,5,59,56,3,2017,1585,432,0.3,0.3,0.5
30人以上,建設業,196726,170012,26714,2143,1865,278,1607,1456,151,197262,170421,26841,1.9,0.7,9.5
30人以上,製造業,515733,395405,120328,7225,5580,1645,7736,5718,2018,515222,395267,119955,5.4,2.7,14.5
30人以上,電気・ガス・熱供給・水道業,31510,27559,3951,546,489,57,453,447,6,31603,27601,4002,2.1,2.1,2.3
30人以上,情報通信業,621592,457715,163877,3743,1981,1762,8097,4484,3613,617238,455212,162026,2.3,0.5,7.7
30人以上,"運輸業,郵便業",293459,240480,52979,2784,1903,881,6578,4779,1799,289665,237604,52061,10.4,9.2,16.2
30人以上,"卸売業,小売業",869245,532033,337212,5187,3020,2167,7109,3324,3785,867323,531729,335594,16.2,4.9,34.2
30人以上,"金融業,保険業",308916,186001,122915,6623,4196,2427,4428,2810,1618,311111,187387,123724,4.3,1.6,8.5
30人以上,"不動産業,物品賃貸業",108785,73799,34986,1378,799,579,1382,754,628,108781,73844,34937,17.2,9.3,34
30人以上,"学術研究,専門・技術サービス業",226777,167496,59281,1933,1306,627,2306,1578,728,226404,167224,59180,4,2.1,9.5
30人以上,"宿泊業,飲食サービス業",230833,111598,119235,5355,2808,2547,8213,3356,4857,227975,111050,116925,59.8,44.5,74.3
30人以上,"生活関連サービス業,娯楽業",107450,47236,60214,1470,627,843,3173,1416,1757,105747,46447,59300,36.7,24.6,46.1
30人以上,"教育,学習支援業",284762,159687,125075,1761,454,1307,2569,1126,1443,283954,159015,124939,26.8,20.9,34.4
30人以上,"医療,福祉",345749,93890,251859,6672,759,5913,6669,2413,4256,345752,92236,253516,23.3,19.7,24.7
30人以上,複合サービス事業,41529,31341,10188,87,50,37,129,50,79,41487,31341,10146,18.8,8.5,50.8
30人以上,サービス業（他に分類されないもの）,540415,281196,259219,11293,4634,6659,15601,6040,9561,536107,279790,256317,24.9,18.8,31.5
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２２年１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
