"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","2時間未満","39","22.7","25.5"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","2時間以上4時間未満","14","8.1","9.2"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","4時間以上6時間未満","12","7.0","7.8"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","6時間以上8時間未満","11","6.4","7.2"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","8時間以上12時間未満","15","8.7","9.8"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","12時間以上16時間未満","15","8.7","9.8"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","16時間以上20時間未満","11","6.4","7.2"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","20時間以上24時間未満","10","5.8","6.5"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","24時間","26","15.1","17.0"
"202003","生活状況等について","Q1-3. 【問１-２で「1.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。複数の家族・親戚が関わっている場合は、合計した時間でお答えください。（○は１つ）","無回答","19","11.0",

"港区保健福祉基礎調査（知的障害者）・単純集計表・生活状況等についてQ1-3","Ver202003",,,,,
