区分１,区分２,該当数計,割合計,ある該当数,ある割合,ない該当数,ない割合,わからない該当数,わからない割合
全体,全体,1500,100.0,606,40.4,891,59.4,3,0.2
児童・生徒別,小学生,500,100.0,82,16.4,418,83.6,0,0.0
児童・生徒別,中学生,500,100.0,254,50.8,244,48.8,2,0.4
児童・生徒別,高校生,500,100.0,270,54.0,229,45.8,1,0.2
子供の性別,男性,745,100.0,320,43.0,425,57.0,0,0.0
子供の性別,女性,755,100.0,286,37.9,466,61.7,3,0.4
児童・生徒×子供の性別,小学生男子,232,100.0,40,17.2,192,82.8,0,0.0
児童・生徒×子供の性別,小学生女子,268,100.0,42,15.7,226,84.3,0,0.0
児童・生徒×子供の性別,中学生男子,244,100.0,131,53.7,113,46.3,0,0.0
児童・生徒×子供の性別,中学生女子,256,100.0,123,48.0,131,51.2,2,0.8
児童・生徒×子供の性別,高校生男子,269,100.0,149,55.4,120,44.6,0,0.0
児童・生徒×子供の性別,高校生女子,231,100.0,121,52.4,109,47.2,1,0.4
携帯電話の購入所別,各携帯会社の販売店（ドコモショップ等）,944,100.0,368,39.0,574,60.8,2,0.2
携帯電話の購入所別,全携帯電話会社の機種を扱う販売代理店,131,100.0,61,46.6,70,53.4,0,0.0
携帯電話の購入所別,家電量販店,273,100.0,116,42.5,156,57.1,1,0.4
携帯電話の購入所別,インターネット販売,96,100.0,48,50.0,48,50.0,0,0.0
携帯電話の購入所別,その他,31,100.0,10,32.3,21,67.7,0,0.0
携帯電話の購入所別,わからない,25,100.0,3,12.0,22,88.0,0,0.0
フィルタリングサービスの加入状況別,加入している,459,100.0,223,48.6,235,51.2,1,0.2
フィルタリングサービスの加入状況別,加入していない,563,100.0,256,45.5,306,54.4,1,0.2
フィルタリングサービスの加入状況別,インターネットが使えない機種・設定になっている,249,100.0,29,11.6,220,88.4,0,0.0
フィルタリングサービスの加入状況別,わからない,229,100.0,98,42.8,130,56.8,1,0.4
利用制限サービスの加入状況別,加入している,261,100.0,156,59.8,104,39.8,1,0.4
利用制限サービスの加入状況別,加入していないが、保護者の承諾がないとダウンロードさせないなど、アプリのダウンロードについて制限を加えている,183,100.0,105,57.4,78,42.6,0,0.0
利用制限サービスの加入状況別,加入していないし、特段の制限も設けていない,318,100.0,171,53.8,145,45.6,2,0.6
利用制限サービスの加入状況別,わからない,85,100.0,43,50.6,42,49.4,0,0.0
利用状況の管理状態別,利用状況の把握及び監督もできている,574,100.0,131,22.8,443,77.2,0,0.0
利用状況の管理状態別,利用状況は把握しているが、監督まではできていない,674,100.0,352,52.2,320,47.5,2,0.3
利用状況の管理状態別,利用状況を把握しておらず、監督もできていない,170,100.0,100,58.8,69,40.6,1,0.6
利用状況の管理状態別,子供の利用状況に関心がない,73,100.0,19,26.0,54,74.0,0,0.0
利用状況の管理状態別,その他,9,100.0,4,44.4,5,55.6,0,0.0
説明・学習経験別,テレビや本・雑誌などの特集を見た、読んだ,558,100.0,239,42.8,318,57.0,1,0.2
説明・学習経験別,インターネットで調べた,505,100.0,224,44.4,280,55.4,1,0.2
説明・学習経験別,学校から配布される資料等を読んだ,543,100.0,242,44.6,300,55.2,1,0.2
説明・学習経験別,学校の保護者会等で行われた講演会で説明を受けた,346,100.0,152,43.9,193,55.8,1,0.3
説明・学習経験別,知識のある知人から説明を受けた,59,100.0,30,50.8,29,49.2,0,0.0
説明・学習経験別,販売店等から詳しく説明をうけた,88,100.0,37,42.0,51,58.0,0,0.0
説明・学習経験別,公共施設などで開催された講座に参加した,21,100.0,11,52.4,10,47.6,0,0.0
説明・学習経験別,特に説明をうけたり学習したりしたことはない,334,100.0,92,27.5,242,72.5,0,0.0
説明・学習経験別,その他,11,100.0,4,36.4,7,63.6,0,0.0
