年次,Year,地域階層,地域コード,地域,District,福祉事務所 Welfare offices／事務所数 Offices,福祉事務所 Welfare offices／地区担当員数 Caseworkers,民生委員 Local welfare commissioners (volunteers)／定員数 Maximum number,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／総数 Total,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／男 Male,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／女 Female
平成28,2016,0,13000,東京都,Tokyo-to,63,2491,10714,10213,2581,7632
平成29,2017,0,13000,東京都,Tokyo-to,63,2314,10776,10080,2501,7579
平成30,2018,0,13000,東京都,Tokyo-to,63,2338,10776,10140,2523,7617
平成31,2019,0,13000,東京都,Tokyo-to,63,2338,10776,10139,2504,7635
令和2,2020,0,13000,東京都,Tokyo-to,63,2416,10814,9996,2744,7252
令和2,2020,1,13100,区部,All ku,32,1873,7517,7012,1911,5101
令和2,2020,2,13101,千代田区,Chiyoda-ku,1,9,52,52,14,38
令和2,2020,2,13102,中央区,Chuo-ku,1,12,120,104,25,79
令和2,2020,2,13103,港区,Minato-ku,1,25,165,145,46,99
令和2,2020,2,13104,新宿区,Shinjuku-ku,1,90,302,291,61,230
令和2,2020,2,13105,文京区,Bunkyo-ku,1,20,151,139,35,104
令和2,2020,2,13106,台東区,Taito-ku,1,76,213,200,71,129
令和2,2020,2,13107,墨田区,Sumida-ku,1,68,208,182,56,126
令和2,2020,2,13108,江東区,Koto-ku,1,73,327,273,66,207
令和2,2020,2,13109,品川区,Shinagawa-ku,1,45,325,291,60,231
令和2,2020,2,13110,目黒区,Meguro-ku,1,28,231,214,36,178
令和2,2020,2,13111,大田区,Ota-ku,1,144,507,488,361,127
令和2,2020,2,13112,世田谷区,Setagaya-ku,5,93,654,614,82,532
令和2,2020,2,13113,渋谷区,Shibuya-ku,1,32,198,189,41,148
令和2,2020,2,13114,中野区,Nakano-ku,1,70,311,284,47,237
令和2,2020,2,13115,杉並区,Suginami-ku,1,71,433,386,88,298
令和2,2020,2,13116,豊島区,Toshima-ku,1,69,258,221,35,186
令和2,2020,2,13117,北区,Kita-ku,1,91,323,305,78,227
令和2,2020,2,13118,荒川区,Arakawa-ku,1,46,216,209,58,151
令和2,2020,2,13119,板橋区,Itabashi-ku,3,162,537,520,106,414
令和2,2020,2,13120,練馬区,Nerima-ku,4,154,577,569,134,435
令和2,2020,2,13121,足立区,Adachi-ku,1,209,558,523,162,361
令和2,2020,2,13122,葛飾区,Katsushika-ku,1,104,407,392,110,282
令和2,2020,2,13123,江戸川区,Edogawa-ku,1,182,444,421,139,282
令和2,2020,1,13200,市部,All shi,26,525,3097,2795,764,2031
令和2,2020,2,13201,八王子市,Hachioji-shi,1,64,453,443,147,296
令和2,2020,2,13202,立川市,Tachikawa-shi,1,39,158,152,39,113
令和2,2020,2,13203,武蔵野市,Musashino-shi,1,18,110,95,16,79
令和2,2020,2,13204,三鷹市,Mitaka-shi,1,27,127,112,20,92
令和2,2020,2,13205,青梅市,Ome-shi,1,22,151,145,61,84
令和2,2020,2,13206,府中市,Fuchu-shi,1,32,176,169,45,124
令和2,2020,2,13207,昭島市,Akishima-shi,1,17,85,85,22,63
令和2,2020,2,13208,調布市,Chofu-shi,1,25,163,154,68,86
令和2,2020,2,13209,町田市,Machida-shi,1,33,257,203,47,156
令和2,2020,2,13210,小金井市,Koganei-shi,1,13,84,66,10,56
令和2,2020,2,13211,小平市,Kodaira-shi,1,23,137,112,18,94
令和2,2020,2,13212,日野市,Hino-shi,1,19,134,126,30,96
令和2,2020,2,13213,東村山市,Higashimurayama-shi,1,20,117,91,22,69
令和2,2020,2,13214,国分寺市,Kokubunji-shi,1,9,79,72,21,51
令和2,2020,2,13215,国立市,Kunitachi-shi,1,10,56,48,14,34
令和2,2020,2,13218,福生市,Fussa-shi,1,10,52,46,14,32
令和2,2020,2,13219,狛江市,Komae-shi,1,9,58,52,12,40
令和2,2020,2,13220,東大和市,Higashiyamato-shi,1,15,61,55,16,39
令和2,2020,2,13221,清瀬市,Kiyose-shi,1,15,51,48,12,36
令和2,2020,2,13222,東久留米市,Higashikurume-shi,1,15,80,57,14,43
令和2,2020,2,13223,武蔵村山市,Musashimurayama-shi,1,11,62,58,15,43
令和2,2020,2,13224,多摩市,Tama-shi,1,24,112,84,20,64
令和2,2020,2,13225,稲城市,Inagi-shi,1,10,65,64,17,47
令和2,2020,2,13227,羽村市,Hamura-shi,1,7,52,43,5,38
令和2,2020,2,13228,あきる野市,Akiruno-shi,1,8,70,70,34,36
令和2,2020,2,13229,西東京市,Nishitokyo-shi,1,30,147,145,25,120
令和2,2020,1,13300,郡部,All gun,1,9,98,95,32,63
令和2,2020,1,13350,島部,All islands,4,9,102,94,37,57
,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,
18-11  地域別福祉事務所数及び民生委員数 （平成28～令和2年） 18-11  WELFARE OFFICES AND LOCAL WELFARE COMMISSIONERS (VOLUNTEERS) BY DISTRICT ( 2016-2020 ),,,,,,,,,,,
各年4月1日現在。  ,,,,,,,,,,,
Figures are as of  Apr.1 of the year noted.,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,
