会計,Account,会計階層,区分,Classification,当初予算額 Original budget,最終予算額 Final budget,決算額 Settlement
特別区財政調整,Financial adjustments for ku,0,歳入,Revenue,1010935,987396,987396
特別区財政調整,Financial adjustments for ku,1,繰入金,Funds transferred,1010935,987396,987396
特別区財政調整,Financial adjustments for ku,1,諸収入,Miscellaneous,0,0,-
特別区財政調整,Financial adjustments for ku,1,繰越金,Balance brought forward,0,0,-
特別区財政調整,Financial adjustments for ku,0,歳出,Expenditure,1010935,987396,987396
特別区財政調整,Financial adjustments for ku,1,特別区交付金,Grants for ku,1010935,987396,987396
地方消費税清算,Local consumption tax adjustment,0,歳入,Revenue,2516075,2364986,2441398
地方消費税清算,Local consumption tax adjustment,1,地方消費税,Local consumption tax,1794722,1627346,1690320
地方消費税清算,Local consumption tax adjustment,1,諸収入,Miscellaneous,473485,428219,441657
地方消費税清算,Local consumption tax adjustment,1,繰越金,Balance brought forward,247868,309421,309421
地方消費税清算,Local consumption tax adjustment,0,歳出,Expenditure,2351732,2218914,2193967
地方消費税清算,Local consumption tax adjustment,1,地方消費税清算費,Local consumption tax adjustment,2351732,2218914,2193967
小笠原諸島生活再建資金,Ogasawara Islands livelihood rehabilitation funds,0,歳入,Revenue,372,372,761
小笠原諸島生活再建資金,Ogasawara Islands livelihood rehabilitation funds,1,事業収入,Operations,9,9,7
小笠原諸島生活再建資金,Ogasawara Islands livelihood rehabilitation funds,1,諸収入,Miscellaneous,0,0,0
小笠原諸島生活再建資金,Ogasawara Islands livelihood rehabilitation funds,1,繰越金,Balance brought forward,363,363,754
小笠原諸島生活再建資金,Ogasawara Islands livelihood rehabilitation funds,0,歳出,Expenditure,372,372,0
小笠原諸島生活再建資金,Ogasawara Islands livelihood rehabilitation funds,1,貸付費,Loans,372,372,0
国民健康保険事業,National health insurance program,0,歳入,Revenue,1096171,1096171,1105194
国民健康保険事業,National health insurance program,1,分担金及負担金,Beneficiary contribution,439056,439056,429266
国民健康保険事業,National health insurance program,1,国庫支出金,National treasury disbursements,297922,297922,320202
国民健康保険事業,National health insurance program,1,療養給付費等交付金,Grants for medical treatment benefits， expenses， etc.,0,0,-
国民健康保険事業,National health insurance program,1,前期高齢者交付金,Grants for the elderly aged 65-74,243837,243837,244605
国民健康保険事業,National health insurance program,1,共同事業交付金,Grants for collaboration insurance program,1424,1424,1568
国民健康保険事業,National health insurance program,1,財産収入,Revenue from property,6,6,2
国民健康保険事業,National health insurance program,1,繰入金,Funds transferred,86567,86567,80865
国民健康保険事業,National health insurance program,1,諸収入,Miscellaneous,114,114,8060
国民健康保険事業,National health insurance program,1,繰越金,Balance brought forward,27244,27244,20626
国民健康保険事業,National health insurance program,0,歳出,Expenditure,1096171,1096171,1060970
国民健康保険事業,National health insurance program,1,国民健康保険事業費,National health insurance program,1096171,1096171,1060970
母子父子福祉貸付資金,Single parent welfare loan funds,0,歳入,Revenue,3888,3888,7594
母子父子福祉貸付資金,Single parent welfare loan funds,1,事業収入,Operations,3116,3116,3513
母子父子福祉貸付資金,Single parent welfare loan funds,1,繰入金,Funds transferred,140,140,131
母子父子福祉貸付資金,Single parent welfare loan funds,1,諸収入,Miscellaneous,0,0,15
母子父子福祉貸付資金,Single parent welfare loan funds,1,繰越金,Balance brought forward,632,632,3935
母子父子福祉貸付資金,Single parent welfare loan funds,0,歳出,Expenditure,3888,3888,2155
母子父子福祉貸付資金,Single parent welfare loan funds,1,貸付費,Loans,3888,3888,2155
心身障害者扶養年金,Annuity for the mentally or physically impaired,0,歳入,Revenue,4057,4057,3826
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,財産収入,Revenue from property,63,63,37
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,繰入金,Funds transferred,3994,3994,3785
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,諸収入,Miscellaneous,0,0,4
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,繰越金,Balance brought forward,0,0,-
心身障害者扶養年金,Annuity for the mentally or physically impaired,0,歳出,Expenditure,4057,4057,3826
心身障害者扶養年金,Annuity for the mentally or physically impaired,1,扶養年金費,Annuity,4057,4057,3826
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,0,歳入,Revenue,697,697,2141
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,事業収入,Operations,678,678,419
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,繰入金,Funds transferred,4,4,4
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,諸収入,Miscellaneous,0,0,0
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,都債,Metropolitan debt,-,-,-
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,繰越金,Balance brought forward,15,15,1718
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,0,歳出,Expenditure,697,697,427
中小企業設備導入等資金,Small to medium-sized enterprises capital investment， etc.，funds,1,助成費,Subsidies,697,697,427
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,0,歳入,Revenue,52,52,113
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,事業収入,Operations,3,3,3
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,繰入金,Funds transferred,1,1,-
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,諸収入,Miscellaneous,0,0,0
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,繰越金,Balance brought forward,48,48,110
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,0,歳出,Expenditure,52,52,-
林業・木材産業改善資金助成,Forestry and lumber industry improvement subsidies,1,助成費,Subsidies,52,52,-
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,0,歳入,Revenue,48,48,173
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,事業収入,Operations,11,11,7
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,繰入金,Funds transferred,1,1,0
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,諸収入,Miscellaneous,0,0,0
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,繰越金,Balance brought forward,36,36,166
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,0,歳出,Expenditure,48,48,0
沿岸漁業改善資金助成,Coastal fishery improvement subsidies,1,助成費,Subsidies,48,48,0
と場,Slaughter house,0,歳入,Revenue,5950,5950,5572
と場,Slaughter house,1,使用料及手数料,Charges and fees,1409,1409,1390
と場,Slaughter house,1,繰入金,Funds transferred,3767,3767,3554
と場,Slaughter house,1,諸収入,Miscellaneous,55,55,64
と場,Slaughter house,1,都債,Metropolitan bonds,719,719,563
と場,Slaughter house,1,繰越金,Balance brought forward,0,0,-
と場,Slaughter house,0,歳出,Expenditure,5950,5950,5572
と場,Slaughter house,1,と場事業費,Slaughter house operations,5950,5950,5572
都営住宅等事業,Metropolitan public housing， etc.,0,歳入,Revenue,168487,182029,146082
都営住宅等事業,Metropolitan public housing， etc.,1,分担金及負担金,Beneficiary contribution,176,176,1008
都営住宅等事業,Metropolitan public housing， etc.,1,使用料及手数料,Charges and fees,67479,67479,66459
都営住宅等事業,Metropolitan public housing， etc.,1,国庫支出金,National treasury disbursements,31417,36984,20617
都営住宅等事業,Metropolitan public housing， etc.,1,財産収入,Revenue from property ,2310,2310,2222
都営住宅等事業,Metropolitan public housing， etc.,1,繰入金,Funds transferred,31162,31995,29150
都営住宅等事業,Metropolitan public housing， etc.,1,諸収入,Miscellaneous,4615,4962,5341
都営住宅等事業,Metropolitan public housing， etc.,1,都債,Metropolitan bonds,31329,38055,20359
都営住宅等事業,Metropolitan public housing， etc.,1,繰越金,Balance brought forward,0,68,926
都営住宅等事業,Metropolitan public housing， etc.,0,歳出,Expenditure,168487,182029,144539
都営住宅等事業,Metropolitan public housing， etc.,1,都営住宅等事業費,Metropolitan public housing， etc.,168487,182029,144539
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,0,歳入,Revenue,10425,10425,10487
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,保証金収入,Security deposits ,493,493,423
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰入金,Funds transferred,2339,2339,2339
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,諸収入,Miscellaneous,1,1,1
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰越金,Balance brought forward,7592,7592,7725
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,0,歳出,Expenditure,2456,2456,2304
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,返還金,Refunds,656,656,504
都営住宅等保証金,Metropolitan public housing， etc.， security deposits,1,繰出金,Funds transferred,1800,1800,1800
都市開発資金,Urban development funds,0,歳入,Revenue,4055,4055,3054
都市開発資金,Urban development funds,1,財産収入,Revenue from property,3051,3051,3054
都市開発資金,Urban development funds,1,繰入金,Funds transferred,4,4,-
都市開発資金,Urban development funds,1,諸収入,Miscellaneous,0,0,0
都市開発資金,Urban development funds,1,都債,Metropolitan bonds,1000,1000,-
都市開発資金,Urban development funds,1,繰越金,Balance brought forward,0,0,-
都市開発資金,Urban development funds,0,歳出,Expenditure,4055,4055,3054
都市開発資金,Urban development funds,1,用地費,Land acquisition,4055,4055,3054
用地,Land acquisition,0,歳入,Revenue,19016,19064,12382
用地,Land acquisition,1,財産収入,Revenue from property,5240,5240,5210
用地,Land acquisition,1,繰入金,Funds transferred,497,497,277
用地,Land acquisition,1,諸収入,Miscellaneous,0,0,0
用地,Land acquisition,1,都債,Metropolitan bonds,10427,10433,103
用地,Land acquisition,1,繰越金,Balance brought forward,2852,2894,6791
用地,Land acquisition,0,歳出,Expenditure,19016,19064,6037
用地,Land acquisition,1,用地費,Land acquisition,19016,19064,6037
公債費,Debt services,0,歳入,Revenue,1343225,1343225,1338802
公債費,Debt services,1,財産収入,Revenue from property,1608,1608,1669
公債費,Debt services,1,繰入金,Funds transferred,1080260,1080260,1075982
公債費,Debt services,1,諸収入,Miscellaneous,597,597,674
公債費,Debt services,1,都債,Metropolitan bonds,260760,260760,260477
公債費,Debt services,0,歳出,Expenditure,1343225,1343225,1338802
公債費,Debt services,1,公債費,Debt services,1343225,1343225,1338802
臨海都市基盤整備事業,Waterfront urban infrastructure development,0,歳入,Revenue,3764,4014,3778
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,使用料及手数料,Charges and fees,0,0,-
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,財産収入,Revenue from property,-,-,0
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,繰入金,Funds transferred,1200,1431,388
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,諸収入,Miscellaneous,98,98,353
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,繰越金,Balance brought forward,2466,2485,3038
臨海都市基盤整備事業,Waterfront urban infrastructure development,0,歳出,Expenditure,2246,2495,970
臨海都市基盤整備事業,Waterfront urban infrastructure development,1,臨海都市基盤整備費,Waterfront urban infrastructure development,2246,2495,970
,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　21  財政 21  PUBLIC FINANCE,,,,,,,
21-3  特別会計予算，決算額 (令和2年度) 21-3  BUDGETS AND SETTLEMENTS OF THE SPECIAL ACCOUNTS ( Fiscal Year 2020 ),,,,,,,
注) 最終予算額は，前年度からの繰越額を含む。 ,,,,,,,
Note: The final budget includes the balance brought forward from the previous fiscal year.  ,,,,,,,
資料：都財務局主計部財政課 Source: Bureau of Finance， TMG,,,,,,,
会計階層（0:歳入・歳出　1:会計）,,,,,,,
（単位　百万円）(In millions of yen),,,,,,,
