地域階層,地域コード,地域,District,総数 Total,一般行政職 General administrative services,税務職 Tax services,医師・歯科医師職 Physicians and dentists,薬剤師医療技術職(栄養士含む） Pharmacists and medical technicians (includes nutritionists),看護保健職 Nursing and public health services,福祉職 Social welfare services,企業職 Public enterprise employees,技能労務職 Vocational labor,教育職 Educational services,その他教育職 Other Educational services,臨時職員 Temporary employees
0,13100,区部,All ku,63015,36998,1997,80,634,1915,14000,-,6288,1050,53,-
1,13101,千代田区,Chiyoda-ku,1154,758,35,2,13,24,138,-,90,94,-,-
1,13102,中央区,Chuo-ku,1589,899,50,3,26,41,277,-,189,102,2,-
1,13103,港区,Minato-ku,2191,1355,65,3,13,55,398,-,213,84,5,-
1,13104,新宿区,Shinjuku-ku,2790,1556,95,6,17,96,678,-,269,70,3,-
1,13105,文京区,Bunkyo-ku,1907,1033,58,3,36,60,469,-,178,70,-,-
1,13106,台東区,Taito-ku,1889,1371,46,4,12,59,233,-,103,61,-,-
1,13107,墨田区,Sumida-ku,1886,1224,73,3,14,51,350,-,145,25,1,-
1,13108,江東区,Koto-ku,2680,1427,96,4,18,81,667,-,286,100,1,-
1,13109,品川区,Shinagawa-ku,2674,1448,81,2,22,82,727,-,239,70,3,-
1,13110,目黒区,Meguro-ku,2049,1110,78,3,45,59,546,-,184,23,1,-
1,13111,大田区,Ota-ku,4270,2365,140,4,49,123,1112,-,467,8,2,-
1,13112,世田谷区,Setagaya-ku,5418,3223,151,4,51,143,1193,-,596,55,2,-
1,13113,渋谷区,Shibuya-ku,2001,1142,56,4,12,63,390,-,308,24,2,-
1,13114,中野区,Nakano-ku,2076,1281,71,3,20,67,423,-,196,10,5,-
1,13115,杉並区,Suginami-ku,3516,1804,115,5,34,125,974,-,354,99,6,-
1,13116,豊島区,Toshima-ku,2022,1224,77,2,18,67,459,-,161,13,1,-
1,13117,北区,Kita-ku,2767,1511,86,3,13,85,847,-,192,30,-,-
1,13118,荒川区,Arakawa-ku,1767,1155,58,3,21,65,311,-,115,38,1,-
1,13119,板橋区,Itabashi-ku,3644,2176,133,4,40,123,793,-,360,15,-,-
1,13120,練馬区,Nerima-ku,4513,2581,108,3,58,140,1070,-,524,29,-,-
1,13121,足立区,Adachi-ku,3453,2458,120,4,35,115,541,-,164,11,5,-
1,13122,葛飾区,Katsushika-ku,2988,1588,80,5,20,87,787,-,399,9,13,-
1,13123,江戸川区,Edogawa-ku,3771,2309,125,3,47,104,617,-,556,10,-,-
,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　22  選挙・職員 22  ELECTION AND GOVERNMENT EMPLOYEES,,,,,,,,,,,,,,,
22-5  職員数 (2) 区 (令和2年4月1日)  22-5  GOVERNMENT EMPLOYEES (2) KU ( Apr. 1， 2020 ),,,,,,,,,,,,,,,
注) 教育職には，教育長，小・中学校教員は含まない。 ,,,,,,,,,,,,,,,
Note: Educational services figures do not include the Director General (Office of Education) or teachers of elementary and junior high schools.,,,,,,,,,,,,,,,
資料：都総務局行政部区政課・市町村課 「東京都区市町村年報」 Source: Bureau of General Affairs， TMG,,,,,,,,,,,,,,,
地域階層（0:区部　1:区市町村）,,,,,,,,,,,,,,,
