年次,Year,地域階層,地域コード,地域,District,病院 Hospital／総数 Total,病院 Hospital／精神科病院 Psychiatric hospital,病院 Hospital／一般病院 General hospital,病院 Hospital／(再掲 Relisted)／救急告示病院 Designated emergency hospital,病院 Hospital／(再掲 Relisted)／療養病床を有するもの Hospital with long-term care beds,一般診療所 General  clinic,歯科診療所 Dental clinic
平成27,2015,0,13000,東京都,Tokyo-to,648,50,598,308,250,12944,10620
平成28,2016,0,13000,東京都,Tokyo-to,651,50,601,305,256,13184,10658
平成29,2017,0,13000,東京都,Tokyo-to,647,50,597,312,252,13257,10632
平成30,2018,0,13000,東京都,Tokyo-to,647,49,598,311,251,13429,10672
令和元,2019,0,13000,東京都,Tokyo-to,638,49,589,307,248,13707,10670
令和元,2019,1,13100,区部,All ku,421,12,409,225,156,10561,8311
令和元,2019,2,13101,千代田区,Chiyoda-ku,15,-,15,5,1,500,330
令和元,2019,2,13102,中央区,Chuo-ku,4,-,4,2,-,623,460
令和元,2019,2,13103,港区,Minato-ku,12,-,12,7,-,787,583
令和元,2019,2,13104,新宿区,Shinjuku-ku,14,1,13,12,1,646,428
令和元,2019,2,13105,文京区,Bunkyo-ku,9,-,9,7,2,283,250
令和元,2019,2,13106,台東区,Taito-ku,8,1,7,5,5,243,235
令和元,2019,2,13107,墨田区,Sumida-ku,13,-,13,8,5,229,195
令和元,2019,2,13108,江東区,Koto-ku,18,-,18,12,6,418,299
令和元,2019,2,13109,品川区,Shinagawa-ku,16,-,16,6,6,469,348
令和元,2019,2,13110,目黒区,Meguro-ku,9,-,9,9,4,321,284
令和元,2019,2,13111,大田区,Ota-ku,28,1,27,15,13,602,539
令和元,2019,2,13112,世田谷区,Setagaya-ku,27,-,27,15,10,902,755
令和元,2019,2,13113,渋谷区,Shibuya-ku,17,-,17,6,6,599,428
令和元,2019,2,13114,中野区,Nakano-ku,8,-,8,6,4,319,250
令和元,2019,2,13115,杉並区,Suginami-ku,19,-,19,8,10,508,430
令和元,2019,2,13116,豊島区,Toshima-ku,14,-,14,12,4,461,316
令和元,2019,2,13117,北区,Kita-ku,19,2,17,10,6,282,237
令和元,2019,2,13118,荒川区,Arakawa-ku,13,-,13,4,8,187,132
令和元,2019,2,13119,板橋区,Itabashi-ku,40,-,40,22,23,382,343
令和元,2019,2,13120,練馬区,Nerima-ku,19,2,17,7,8,564,451
令和元,2019,2,13121,足立区,Adachi-ku,56,4,52,27,19,443,378
令和元,2019,2,13122,葛飾区,Katsushika-ku,22,1,21,9,8,358,275
令和元,2019,2,13123,江戸川区,Edogawa-ku,21,-,21,11,7,435,365
令和元,2019,1,13200,市部,All shi,212,37,175,80,89,3089,2325
令和元,2019,2,13201,八王子市,Hachioji-shi,38,7,31,12,16,380,287
令和元,2019,2,13202,立川市,Tachikawa-shi,8,-,8,5,3,177,124
令和元,2019,2,13203,武蔵野市,Musashino-shi,8,-,8,5,3,212,150
令和元,2019,2,13204,三鷹市,Mitaka-shi,8,1,7,3,3,142,100
令和元,2019,2,13205,青梅市,Ome-shi,16,8,8,2,6,87,63
令和元,2019,2,13206,府中市,Fuchu-shi,14,2,12,6,4,185,153
令和元,2019,2,13207,昭島市,Akishima-shi,8,-,8,5,4,65,59
令和元,2019,2,13208,調布市,Chofu-shi,8,2,6,3,3,201,156
令和元,2019,2,13209,町田市,Machida-shi,19,5,14,7,9,329,234
令和元,2019,2,13210,小金井市,Koganei-shi,5,1,4,1,4,87,67
令和元,2019,2,13211,小平市,Kodaira-shi,9,1,8,4,4,130,96
令和元,2019,2,13212,日野市,Hino-shi,7,-,7,2,5,123,89
令和元,2019,2,13213,東村山市,Higashimurayama-shi,10,3,7,3,3,95,67
令和元,2019,2,13214,国分寺市,Kokubunji-shi,2,-,2,-,2,112,78
令和元,2019,2,13215,国立市,Kunitachi-shi,2,-,2,1,-,87,74
令和元,2019,2,13218,福生市,Fussa-shi,4,-,4,3,1,42,33
令和元,2019,2,13219,狛江市,Komae-shi,2,-,2,1,1,58,39
令和元,2019,2,13220,東大和市,Higashiyamato-shi,2,-,2,1,-,51,43
令和元,2019,2,13221,清瀬市,Kiyose-shi,11,2,9,4,7,46,34
令和元,2019,2,13222,東久留米市,Higashikurume-shi,4,1,3,2,-,64,56
令和元,2019,2,13223,武蔵村山市,Musashimurayama-shi,4,-,4,2,2,27,27
令和元,2019,2,13224,多摩市,Tama-shi,8,2,6,2,2,111,65
令和元,2019,2,13225,稲城市,Inagi-shi,3,-,3,1,2,53,40
令和元,2019,2,13227,羽村市,Hamura-shi,2,-,2,-,2,36,33
令和元,2019,2,13228,あきる野市,Akiruno-shi,4,1,3,1,1,46,39
令和元,2019,2,13229,西東京市,Nishitokyo-shi,6,1,5,4,2,143,119
令和元,2019,1,13300,郡部,All gun,4,-,4,1,3,38,20
令和元,2019,2,13303,瑞穂町,Mizuho-machi,1,-,1,-,1,13,12
令和元,2019,2,13305,日の出町,Hinode-machi,2,-,2,-,2,14,6
令和元,2019,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,3,-
令和元,2019,2,13308,奥多摩町,Okutama-machi,1,-,1,1,-,8,2
令和元,2019,1,13350,島部,All islands,1,-,1,1,-,19,14
令和元,2019,2,13361,大島町,Oshima-machi,-,-,-,-,-,3,5
令和元,2019,2,13362,利島村,Toshima-mura,-,-,-,-,-,1,-
令和元,2019,2,13363,新島村,Niijima-mura,-,-,-,-,-,4,-
令和元,2019,2,13364,神津島村,Kozushima-mura,-,-,-,-,-,2,-
令和元,2019,2,13381,三宅村,Miyake-mura,-,-,-,-,-,2,1
令和元,2019,2,13382,御蔵島村,Mikurajima-mura,-,-,-,-,-,1,-
令和元,2019,2,13401,八丈町,Hachijo-machi,1,-,1,1,-,2,7
令和元,2019,2,13402,青ヶ島村,Aogashima-mura,-,-,-,-,-,1,-
令和元,2019,2,13421,小笠原村,Ogasawara-mura,-,-,-,-,-,3,1
,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,
19-1  地域別医療施設数 (平成27～令和元年) 19-1  MEDICAL FACILITIES BY DISTRICT( 2015-2019 ),,,,,,,,,,,,
この表は厚生労働省「医療施設調査」による。病院とは患者20人以上の収容施設を有するものをいい，診療所とは患者の収容施設を有しないもの， 又は20人未満のものをいう。,,,,,,,,,,,,
"The table is based on the “Medical Institutions Survey” conducted by the Ministry of Health， Labour and Welfare. “Hospitals” refer to medical establishments with a capacity to admit 20 or more patients， while ""Clinics"" refer to those with no facilities to admit patients or with a capacity to admit less than 20 patients. ",,,,,,,,,,,,
各年10月1日現在。 ,,,,,,,,,,,,
Figures are as of October 1 of the each year.,,,,,,,,,,,,
注) 「休止中」及び「休診中」のものを除く。          ,,,,,,,,,,,,
"Note:  Facilities that are ""inactive"" are excluded.",,,,,,,,,,,,
資料：都福祉保健局総務部総務課「東京都の医療施設」 Source: Bureau of Social Welfare and Public Health， TMG　,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,
