地域階層,地域コード,地域,District,総数 Total／所有者数 Number of owners,総数 Total／面積 Area,個人 Individual／所有者数 Number of owners,個人 Individual／面積 Area,法人 Companies／所有者数 Number of owners,法人 Companies／面積 Area
0,13100,区部,All ku,1296656,298285,1198310,207208,98346,91077
1,13101,千代田区,Chiyoda-ku,8351,3533,4940,581,3411,2952
1,13102,中央区,Chuo-ku,12278,3116,7806,707,4472,2409
1,13103,港区,Minato-ku,18539,8017,13117,1876,5422,6141
1,13104,新宿区,Shinjuku-ku,38659,8531,32954,4757,5705,3775
1,13105,文京区,Bunkyo-ku,28895,5027,25957,3269,2938,1758
1,13106,台東区,Taito-ku,27213,4309,22502,2393,4711,1917
1,13107,墨田区,Sumida-ku,33288,6206,29787,3877,3501,2328
1,13108,江東区,Koto-ku,34446,13108,30100,3857,4346,9251
1,13109,品川区,Shinagawa-ku,45610,11897,41780,5756,3830,6140
1,13110,目黒区,Meguro-ku,39671,8232,36653,6130,3018,2102
1,13111,大田区,Ota-ku,97810,23284,90946,15700,6864,7584
1,13112,世田谷区,Setagaya-ku,139555,32979,132798,26340,6757,6639
1,13113,渋谷区,Shibuya-ku,28801,7087,24052,3846,4749,3240
1,13114,中野区,Nakano-ku,51306,9398,47937,7513,3369,1885
1,13115,杉並区,Suginami-ku,99053,20744,94555,17632,4498,3112
1,13116,豊島区,Toshima-ku,39269,7354,35585,5232,3684,2123
1,13117,北区,Kita-ku,43255,9573,40460,5947,2795,3626
1,13118,荒川区,Arakawa-ku,26612,5226,24521,3446,2091,1780
1,13119,板橋区,Itabashi-ku,68853,16231,64691,11682,4162,4549
1,13120,練馬区,Nerima-ku,127305,29025,123032,25455,4273,3570
1,13121,足立区,Adachi-ku,109118,26748,103844,20767,5274,5981
1,13122,葛飾区,Katsushika-ku,76763,16237,73044,12965,3719,3272
1,13123,江戸川区,Edogawa-ku,102006,22422,97249,17478,4757,4944
0,13200,市部,All shi,940634,427989,908677,325236,31957,102753
1,13201,八王子市,Hachioji-shi,126235,90610,122085,63053,4150,27556
1,13202,立川市,Tachikawa-shi,32242,13900,30920,10417,1322,3483
1,13203,武蔵野市,Musashino-shi,23135,6779,22070,5412,1065,1367
1,13204,三鷹市,Mitaka-shi,33419,10308,32341,8740,1078,1568
1,13205,青梅市,Ome-shi,37227,60361,35959,41352,1268,19008
1,13206,府中市,Fuchu-shi,46196,15127,44715,11104,1481,4023
1,13207,昭島市,Akishima-shi,22014,9160,21145,5864,869,3295
1,13208,調布市,Chofu-shi,38941,11985,37577,9890,1364,2095
1,13209,町田市,Machida-shi,103861,41905,100898,34365,2963,7540
1,13210,小金井市,Koganei-shi,24503,6669,23747,5766,756,903
1,13211,小平市,Kodaira-shi,50071,13128,48373,10488,1698,2639
1,13212,日野市,Hino-shi,49234,14412,47541,11127,1693,3285
1,13213,東村山市,Higashimurayama-shi,33887,9932,33016,8560,871,1372
1,13214,国分寺市,Kokubunji-shi,27889,8061,26904,6716,985,1346
1,13215,国立市,Kunitachi-shi,13965,4778,13336,3940,629,837
1,13218,福生市,Fussa-shi,11156,3898,10748,3254,408,644
1,13219,狛江市,Komae-shi,18621,3987,17970,3564,651,422
1,13220,東大和市,Higashiyamato-shi,18706,6051,18198,5233,508,818
1,13221,清瀬市,Kiyose-shi,14608,5841,14291,5109,317,732
1,13222,東久留米市,Higashikurume-shi,37943,8452,36890,7173,1053,1279
1,13223,武蔵村山市,Musashimurayama-shi,20029,8885,19439,7237,590,1648
1,13224,多摩市,Tama-shi,41226,10108,40351,6697,875,3411
1,13225,稲城市,Inagi-shi,14630,9392,14112,5951,518,3441
1,13227,羽村市,Hamura-shi,13181,6076,12778,4135,403,1941
1,13228,あきる野市,Akiruno-shi,28238,37753,27519,31004,719,6749
1,13229,西東京市,Nishitokyo-shi,59477,10432,55754,9083,3723,1350
,,,,,,,,,
東京都統計年鑑 （令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,
1-4  区市別，所有者別土地所有状況（全地目）（平成31年）1-4  LAND OWNERSHIP BY MUNICIPALITY AND OWNER ( ALL LAND CLASSIFICATION ）( 2019 ),,,,,,,,,
注 1) 課税資料（平成31年1月1日)より作成。,,,,,,,,,
2) 面積は評価総地積(免税点未満を含む)。,,,,,,,,,
3) 区部は区分所有に係る土地を除く。,,,,,,,,,
4) 端数処理のため，各項の和と表示した総数は必ずしも一致しない。,,,,,,,,,
Note: 1) Material prepared from taxation data (Jan. 1， 2019).,,,,,,,,,
2) Total appraised area (including land under the tax exemption limit).,,,,,,,,,
3) Ku area excludes land coming under condominium unit ownership.,,,,,,,,,
4) Figures may not add up to the totals shown due to rounding of figures.,,,,,,,,,
資料：都都市整備局都市づくり政策部広域調整課 「東京の土地(土地関係資料集)」 Source: Bureau of Urban Development， TMG,,,,,,,,,
地域階層（0:区部・市部　1:区市町村）,,,,,,,,,
（単位　面積　千m2）(Area in 1，000 m2),,,,,,,,,
