地域階層,地域コード,地域,District,総数 Total,宅地 Residential,その他 Other use,その他 Other use／うち屋外利用地 of which are open air,公園等 Parks etc.,未利用地等 Unused land etc.,道路等 Roads and others,道路等 Roads and others／うち道路 of which are roads,農用地 Farm use ,水面河川水路 Water space， rivers and canals ,森林 Woods and forests,原野 Fields
1,13212,日野市,Hino-shi,2741.6,1264.5,96.6,95.7,147.3,80.1,454.8,422.2,147.5,85.8,181.8,283.2
1,13213,東村山市,Higashimurayama-shi,1715.5,971.3,71.5,70.2,100.2,23.9,271.5,252.7,163,17.1,74.8,22.1
1,13214,国分寺市,Kokubunji-shi,1153.9,704.3,45.3,45,32,13.3,179.1,167.5,147.4,2.4,26.1,3.9
1,13215,国立市,Kunitachi-shi,815.9,504.2,38.1,36.5,20.9,11.8,151.1,144.6,56.8,9.3,6.7,17
1,13218,福生市,Fussa-shi,1018.4,381.3,369.8,50.5,38.8,11.6,136.4,125.7,15.4,11.6,17.7,36
1,13219,狛江市,Komae-shi,642.8,377.5,26.8,26.6,23.6,9.1,108.6,105.2,36.1,23.9,6.5,30.7
1,13220,東大和市,Higashiyamato-shi,1353.4,568.6,52.3,51.4,91.8,28.2,190,186.9,72,151,196.4,3.1
1,13221,清瀬市,Kiyose-shi,1012,505,37.2,36.2,28.5,28.2,151.8,143.2,198.1,8,37.9,17.3
1,13222,東久留米市,Higashikurume-shi,1288.8,718,60.9,60.5,50.9,29.8,215,212.5,162.8,7.9,35.2,8.4
1,13223,武蔵村山市,Musashimurayama-shi,1542.9,659.7,158.3,59.2,38.3,82.8,181.5,181.5,198.2,10.2,206.5,7.3
1,13224,多摩市,Tama-shi,2107.3,917.4,66.9,65.9,304.9,61.3,402.5,384.7,37.3,40.4,140.5,136.1
1,13225,稲城市,Inagi-shi,1797,551.4,186.9,58.2,276.6,127.6,252,236.2,123.6,26.9,187.5,64.4
1,13227,羽村市,Hamura-shi,995.7,569.1,87.7,46.2,42.6,18.1,149.3,144.1,41.9,23.9,17.3,45.7
1,13228,あきる野市,Akiruno-shi,7342.4,980.4,155.2,101.8,289.2,108.3,361.2,352.7,480.7,142.1,4555.5,269.9
1,13229,西東京市,Nishitokyo-shi,1590.9,968.4,70.6,70.4,72.7,31.9,276.9,266.7,151.2,4.5,11.7,2.8
0,13300,郡部,All gun,37561.2,1141.7,627.2,154.9,101.6,110.1,524.7,512.5,654.1,581.4,33660.4,160.1
1,13303,瑞穂町,Mizuho-machi,1683.8,533.5,298.3,77,39.7,39.8,168.6,163.7,268.3,5.2,322.5,8
1,13305,日の出町,Hinode-machi,2805.2,336.4,83.6,32.3,34.4,45.4,111.6,111.6,133.9,25.7,1980,54.2
1,13307,檜原村,Hinohara-mura,10537.9,98.6,51.2,14.3,4.8,7.9,90.2,90.2,154.7,50.7,10015.5,64.3
1,13308,奥多摩町,Okutama-machi,22534.3,173.2,194.1,31.3,22.7,17,154.3,147,97.2,499.8,21342.4,33.6
0,13350,島部,All islands,33465.3,1206.4,385.4,283.2,234.9,174.5,1055,734.8,1693.1,65.5,21883.8,6766.7
1,13361,大島町,Oshima-machi,9078.4,456.2,103.5,102,89.6,48.6,297.7,216.4,332,14.8,5807.5,1928.6
1,13362,利島村,Toshima-mura,403.9,14.5,3.6,3.6,2.9,0.3,17.4,11.3,9.5,0.1,273.7,81.9
1,13363,新島村,Niijima-mura,2709.3,123.2,93.6,11.8,29.6,14.1,104.1,63.3,67.9,0.8,1910.1,365.9
1,13364,神津島村,Kozushima-mura,1831.3,47.1,6.5,5.9,9.8,5.4,79.8,34.6,192.7,3.8,1005,481.1
1,13381,三宅村,Miyake-mura,5523.4,142.2,87.8,87.8,6.8,22.9,158.8,116.2,92.5,27,2393.1,2592.1
1,13382,御蔵島村,Mikurajima-mura,2034.2,9.3,1.3,1.3,3.2,1.1,19,15.1,28.8,0.6,1706.1,264.8
1,13401,八丈町,Hachijo-machi,6914,341,49.9,45.9,68.1,65,308.1,217.4,836,8.9,4937.7,299.3
1,13402,青ヶ島村,Aogashima-mura,594.8,13.1,5.2,5.2,1.2,5.5,13.2,10.9,59,0.1,338.6,158.8
1,13421,小笠原村,Ogasawara-mura,4376,59.7,33.9,19.8,23.7,11.6,56.9,49.9,74.7,9.3,3512.2,594
,,,,,,,,,,,,,,,
東京都統計年鑑 （令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 )　1  土地・気象 1   LAND AND CLIMATE,,,,,,,,,,,,,,,
1-2  地域別土地利用面積（平成28年又は29年） 1-2  LAND USE BY DISTRICT ( 2016 or 2017 ）,,,,,,,,,,,,,,,
区部は平成28年，市部，郡部，島部は平成29年の調査結果である。,,,,,,,,,,,,,,,
Figures of 2016 for the metropolitan Ku areas and figures of 2017 for the Shi， Gun and Islands districts.,,,,,,,,,,,,,,,
注 1) 地域の「中央防波堤埋立地」は，調査当時所属未定又は確認前の埋立地である。,,,,,,,,,,,,,,,
2) 土地利用区分の凡例   ,,,,,,,,,,,,,,,
その他 ： 採石場， ごみ捨て場等,,,,,,,,,,,,,,,
屋外利用地 ： 材料置場， 屋外駐車場， 屋外展示場， 飯場等,,,,,,,,,,,,,,,
公園等 ： 公園緑地， 運動場， 野球場， 遊園地， ゴルフ場， テニスコート， 墓地等,,,,,,,,,,,,,,,
未利用地等 ： 未建築宅地， 区画整理中の宅地， 取りこわし跡地， 廃屋， 埋め立て地等,,,,,,,,,,,,,,,
道路等 ： 道路， 鉄道， 軌道， モノレール， 空港， 港湾,,,,,,,,,,,,,,,
道路 ： 街路， 歩行者道路， 自転車道路， 農道， 林道， 団地内通路,,,,,,,,,,,,,,,
農用地 ： 田， 畑， 樹園地， 採草放牧地,,,,,,,,,,,,,,,
水面・河川・水路 ： 河川， 運河， 湖沼， 遊水池等,,,,,,,,,,,,,,,
森林 ： 樹林， 竹林，山地，竹木が集団的に生育する土地等,,,,,,,,,,,,,,,
原野 ： 野草地等小かん木類が生育する自然のままの土地， 荒地等,,,,,,,,,,,,,,,
Note: 1) Area that does not fall under any municipality jurisdiction or has not yet been acknowledged by the municipality assembly. ,,,,,,,,,,,,,,,
2) Details of land use category:  ,,,,,,,,,,,,,,,
Other use : Quarries， refuse dumping-grounds， etc.,,,,,,,,,,,,,,,
Open air : Storage space， parking lots， exhibition space， construction camp， etc.,,,,,,,,,,,,,,,
Parks， etc. : Parks， athletic fields， baseball grounds， amusement parks， golf links， tennis courts， cemeteries， etc.,,,,,,,,,,,,,,,
Unused land， etc. : Residential sites prior to construction， residential lands under land readjustment， demolished sites， deserted buildings， reclaimed land， etc.,,,,,,,,,,,,,,,
Roads and others : Roads， railway tracks， monorail tracks， airports， seaports.,,,,,,,,,,,,,,,
Roads : Urban roads， pavements， bicycle roads， farm roads， forest roads， private roads within apartment blocks.,,,,,,,,,,,,,,,
Farm use : Rice paddies， ordinary fields， orchards， grazing lands.,,,,,,,,,,,,,,,
Water space， rivers and canals : Rivers， canals， lakes， ponds， etc.,,,,,,,,,,,,,,,
Woods and forests : Woodlands， bamboo groves， mountainous areas， bamboo forests， etc.,,,,,,,,,,,,,,,
Fields : Grasslands and other uncultivated land with shrubbery， wastelands， etc.,,,,,,,,,,,,,,,
資料：都都市整備局都市づくり政策部土地利用計画課「東京の土地利用」 Source: Bureau of Urban Development， TMG,,,,,,,,,,,,,,,
地域階層（0:区部・市部・郡部・島部　1:区市町村）,,,,,,,,,,,,,,,
（単位　ヘクタ－ル）(In hectare),,,,,,,,,,,,,,,
