地域階層,地域コード,項番 Item number,地域,District,マーク Mark,総数 Total,交通事故 Traffic accidents,火災事故 Fire accidents,運動競技事故 Sports accidents,自然災害事故 Natural disasters accidents,水難事故 Drowning accidents,労働災害事故 Labor accidents,一般負傷 General injuries,自損行為 Self-inflicted injuries,加害 Assault,急病 Acute illness,転院搬送 Transported to a different hospital,医師搬送 Doctor transport,資器材等輸送 Transport of equipment， etc.,その他 Other responses
0,13000,,総数,Tokyo-to,,720965,38829,3209,2933,7,730,4535,133902,5700,5223,476455,38980,160,503,9799
1,13100,,区部,All ku,,526241,27332,2380,1923,5,555,3350,96824,3955,4135,349759,28121,128,409,7365
2,13101,1,千代田区,Chiyoda-ku,,9516,560,32,23,-,5,140,1809,60,79,6136,538,-,6,128
2,13102,2,中央区,Chuo-ku,,10896,658,70,23,-,14,133,1869,52,75,7177,675,-,-,150
2,13103,3,港区,Minato-ku,,18141,1106,118,74,-,9,257,3301,129,222,11930,732,1,6,256
2,13104,4,新宿区,Shinjuku-ku,,28673,1169,152,109,-,12,188,5063,350,456,19233,1397,-,4,540
2,13105,5,文京区,Bunkyo-ku,,10797,493,52,70,1,8,69,1891,64,47,6707,1235,-,11,149
2,13106,6,台東区,Taito-ku,,16021,715,73,34,1,23,113,3116,102,195,10832,590,1,-,226
2,13107,7,墨田区,Sumida-ku,,16217,835,72,43,-,33,80,2833,102,124,10680,1242,1,7,165
2,13108,8,江東区,Koto-ku,,27218,1466,114,172,-,52,296,4709,180,206,18057,1451,103,15,397
2,13109,9,品川区,Shinagawa-ku ,,20173,1032,124,87,-,17,128,3815,110,115,13528,954,-,2,261
2,13110,10,目黒区,Meguro-ku,,12384,733,55,44,-,3,85,2419,99,89,8005,681,2,23,146
2,13111,11,大田区,Ota-ku ,,37167,2042,139,127,-,47,284,7273,229,227,24506,1825,6,12,450
2,13112,12,世田谷区,Setagaya-ku,,40501,2221,147,219,1,42,176,7954,271,229,26501,2123,7,90,520
2,13113,13,渋谷区,Shibuya-ku,,16356,944,119,85,1,6,153,2933,103,217,10801,734,6,12,242
2,13114,14,中野区,Nakano-ku,,17651,774,87,40,-,8,68,3222,157,145,12092,726,-,12,320
2,13115,15,杉並区,Suginami-ku,,24705,1296,146,105,-,29,104,4885,185,136,16395,940,1,62,421
2,13116,16,豊島区,Toshima-ku,,18341,815,89,69,-,4,110,3457,162,214,12403,705,-,5,308
2,13117,17,北区,Kita-ku,,20553,800,86,75,1,22,83,3903,167,132,13841,1171,-,2,270
2,13118,18,荒川区,Arakawa-ku ,,12472,512,52,23,-,19,68,2352,84,74,7965,1108,-,47,168
2,13119,19,板橋区,Itabashi-ku,,31367,1567,118,88,-,21,152,5423,251,204,21266,1826,-,32,419
2,13120,20,練馬区,Nerima-ku,,34035,1837,145,105,-,25,149,6367,264,166,22913,1571,-,17,476
2,13121,21,足立区,Adachi-ku,,41227,2523,159,100,-,50,216,7134,344,280,27297,2614,-,21,489
2,13122,22,葛飾区,Katsushika-ku,,26280,1353,101,90,-,50,103,4733,179,191,17420,1766,-,6,288
2,13123,23,江戸川区,Edogawa-ku ,,35550,1881,130,118,-,56,195,6363,311,312,24074,1517,-,17,576
3,,,消防事務受託地区,Entrusted districts,,194496,11459,828,1010,2,174,1185,37078,1745,1088,126686,10700,14,94,2433
3,,,その他,Others,※,228,38,1,-,-,1,-,-,-,-,10,159,18,-,1
,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和2年）TOKYO STATISTICAL YEARBOOK ( 2020 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,
20-19  地域別種類別救急件数 （令和2年） 20-19  EMERGENCY CASES BY DISTRICT AND KIND ( 2020 ),,,,,,,,,,,,,,,,,,,,
この表は， 区部及び消防事務受託地区で， 東京消防庁が扱った件数である。,,,,,,,,,,,,,,,,,,,,
Figures refer to the number of cases handled by the Tokyo Fire Department in the special ward (ku) area and entrusted districts.,,,,,,,,,,,,,,,,,,,,
注) ※東京消防庁管轄区域以外の地域をいう。,,,,,,,,,,,,,,,,,,,,
Note: ※Districts outside the jurisdiction of the Tokyo Fire Department.,,,,,,,,,,,,,,,,,,,,
資料：東京消防庁企画調整部企画課 Source: Tokyo Fire Department,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部　2:区市町村　3:消防事務受託地区･その他),,,,,,,,,,,,,,,,,,,,
