#LINK
#lang	ja
#attribution_name	新宿区役所情報システム課
#license	http://creativecommons.org/licenses/by/3.0/deed.ja
#file_name	zaiseihakusyo_kisosiryo
#download_from	http://linkdata.org/work/rdf1s4982i
#property	平成10年度	平成11年度	平成12年度	平成13年度	平成14年度	平成15年度	平成16年度	平成17年度	平成18年度	平成19年度	平成20年度	平成21年度	平成22年度	平成23年度	平成24年度	平成25年度	平成26年度	平成27年度	平成28年度	平成29年度	平成30年度
#object_type_xsd	string	string	string	string	string	string	string	string	string	string	string	string	string	string	string	string	string	string	string	string	string
#property_context	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion
新宿区の財政についての基礎資料																					
歳出総額と特別区税収入の推移（表１）																					
単位：千円																					
歳出総額	102210082	103902117	104701569	105349065	101628955	102822145	100811092	104575671	107055428	118085295	119146614	127381983	129724703	130270509	128755178	129947807	134995930	139268452	139650738	139072619	141875163
特別区税	38058164	34963178	34409699	35600303	35490190	35152926	35438169	37109981	41003813	41686703	41080218	41239189	38343892	39054586	39101863	40571076	42415037	43433693	45583128	47814152	49409385
人口 (千人)	283389	285025	288285	292666	296444	300217	302479	305996	308292	312054	315952	317742	319193	319193	320996	324669	328787	335510	339339	342867	346425
歳出一人あたり（万円)	360671	364537	363188	359963	342827	342493	333283	341755	347253	378413	377104	400898	406415	408125	401111	400247	410588	415095	411538	405617	409541
区税一人あたり（万円)	134297	122667	119360	121641	119720	117092	117159	121276	133003	133588	130020	129788	120128	122354	121814	124961	129005	129456	134329	139454	142626
実質収支と実質単年度収支の状況（表２）																					
単位：千円																					
実質収支	2859854	2713170	3005557	3440072	3002173	2849238	4001918	4810188	9484527	7567159	5990592	4019889	4122402	3956909	3079891	3264327	3845305	4244830	3492735	5397998	3891527
実質単年度収支	△ 463,080	△ 3,207,360	1652970	1939314	1283922	1349791	2579271	3572263	7137627	2924321	2382433	△ 3,759,563	△ 2,762,891	△ 1,552,655	△ 2,022,871	291629	1568404	2684290	1730150	4007970	1566100
区税収入と歳入総額（表３）																					
単位：千円、％																					
歳入総額　Ａ	105555135	106615287	107772125	108789137	104631128	105773383	105417320	109653408	116888480	125673030	129950009	131704504	133914106	134263625	132169660	133401949	139013123	143586160	143502150	144734808	146455342
特別区税　Ｂ	38058164	34963178	34409699	35600303	35490190	35152926	35438169	37109981	41003813	41686703	41080218	41239189	38343892	39054586	39101863	40571076	42415037	43433693	45583128	47814152	49409385
特別区たばこ税									5032509	5030857	4627795	4225779	4338827	4939443	4816767	5358109	5255734	5349678	5342739	6293641	5910206
　　Ｂ／Ａ	38.3	36.1	32.8	31.9	32.7	33.9	33.2	33.6	33.8	35.1	33.2	31.6	28.6	29.1	29.6	30.4	30.5	30.2	31.8	33	33.7
特別区交付金（表４）																					
単位：千円																					
新　宿　区	18502729	16929160	23511456	24287190	21878735	21490741	22345925	23944918	24888774	28634355	27078373	22234825	24483474	26457376	26647500	26948603	29932268	29208725	28347874	28166515	28527663
２３区合計	739999000	679024000	830938000	830496785	769254904	775632000	808091067	860227980	925102621	1017639596	999975865	863473083	867556697	886526903	876164285	936100801	981602646	996356074	987804199	976299046	1068163142
一般財源（表５）																					
単位：千円、％																					
特別区税	38058164	34963178	34409699	35600303	35490190	35152926	35438169	37109981	41003813	41686703	41080218	41239189	38343892	39054586	39101863	40571076	42415037	43433693	45583128	47814152	49409385
地方譲与税	563789	578529	588059	588118	590501	618853	1140426	1656879	1644318	629633	603692	564354	547223	537400	501925	478375	456766	477151	471796	468440	473942
利子割交付金	950247	882180	2207348	2224537	857544	669071	572982	538544	604582	855356	696722	540990	535666	498988	481479	615976	622124	539267	151428	164903	178568
配当割交付金							149795	255735	359161	421313	203054	163700	201993	222262	243841	418874	785821	650844	495291	681366	596059
株式等譲渡所得割交付金							156856	378559	325760	294323	71140	69174	62133	49401	62824	545551	661400	643021	289705	687232	488847
地方消費税交付金	7240343	6737340	6947786	7497584	6629970	7603200	8551734	7917645	8308222	8230272	7754139	8257904	8243719	8353227	8434561	8362675	9312458	13457441	12192849	12460413	10629590
地方特例交付金	0	2075186	2431686	2477871	2544667	2594832	2704128	2808567	2371943	499028	615457	658350	332843	452396	80163	85040	79294	79080	84979	86670	99189
