区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,709,-,-,95,-,105,-,102,-,102,-,103,-,105,-,97,-
0,0,世帯人員,2.96,-,-,2.33,-,2.69,-,3.1,-,3.09,-,2.97,-,3.25,-,3.31,-
0,0,有業人員,1.31,-,-,0.9,-,1.19,-,1.48,-,1.3,-,1.27,-,1.45,-,1.55,-
0,0,世帯主平均年齢,60.5,-,-,68.9,-,66.1,-,59.4,-,58.6,-,60.9,-,53.8,-,55.9,-
0,0,消費支出,304190,100,3.9,95159,100,155032,100,209680,100,257986,100,317400,100,400060,100,690319,100
1,0,商品,154251,50.7,6.9,70904,74.5,104422,67.4,128499,61.3,147254,57.1,160095,50.4,183359,45.8,283895,41.1
1,1,耐久財,12986,4.3,14.6,288,0.3,738,0.5,3250,1.5,7534,2.9,7624,2.4,19077,4.8,52055,7.5
1,2,半耐久財,25471,8.4,30.4,3477,3.7,9144,5.9,15358,7.3,21382,8.3,23997,7.6,35450,8.9,69087,10
1,3,非耐久財,115794,38.1,2,67139,70.6,94540,61,109891,52.4,118339,45.9,128474,40.5,128832,32.2,162754,23.6
1,0,サービス,149939,49.3,1,24255,25.5,50610,32.6,81181,38.7,110732,42.9,157306,49.6,216701,54.2,406423,58.9
2,0,食料,98599,32.4,4.8,50900,53.5,72856,47,88077,42,95941,37.2,106357,33.5,116971,29.2,158452,23
2,3,非耐久財,72883,24,1.4,44745,47,60261,38.9,70617,33.7,75923,29.4,80977,25.5,77584,19.4,99706,14.4
2,4,サービス,25717,8.5,16,6155,6.5,12595,8.1,17460,8.3,20018,7.8,25380,8,39387,9.8,58746,8.5
2,0,住居,23249,7.6,-10.1,2407,2.5,4727,3,11616,5.5,17325,6.7,25903,8.2,21528,5.4,78614,11.4
2,1,耐久財,2351,0.8,47.2,1,0,-,-,361,0.2,5,0,300,0.1,1854,0.5,13825,2
2,2,半耐久財,210,0.1,0.5,21,0,81,0.1,328,0.2,308,0.1,102,0,220,0.1,409,0.1
2,4,サービス,20688,6.8,-14,2384,2.5,4647,3,10928,5.2,17012,6.6,25502,8,19454,4.9,64380,9.3
2,0,光熱・水道（非耐久財）,18450,6.1,-3.9,11684,12.3,15520,10,19515,9.3,18759,7.3,20474,6.5,21847,5.5,21303,3.1
2,0,家具・家事用品,13474,4.4,16.8,2961,3.1,5058,3.3,7849,3.7,13088,5.1,12425,3.9,16946,4.2,35781,5.2
2,1,耐久財,6014,2,24.3,49,0.1,229,0.1,1614,0.8,5158,2,3821,1.2,9068,2.3,22027,3.2
2,2,半耐久財,3394,1.1,20.1,834,0.9,1866,1.2,2530,1.2,3602,1.4,4190,1.3,4194,1,6510,0.9
2,3,非耐久財,3198,1.1,10.3,1814,1.9,2663,1.7,2987,1.4,3374,1.3,3692,1.2,3157,0.8,4680,0.7
2,4,サービス,867,0.3,-10.5,265,0.3,301,0.2,718,0.3,953,0.4,722,0.2,527,0.1,2564,0.4
2,0,被服及び履物,12721,4.2,23.1,1777,1.9,5281,3.4,8160,3.9,10818,4.2,10330,3.3,19472,4.9,33040,4.8
2,2,半耐久財,11782,3.9,22.3,1684,1.8,5114,3.3,7693,3.7,10332,4,9934,3.1,18289,4.6,29289,4.2
2,4,サービス,938,0.3,33.4,93,0.1,167,0.1,467,0.2,486,0.2,396,0.1,1184,0.3,3751,0.5
2,0,保健医療,16160,5.3,19.5,4955,5.2,8617,5.6,9429,4.5,12250,4.7,15850,5,23635,5.9,38199,5.5
2,1,耐久財,735,0.2,-35.5,158,0.2,134,0.1,338,0.2,398,0.2,313,0.1,2608,0.7,1204,0.2
2,2,半耐久財,434,0.1,115.9,139,0.1,186,0.1,292,0.1,97,0,327,0.1,91,0,1888,0.3
2,3,非耐久財,5357,1.8,18.3,2504,2.6,4368,2.8,3969,1.9,5936,2.3,6344,2,5826,1.5,8519,1.2
2,4,サービス,9633,3.2,25.9,2154,2.3,3928,2.5,4829,2.3,5819,2.3,8865,2.8,15110,3.8,26588,3.9
2,0,交通・通信,35879,11.8,-1.1,5902,6.2,14652,9.5,21901,10.4,30981,12,40005,12.6,56629,14.2,80703,11.7
2,1,耐久財,835,0.3,15.3,-,-,68,0,162,0.1,848,0.3,545,0.2,1754,0.4,2458,0.4
