区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,699,-,-,96,-,94,-,102,-,103,-,104,-,100,-,100,-
0,0,世帯人員,2.94,-,-,2.69,-,2.71,-,2.87,-,2.93,-,3.1,-,3.15,-,3.13,-
0,0,有業人員,1.31,-,-,1.26,-,1.09,-,1.13,-,1.27,-,1.47,-,1.46,-,1.5,-
0,0,世帯主平均年齢,60.1,-,-,63.5,-,64.4,-,61.2,-,58.7,-,56.6,-,56.2,-,59.8,-
0,0,消費支出,336075,100,-0.6,115046,100,185094,100,230213,100,270050,100,321827,100,435218,100,791336,100
1,0,商品,189472,56.4,0.8,87114,75.7,134701,72.8,148719,64.6,165472,61.3,188992,58.7,236578,54.4,363088,45.9
1,1,耐久財,19277,5.7,-5,1532,1.3,3571,1.9,6680,2.9,6929,2.6,14611,4.5,21083,4.8,80168,10.1
1,2,半耐久財,32161,9.6,-0.4,6468,5.6,17784,9.6,18043,7.8,24101,8.9,32110,10,41233,9.5,84963,10.7
1,3,非耐久財,138035,41.1,2,79114,68.8,113347,61.2,123996,53.9,134442,49.8,142271,44.2,174262,40,197957,25
1,0,サービス,146603,43.6,-2.3,27932,24.3,50393,27.2,81493,35.4,104578,38.7,132835,41.3,198640,45.6,428248,54.1
2,0,食料,113356,33.7,1.7,61189,53.2,86584,46.8,94795,41.2,106983,39.6,119131,37,149293,34.3,174746,22.1
2,3,非耐久財,91216,27.1,1.1,54861,47.7,76332,41.2,80390,34.9,88601,32.8,94218,29.3,115110,26.4,128472,16.2
2,4,サービス,22140,6.6,4,6328,5.5,10251,5.5,14405,6.3,18382,6.8,24912,7.7,34182,7.9,46274,5.8
2,0,住居,26710,7.9,-11.5,2368,2.1,5483,3,12954,5.6,20877,7.7,16685,5.2,30208,6.9,97940,12.4
2,1,耐久財,4485,1.3,-0.3,-,-,-,-,132,0.1,531,0.2,672,0.2,4024,0.9,25922,3.3
2,2,半耐久財,335,0.1,29.8,166,0.1,123,0.1,193,0.1,768,0.3,237,0.1,588,0.1,269,0
2,4,サービス,21891,6.5,-13.9,2203,1.9,5360,2.9,12628,5.5,19578,7.2,15776,4.9,25596,5.9,71749,9.1
2,0,光熱・水道（非耐久財）,20480,6.1,-0.7,13195,11.5,17875,9.7,21296,9.3,20007,7.4,20197,6.3,24308,5.6,26369,3.3
2,0,家具・家事用品,14501,4.3,5.6,4001,3.5,7301,3.9,10476,4.6,12172,4.5,15990,5,16338,3.8,35071,4.4
2,1,耐久財,4914,1.5,-9.6,553,0.5,1235,0.7,2892,1.3,4246,1.6,6331,2,5138,1.2,13943,1.8
