区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,702,-,-,93,-,98,-,103,-,105,-,104,-,100,-,99,-
0,0,世帯人員,2.87,-,-,2.45,-,2.65,-,2.87,-,2.7,-,3.1,-,3.05,-,3.27,-
0,0,有業人員,1.27,-,-,0.89,-,1.22,-,1.36,-,1.24,-,1.31,-,1.5,-,1.38,-
0,0,世帯主平均年齢,61.1,-,-,67.3,-,64.5,-,58.3,-,63.1,-,59.1,-,58.6,-,57.1,-
0,0,消費支出,270232,100,2.1,90870,100,145709,100,182791,100,219823,100,270198,100,354298,100,623725,100
1,0,商品,152504,56.4,1,69917,76.9,101646,69.8,113953,62.3,130317,59.3,144838,53.6,182562,51.5,322196,51.7
1,1,耐久財,20400,7.5,46.2,506,0.6,1282,0.9,3000,1.6,3645,1.7,6781,2.5,11364,3.2,115061,18.4
1,2,半耐久財,18947,7,-3.7,3188,3.5,8050,5.5,9582,5.2,13026,5.9,18182,6.7,25415,7.2,54775,8.8
1,3,非耐久財,113157,41.9,-3.6,66223,72.9,92314,63.4,101371,55.5,113646,51.7,119874,44.4,145783,41.1,152360,24.4
1,0,サービス,117728,43.6,3.6,20953,23.1,44063,30.2,68837,37.7,89506,40.7,125360,46.4,171735,48.5,301529,48.3
2,0,食料,82001,30.3,-1.2,47025,51.7,61990,42.5,70701,38.7,80281,36.5,87923,32.5,105603,29.8,120011,19.2
2,3,非耐久財,65053,24.1,-3.1,41786,46,53503,36.7,58247,31.9,64744,29.5,68329,25.3,84115,23.7,84420,13.5
2,4,サービス,16948,6.3,6.4,5239,5.8,8487,5.8,12453,6.8,15537,7.1,19594,7.3,21488,6.1,35590,5.7
2,0,住居,18667,6.9,28.1,2089,2.3,5233,3.6,11093,6.1,15389,7,12399,4.6,30159,8.5,53908,8.6
2,1,耐久財,3220,1.2,147.7,122,0.1,21,0,108,0.1,-,-,412,0.2,1033,0.3,20628,3.3
2,2,半耐久財,211,0.1,34.4,23,0,111,0.1,265,0.1,121,0.1,439,0.2,99,0,414,0.1
