項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,2769,-,2103,-,1902,-,1260,-,1967,-
0,0,0,0,0,調査世帯数,703,-,-,193,-,154,-,133,-,90,-,133,-
0,0,0,0,0,世帯人員,2.92,-,-,2.35,-,2.85,-,3.17,-,3.27,-,3.35,-
0,0,0,0,0,有業人員,1.31,-,-,0.68,-,1.16,-,1.54,-,1.71,-,1.87,-
0,0,0,0,0,世帯主平均年齢,60.8,-,-,71.1,-,63.9,-,55.6,-,52.5,-,53.6,-
0,0,0,0,0,平均年間収入(万円),708,-,-,294,-,493,-,688,-,881,-,1427,-
2,2,0,0,0,生計支出,330278,-,2.1,215960,-,297795,-,324592,-,397618,-,489760,-
2,3,0,0,0,消費支出,326563,100,1.3,215960,100,297795,100,324592,100,367045,100,489067,100
2,4,1,0,0,食料,87921,26.9,2.1,70196,32.5,81602,27.4,90836,28,94184,25.7,112601,23
2,5,1,1,0,穀類,6769,2.1,1.9,5964,2.8,6839,2.3,6790,2.1,7238,2,7496,1.5
2,6,1,1,1,米類,1867,0.6,-2.8,1703,0.8,2097,0.7,1827,0.6,1828,0.5,1923,0.4
2,6,1,1,2,パン,3042,0.9,5.5,2609,1.2,2860,1,3072,0.9,3461,0.9,3536,0.7
2,6,1,1,3,麺類,1388,0.4,2.5,1272,0.6,1412,0.5,1455,0.4,1433,0.4,1427,0.3
2,6,1,1,4,他の穀類,472,0.1,-3.1,379,0.2,470,0.2,436,0.1,516,0.1,609,0.1
2,5,1,2,0,魚介類,6282,1.9,-0.3,6511,3,6443,2.2,6078,1.9,5524,1.5,6462,1.3
2,6,1,2,1,生鮮魚介,3710,1.1,1.6,3751,1.7,3672,1.2,3617,1.1,3317,0.9,4033,0.8
2,6,1,2,2,塩干魚介,1072,0.3,-3.9,1160,0.5,1187,0.4,1000,0.3,940,0.3,982,0.2
2,6,1,2,3,魚肉練製品,597,0.2,-4.6,665,0.3,671,0.2,542,0.2,521,0.1,525,0.1
2,6,1,2,4,他の魚介加工品,902,0.3,-0.4,936,0.4,913,0.3,920,0.3,747,0.2,923,0.2
2,5,1,3,0,肉類,7693,2.4,-1.4,5911,2.7,7201,2.4,8105,2.5,8408,2.3,9857,2
2,6,1,3,1,生鮮肉,6264,1.9,-1.4,4723,2.2,5821,2,6572,2,6912,1.9,8184,1.7
2,6,1,3,2,加工肉,1429,0.4,-1.9,1188,0.6,1381,0.5,1533,0.5,1496,0.4,1673,0.3
2,5,1,4,0,乳卵類,4173,1.3,1.1,3528,1.6,4179,1.4,4186,1.3,4125,1.1,5087,1
2,6,1,4,1,牛乳,1348,0.4,4.4,1119,0.5,1392,0.5,1360,0.4,1326,0.4,1617,0.3
2,6,1,4,2,乳製品,2049,0.6,-1.3,1734,0.8,2018,0.7,1998,0.6,2055,0.6,2572,0.5
2,6,1,4,3,卵,777,0.2,2.2,676,0.3,768,0.3,829,0.3,743,0.2,898,0.2
2,5,1,5,0,野菜・海藻,10027,3.1,-5,9751,4.5,10195,3.4,9773,3,9459,2.6,10841,2.2
2,6,1,5,1,生鮮野菜,6910,2.1,-6.4,6619,3.1,6904,2.3,6868,2.1,6541,1.8,7593,1.6
2,6,1,5,2,乾物・海藻,783,0.2,0.8,772,0.4,820,0.3,729,0.2,724,0.2,850,0.2
2,6,1,5,3,大豆加工品,1135,0.3,-1.8,1086,0.5,1179,0.4,1092,0.3,1114,0.3,1217,0.2
2,6,1,5,4,他の野菜・海藻加工品,1199,0.4,-3.1,1274,0.6,1293,0.4,1084,0.3,1081,0.3,1182,0.2
2,5,1,6,0,果物,3469,1.1,0.9,3623,1.7,3536,1.2,3165,1,3036,0.8,3757,0.8
