項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4426,-,2579,-,2312,-,683,-
0,0,0,0,0,調査世帯数,699,-,307,-,178,-,166,-,48,-
0,0,0,0,0,世帯人員,2.94,-,2,-,3,-,4,-,5.2,-
0,0,0,0,0,有業人員,1.31,-,0.78,-,1.57,-,1.88,-,1.83,-
0,0,0,0,0,世帯主平均年齢,60.1,-,68.7,-,57,-,50.1,-,49.4,-
2,2,0,0,0,生計支出,358932,-,332191,-,371956,-,375598,-,426618,-
2,3,0,0,0,消費支出,358932,100,332191,100,371956,100,375598,100,426618,100
2,4,1,0,0,食料,105138,29.3,97229,29.3,106369,28.6,112160,29.9,127962,30
2,5,1,1,0,穀類,7426,2.1,6490,2,7422,2,8441,2.2,10076,2.4
2,6,1,1,1,米類,1483,0.4,1336,0.4,1375,0.4,1667,0.4,2224,0.5
2,6,1,1,2,パン,3119,0.9,2432,0.7,3287,0.9,3882,1,4360,1
2,6,1,1,3,麺類,1592,0.4,1376,0.4,1578,0.4,1864,0.5,2125,0.5
2,6,1,1,4,他の穀類,1231,0.3,1346,0.4,1181,0.3,1029,0.3,1368,0.3
2,5,1,2,0,魚介類,10071,2.8,11810,3.6,9482,2.5,8331,2.2,6919,1.6
2,6,1,2,1,生鮮魚介,5585,1.6,6377,1.9,5339,1.4,4898,1.3,3706,0.9
2,6,1,2,2,塩干魚介,1499,0.4,1848,0.6,1312,0.4,1128,0.3,1200,0.3
2,6,1,2,3,魚肉練製品,1530,0.4,1948,0.6,1370,0.4,1055,0.3,1043,0.2
2,6,1,2,4,他の魚介加工品,1456,0.4,1637,0.5,1461,0.4,1249,0.3,970,0.2
2,5,1,3,0,肉類,9941,2.8,8517,2.6,9503,2.6,11932,3.2,14082,3.3
2,6,1,3,1,生鮮肉,8347,2.3,7194,2.2,7940,2.1,9941,2.6,11970,2.8
2,6,1,3,2,加工肉,1593,0.4,1324,0.4,1563,0.4,1991,0.5,2111,0.5
2,5,1,4,0,乳卵類,4534,1.3,4042,1.2,4444,1.2,5112,1.4,6108,1.4
2,6,1,4,1,牛乳,1289,0.4,1102,0.3,1146,0.3,1539,0.4,2197,0.5
