項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,701,-,-,93,-,101,-,102,-,103,-,104,-,98,-,100,-
0,0,世帯人員,2.98,-,-,2.64,-,2.59,-,3.07,-,3.04,-,3.13,-,3.17,-,3.2,-
0,0,有業人員,1.31,-,-,1.14,-,1.07,-,1.28,-,1.29,-,1.34,-,1.52,-,1.52,-
0,0,世帯主平均年齢,60.2,-,-,66.4,-,64.5,-,62,-,56.8,-,57.9,-,55.8,-,58,-
0,0,消費支出,308260,-,-5.8,98329,-,153555,-,205042,-,250902,-,312972,-,392346,-,739096,-
0,0,公共的料金,84703,27.5,-16,27122,27.6,44270,28.8,56842,27.7,66884,26.7,83108,26.6,100648,25.7,212315,28.7
1,0,公共料金等,55772,18.1,-7.2,23128,23.5,36607,23.8,46841,22.8,53875,21.5,63826,20.4,77307,19.7,88455,12
1,1,米,2059,0.7,-0.7,906,0.9,1333,0.9,2229,1.1,1716,0.7,3140,1,3055,0.8,2046,0.3
1,1,食塩,31,0,-8.8,23,0,21,0,22,0,31,0,24,0,43,0,53,0
1,1,学校給食,1026,0.3,-19.1,133,0.1,441,0.3,1011,0.5,1046,0.4,1239,0.4,1694,0.4,1612,0.2
1,1,公営家賃,2863,0.9,-3.3,1962,2,3499,2.3,1351,0.7,3681,1.5,4448,1.4,4460,1.1,677,0.1
1,1,電気代,9528,3.1,-1.3,5997,6.1,7695,5,9109,4.4,9696,3.9,10425,3.3,11054,2.8,12678,1.7
1,1,都市ガス,3004,1,-14.8,2111,2.1,2487,1.6,3283,1.6,2884,1.1,3164,1,3372,0.9,3717,0.5
