項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,677,-,-,95,-,97,-,93,-,99,-,103,-,97,-,93,-
0,0,世帯人員,2.99,-,-,2.5,-,2.91,-,2.95,-,3.14,-,3.03,-,3.27,-,3.14,-
0,0,有業人員,1.32,-,-,0.96,-,1.26,-,1.12,-,1.52,-,1.2,-,1.53,-,1.6,-
0,0,世帯主平均年齢,60.2,-,-,66.6,-,62.7,-,61.2,-,57.3,-,59.4,-,55,-,59,-
0,0,消費支出,321895,-,2.4,96957,-,156260,-,205803,-,251201,-,321271,-,414296,-,801585,-
0,0,公共的料金,74191,23,-7.1,25244,26,39072,25,56792,27.6,65851,26.2,75422,23.5,105876,25.6,150251,18.7
1,0,公共料金等,53943,16.8,-3.5,21032,21.7,31482,20.1,44464,21.6,53608,21.3,56709,17.7,75373,18.2,94497,11.8
1,1,米,1803,0.6,1.3,1454,1.5,1480,0.9,1941,0.9,1984,0.8,1690,0.5,1938,0.5,2130,0.3
1,1,食塩,39,0,14.7,44,0,16,0,40,0,31,0,55,0,25,0,63,0
1,1,学校給食,1017,0.3,0.3,83,0.1,1015,0.6,533,0.3,1284,0.5,1501,0.5,1593,0.4,1107,0.1
1,1,公営家賃,2802,0.9,25.9,775,0.8,-,-,2428,1.2,4638,1.8,2465,0.8,1356,0.3,7859,1
1,1,電気代,8892,2.8,8.1,4725,4.9,6813,4.4,8949,4.3,8233,3.3,10436,3.2,10931,2.6,12141,1.5
1,1,都市ガス,4362,1.4,10.1,2387,2.5,3967,2.5,4689,2.3,4187,1.7,4629,1.4,5384,1.3,5289,0.7
