項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,580,-,1217,-,1719,-,1388,-,1889,-,1125,-,1201,-,880,-
0,0,0,0,0,調査世帯数,364,-,21,-,44,-,57,-,54,-,66,-,43,-,47,-,32,-
0,0,0,0,0,世帯人員,3.31,-,3.23,-,3.49,-,3.75,-,3.8,-,3.14,-,3.22,-,2.77,-,2.68,-
0,0,0,0,0,有業人員,1.68,-,1.23,-,1.55,-,1.63,-,1.68,-,1.56,-,1.88,-,2.02,-,1.76,-
0,0,0,0,0,世帯主平均年齢,49.8,-,30.4,-,37.2,-,42.2,-,46.9,-,52,-,56.7,-,61.7,-,69,-
1,0,0,0,0,受取,1831730,-,1705140,-,1945807,-,1809969,-,1902819,-,2108435,-,1834734,-,1797120,-,1137203,-
1,1,0,0,0,実収入,1189450,100,1171349,100,1168585,100,1329523,100,1263542,100,1332062,100,1177278,100,1150157,100,602812,100
1,2,0,0,0,経常収入,1169622,98.3,1114581,95.2,1130316,96.7,1305309,98.2,1251827,99.1,1322837,99.3,1153646,98,1138322,99,599811,99.5
1,3,0,0,0,勤め先収入,1116842,93.9,1081180,92.3,1120478,95.9,1299462,97.7,1228734,97.2,1307591,98.2,1106486,94,1014668,88.2,345322,57.3
1,4,0,0,0,世帯主収入,956069,80.4,940648,80.3,863125,73.9,1047415,78.8,1110000,87.8,1210143,90.8,959728,81.5,858450,74.6,256632,42.6
