項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,364,-,-,55,-,55,-,49,-,53,-,50,-,51,-,51,-
0,0,0,0,0,世帯人員,3.31,-,-,3.24,-,3.23,-,3.13,-,3.27,-,3.39,-,3.45,-,3.44,-
0,0,0,0,0,有業人員,1.68,-,-,1.59,-,1.64,-,1.65,-,1.64,-,1.77,-,1.65,-,1.81,-
0,0,0,0,0,世帯主平均年齢,49.8,-,-,56.3,-,52.1,-,50.3,-,47.4,-,44.9,-,49.3,-,48.2,-
1,0,0,0,0,受取,1831730,-,6.1,657545,-,820228,-,1110824,-,1639132,-,2136519,-,2520312,-,3900405,-
1,1,0,0,0,実収入,1189450,100,13,224245,100,397374,100,594266,100,969801,100,1358024,100,1840787,100,2913105,100
1,2,0,0,0,経常収入,1169622,98.3,13,216395,96.5,388462,97.8,576996,97.1,937073,96.6,1334051,98.2,1806766,98.2,2899315,99.5
1,3,0,0,0,勤め先収入,1116842,93.9,13.7,89669,40,316657,79.7,538213,90.6,892453,92,1306058,96.2,1782312,96.8,2863546,98.3
1,4,0,0,0,世帯主収入,956069,80.4,12.7,89005,39.7,290438,73.1,459468,77.3,760963,78.5,1049918,77.3,1612545,87.6,2406975,82.6
1,6,0,0,0,うち男,914691,76.9,11.8,61885,27.6,252353,63.5,408309,68.7,725424,74.8,1012686,74.6,1518562,82.5,2399876,82.4
1,5,0,0,0,定期収入,435203,36.6,9.2,88473,39.5,279699,70.4,413247,69.5,454584,46.9,492727,36.3,574619,31.2,737165,25.3
1,5,0,0,0,臨時収入,6445,0.5,20,-,-,3204,0.8,2686,0.5,4449,0.5,8770,0.6,14011,0.8,11896,0.4
1,5,0,0,0,賞与,514421,43.2,15.7,532,0.2,7535,1.9,43534,7.3,301930,31.1,548420,40.4,1023915,55.6,1657915,56.9
1,4,0,0,0,世帯主の配偶者の収入,144263,12.1,17.1,-,-,21405,5.4,51420,8.7,131490,13.6,250275,18.4,137270,7.5,412254,14.2
1,6,0,0,0,うち女,138643,11.7,12.5,-,-,21405,5.4,47624,8,131490,13.6,237358,17.5,137270,7.5,389904,13.4
1,4,0,0,0,他の世帯員収入,16510,1.4,53.2,665,0.3,4814,1.2,27325,4.6,-,-,5866,0.4,32497,1.8,44318,1.5
1,3,0,0,0,事業・内職収入,13186,1.1,45,27912,12.4,1404,0.4,4579,0.8,14362,1.5,14089,1,436,0,29122,1
1,4,0,0,0,家賃収入,4897,0.4,-19.1,5851,2.6,1404,0.4,2258,0.4,11958,1.2,12634,0.9,-,-,-,-
1,4,0,0,0,他の事業収入,3289,0.3,82.1,20759,9.3,-,-,2321,0.4,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,5000,0.4,304.2,1302,0.6,-,-,-,-,2404,0.2,1455,0.1,436,0,29122,1
1,3,0,0,0,他の経常収入,39594,3.3,-8.5,98813,44.1,70401,17.7,34204,5.8,30258,3.1,13903,1,24018,1.3,6647,0.2
1,4,0,0,0,財産収入,1907,0.2,-19.2,649,0.3,1439,0.4,-,-,3413,0.4,7042,0.5,250,0,483,0
1,4,0,0,0,社会保障給付,37650,3.2,-7.9,98164,43.8,68962,17.4,34204,5.8,26845,2.8,6862,0.5,23695,1.3,5980,0.2
1,5,0,0,0,公的年金給付,31928,2.7,2.4,96454,43,60507,15.2,31239,5.3,16019,1.7,2677,0.2,15692,0.9,2061,0.1
1,5,0,0,0,他の社会保障給付,5722,0.5,-41.1,1711,0.8,8455,2.1,2965,0.5,10826,1.1,4185,0.3,8002,0.4,3919,0.1
1,4,0,0,0,仕送り金,37,0,2.8,-,-,-,-,-,-,-,-,-,-,73,0,185,0
1,2,0,0,0,特別収入,19828,1.7,13.2,7850,3.5,8912,2.2,17270,2.9,32728,3.4,23973,1.8,34021,1.8,13790,0.5
1,3,0,0,0,受贈金,650,0.1,-46.9,877,0.4,668,0.2,26,0,781,0.1,132,0,523,0,1535,0.1
1,3,0,0,0,他の特別収入,19178,1.6,17.7,6973,3.1,8244,2.1,17244,2.9,31947,3.3,23842,1.8,33498,1.8,12255,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),543657,-,-7.7,359158,-,358834,-,351590,-,532315,-,688390,-,605167,-,902065,-
1,2,0,0,0,預貯金引出,401989,-,-13.3,252712,-,260557,-,260667,-,394689,-,539007,-,457847,-,642373,-
1,2,0,0,0,保険金,5561,-,-53.4,18167,-,3844,-,-,-,4459,-,5796,-,4066,-,2596,-
1,3,0,0,0,個人・企業年金保険金,5326,-,-54.6,18167,-,3844,-,-,-,4459,-,5796,-,4066,-,970,-
1,3,0,0,0,他の保険金,234,-,27.2,-,-,-,-,-,-,-,-,-,-,-,-,1627,-
1,2,0,0,0,有価証券売却,5056,-,175.1,-,-,-,-,-,-,-,-,-,-,-,-,35090,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,76,-,-85.6,-,-,-,-,-,-,-,-,-,-,-,-,526,-
1,2,0,0,0,分割払購入借入金,484,-,-71.2,126,-,-,-,786,-,-,-,229,-,65,-,2169,-
1,2,0,0,0,一括払購入借入金,128984,-,18.6,88153,-,94433,-,88756,-,131473,-,142979,-,142919,-,212559,-
1,2,0,0,0,土地家屋売却,930,-,...,-,-,-,-,-,-,-,-,-,-,-,-,6455,-
1,2,0,0,0,実収入以外の受取のその他,577,-,15.2,-,-,-,-,1381,-,1695,-,380,-,270,-,297,-
1,1,0,0,0,繰入金,98623,-,15.7,74142,-,64021,-,164968,-,137016,-,90105,-,74357,-,85235,-
2,0,0,0,0,支払,1831730,-,6.1,657545,-,820228,-,1110824,-,1639132,-,2136519,-,2520312,-,3900405,-
2,1,0,0,0,実支出,589374,-,-2.1,313669,-,349030,-,360913,-,504979,-,582286,-,753804,-,1251374,-
2,2,0,0,0,生計支出,361576,-,-10.3,286149,-,305147,-,286763,-,348929,-,364090,-,414964,-,522522,-
2,3,0,0,0,消費支出,361576,100,-10.3,286149,100,305147,100,286763,100,348929,100,364090,100,414964,100,522522,100
2,4,1,0,0,食料,104972,29,3.3,94698,33.1,103803,34,87935,30.7,103807,29.8,102986,28.3,116954,28.2,124402,23.8
2,5,1,1,0,穀類,7351,2,-4.4,6340,2.2,7394,2.4,6338,2.2,7200,2.1,8507,2.3,7823,1.9,7835,1.5
2,6,1,1,1,米類,1481,0.4,-16.5,1522,0.5,1773,0.6,1478,0.5,1537,0.4,2021,0.6,1213,0.3,830,0.2
2,6,1,1,2,パン,3343,0.9,6.3,2590,0.9,2979,1,2731,1,3211,0.9,3759,1,4025,1,4088,0.8
2,6,1,1,3,麺類,1548,0.4,-4.3,1440,0.5,1508,0.5,1299,0.5,1503,0.4,1840,0.5,1626,0.4,1617,0.3
2,6,1,1,4,他の穀類,978,0.3,-15.5,789,0.3,1134,0.4,830,0.3,949,0.3,887,0.2,959,0.2,1301,0.2
2,5,1,2,0,魚介類,7965,2.2,-3.6,9888,3.5,7966,2.6,7593,2.6,8489,2.4,5533,1.5,8345,2,7958,1.5
2,6,1,2,1,生鮮魚介,4560,1.3,2.4,5502,1.9,3985,1.3,4570,1.6,5002,1.4,3288,0.9,4844,1.2,4727,0.9
2,6,1,2,2,塩干魚介,1145,0.3,4.3,1710,0.6,1260,0.4,922,0.3,1183,0.3,825,0.2,1101,0.3,1023,0.2
