項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,372,-,-,49,-,55,-,53,-,54,-,55,-,56,-,50,-
0,0,世帯人員,3.23,-,-,3.02,-,2.76,-,3.11,-,3.27,-,3.43,-,3.51,-,3.48,-
0,0,有業人員,1.67,-,-,1.54,-,1.54,-,1.58,-,1.64,-,1.58,-,1.78,-,2.05,-
0,0,世帯主平均年齢,50.8,-,-,56.1,-,56.5,-,48.5,-,46.7,-,48.6,-,49.1,-,50.3,-
0,0,消費支出,357376,-,1.9,269873,-,267542,-,340490,-,318434,-,362039,-,401658,-,539162,-
0,0,公共的料金,103880,29.1,9.2,66430,24.6,94329,35.3,94712,27.8,98590,31,100365,27.7,99532,24.8,172717,32
1,0,公共料金等,65107,18.2,5.6,54339,20.1,64136,24,63420,18.6,59135,18.6,67181,18.6,63209,15.7,84084,15.6
1,1,米,1544,0.4,4.9,1689,0.6,1328,0.5,1269,0.4,1407,0.4,1632,0.5,1710,0.4,1767,0.3
1,1,食塩,23,0,4.5,16,0,52,0,11,0,2,0,42,0,26,0,15,0
1,1,学校給食,1504,0.4,12.9,1319,0.5,419,0.2,1487,0.4,1600,0.5,2649,0.7,2002,0.5,1045,0.2
1,1,公営家賃,4142,1.2,487.5,3972,1.5,11930,4.5,3087,0.9,1999,0.6,7989,2.2,-,-,-,-
1,1,電気代,10398,2.9,-11.2,8361,3.1,9195,3.4,11605,3.4,9356,2.9,11453,3.2,10584,2.6,12179,2.3
