項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,658,-,950,-,1557,-,1651,-,1688,-,1280,-,1059,-,1156,-
0,0,0,0,0,調査世帯数,360,-,24,-,35,-,57,-,61,-,60,-,45,-,39,-,40,-
0,0,0,0,0,世帯人員,3.3,-,3.28,-,3.79,-,3.64,-,3.62,-,3.36,-,3.27,-,2.82,-,2.45,-
0,0,0,0,0,有業人員,1.7,-,1.52,-,1.55,-,1.59,-,1.61,-,1.73,-,1.89,-,1.97,-,1.68,-
0,0,0,0,0,世帯主平均年齢,50.5,-,30.8,-,37.2,-,41.9,-,47.1,-,52.1,-,56.9,-,61.8,-,69.6,-
1,0,0,0,0,受取,1301276,-,1068383,-,1182927,-,1308076,-,1428763,-,1489569,-,1504397,-,1211628,-,894499,-
1,1,0,0,0,実収入,673468,100,609219,100,665020,100,691124,100,676597,100,785702,100,801068,100,604948,100,437105,100
1,2,0,0,0,経常収入,662685,98.4,599252,98.4,649409,97.7,684057,99,667794,98.7,776413,98.8,792931,99,579462,95.8,432128,98.9
1,3,0,0,0,勤め先収入,624865,92.8,574146,94.2,630722,94.8,664650,96.2,651728,96.3,759292,96.6,766347,95.7,530047,87.6,282688,64.7
1,4,0,0,0,世帯主収入,523034,77.7,462063,75.8,531260,79.9,564696,81.7,560568,82.9,660499,84.1,617546,77.1,424580,70.2,223108,51
1,6,0,0,0,うち男,497805,73.9,456082,74.9,518649,78,531564,76.9,531550,78.6,622151,79.2,586144,73.2,411559,68,212007,48.5
1,5,0,0,0,定期収入,420967,62.5,375574,61.6,438593,66,455731,65.9,443622,65.6,516493,65.7,479191,59.8,358471,59.3,210214,48.1
1,5,0,0,0,臨時収入,5651,0.8,4882,0.8,5370,0.8,6522,0.9,7253,1.1,5656,0.7,7273,0.9,4730,0.8,1787,0.4
1,5,0,0,0,賞与,96417,14.3,81607,13.4,87297,13.1,102443,14.8,109693,16.2,138351,17.6,131082,16.4,61379,10.1,11107,2.5
1,4,0,0,0,世帯主の配偶者の収入,88364,13.1,109043,17.9,99105,14.9,99953,14.5,90399,13.4,86070,11,119302,14.9,79711,13.2,20138,4.6
1,6,0,0,0,うち女,86739,12.9,109043,17.9,93673,14.1,99953,14.5,87800,13,85301,10.9,115569,14.4,79711,13.2,20138,4.6
1,4,0,0,0,他の世帯員収入,13466,2,3041,0.5,357,0.1,-,-,761,0.1,12723,1.6,29498,3.7,25756,4.3,39442,9
1,3,0,0,0,事業・内職収入,7518,1.1,1196,0.2,305,0,3168,0.5,3974,0.6,6301,0.8,14633,1.8,16945,2.8,12406,2.8
1,4,0,0,0,家賃収入,3398,0.5,-,-,304,0,409,0.1,3135,0.5,3193,0.4,3559,0.4,5980,1,8853,2
1,4,0,0,0,他の事業収入,2593,0.4,1196,0.2,1,0,1025,0.1,370,0.1,1917,0.2,10153,1.3,3648,0.6,2995,0.7
1,4,0,0,0,内職収入,1527,0.2,-,-,-,-,1735,0.3,470,0.1,1191,0.2,921,0.1,7317,1.2,557,0.1
1,3,0,0,0,他の経常収入,30302,4.5,23910,3.9,18382,2.8,16240,2.3,12092,1.8,10820,1.4,11952,1.5,32470,5.4,137035,31.4
1,4,0,0,0,財産収入,1543,0.2,-,-,4,0,279,0,320,0,3553,0.5,3400,0.4,2416,0.4,1397,0.3
1,4,0,0,0,社会保障給付,28658,4.3,23889,3.9,18378,2.8,15254,2.2,11772,1.7,7264,0.9,8551,1.1,30038,5,135632,31
1,5,0,0,0,公的年金給付,20220,3,-,-,947,0.1,1769,0.3,2645,0.4,4700,0.6,5358,0.7,22891,3.8,135291,31
1,5,0,0,0,他の社会保障給付,8438,1.3,23889,3.9,17431,2.6,13485,2,9127,1.3,2564,0.3,3193,0.4,7147,1.2,341,0.1
1,4,0,0,0,仕送り金,102,0,21,0,-,-,707,0.1,-,-,4,0,-,-,16,0,6,0
1,2,0,0,0,特別収入,10783,1.6,9967,1.6,15611,2.3,7067,1,8803,1.3,9288,1.2,8137,1,25486,4.2,4976,1.1
1,3,0,0,0,受贈金,2483,0.4,827,0.1,5498,0.8,1869,0.3,3240,0.5,3791,0.5,1839,0.2,338,0.1,970,0.2
1,3,0,0,0,他の特別収入,8300,1.2,9141,1.5,10113,1.5,5198,0.8,5564,0.8,5497,0.7,6298,0.8,25148,4.2,4007,0.9
1,1,0,0,0,実収入以外の受取(繰入金を除く),512442,-,386349,-,395150,-,549378,-,506170,-,600905,-,616413,-,520811,-,381127,-
1,2,0,0,0,預貯金引出,386430,-,283161,-,271497,-,424644,-,381724,-,469358,-,463428,-,383139,-,287434,-
1,2,0,0,0,保険金,8852,-,-,-,-,-,211,-,3719,-,14852,-,13766,-,16583,-,19395,-
1,3,0,0,0,個人・企業年金保険金,4836,-,-,-,-,-,211,-,24,-,676,-,9991,-,16583,-,13317,-
1,3,0,0,0,他の保険金,4016,-,-,-,-,-,-,-,3695,-,14176,-,3776,-,-,-,6077,-
1,2,0,0,0,有価証券売却,1468,-,-,-,3462,-,6095,-,-,-,-,-,467,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,144,-,-,-,169,-,-,-,380,-,187,-,193,-,-,-,97,-
1,2,0,0,0,分割払購入借入金,4529,-,461,-,794,-,714,-,1934,-,6034,-,10867,-,11121,-,1324,-
1,2,0,0,0,一括払購入借入金,110187,-,102519,-,119181,-,117331,-,118044,-,107089,-,126977,-,109948,-,72124,-
1,2,0,0,0,土地家屋売却,384,-,-,-,-,-,-,-,-,-,2506,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,448,-,209,-,45,-,384,-,368,-,880,-,715,-,20,-,754,-
1,1,0,0,0,繰入金,115365,-,72815,-,122758,-,67575,-,245997,-,102963,-,86915,-,85870,-,76268,-
2,0,0,0,0,支払,1301276,-,1068383,-,1182927,-,1308076,-,1428763,-,1489569,-,1504397,-,1211628,-,894499,-
2,1,0,0,0,実支出,501987,-,389211,-,425589,-,525812,-,497941,-,584122,-,592799,-,525587,-,357466,-
2,2,0,0,0,生計支出,368036,-,289350,-,305626,-,392532,-,362965,-,413621,-,417370,-,397944,-,290453,-
2,3,0,0,0,消費支出,360606,100,289350,100,305626,100,345447,100,362965,100,413621,100,417370,100,396258,100,290453,100
2,4,1,0,0,食料,90551,25.1,73628,25.4,78931,25.8,89415,25.9,93168,25.7,91970,22.2,99111,23.7,103854,26.2,83823,28.9
2,5,1,1,0,穀類,6925,1.9,5433,1.9,6214,2,6663,1.9,7358,2,7245,1.8,7542,1.8,7230,1.8,6631,2.3
2,6,1,1,1,米類,1832,0.5,1250,0.4,1582,0.5,1500,0.4,2022,0.6,2193,0.5,1968,0.5,1886,0.5,1840,0.6
2,6,1,1,2,パン,3186,0.9,2689,0.9,2885,0.9,3306,1,3172,0.9,3065,0.7,3537,0.8,3400,0.9,3118,1.1
2,6,1,1,3,麺類,1414,0.4,1117,0.4,1250,0.4,1379,0.4,1602,0.4,1445,0.3,1515,0.4,1480,0.4,1274,0.4
2,6,1,1,4,他の穀類,493,0.1,378,0.1,497,0.2,478,0.1,561,0.2,541,0.1,523,0.1,464,0.1,399,0.1
2,5,1,2,0,魚介類,5193,1.4,2662,0.9,3297,1.1,3830,1.1,4948,1.4,5366,1.3,6088,1.5,6928,1.7,7554,2.6
2,6,1,2,1,生鮮魚介,3121,0.9,1479,0.5,1890,0.6,2314,0.7,2923,0.8,3350,0.8,3775,0.9,4130,1,4460,1.5
2,6,1,2,2,塩干魚介,886,0.2,461,0.2,626,0.2,646,0.2,923,0.3,891,0.2,922,0.2,1122,0.3,1358,0.5
2,6,1,2,3,魚肉練製品,457,0.1,257,0.1,272,0.1,326,0.1,395,0.1,421,0.1,571,0.1,679,0.2,723,0.2
2,6,1,2,4,他の魚介加工品,729,0.2,465,0.2,510,0.2,545,0.2,708,0.2,704,0.2,819,0.2,997,0.3,1012,0.3
2,5,1,3,0,肉類,7951,2.2,4976,1.7,6300,2.1,7473,2.2,9114,2.5,8551,2.1,9805,2.3,7819,2,7123,2.5
2,6,1,3,1,生鮮肉,6499,1.8,4008,1.4,5157,1.7,6008,1.7,7539,2.1,7110,1.7,8021,1.9,6301,1.6,5757,2
2,6,1,3,2,加工肉,1453,0.4,968,0.3,1144,0.4,1465,0.4,1575,0.4,1441,0.3,1784,0.4,1518,0.4,1366,0.5
2,5,1,4,0,乳卵類,4109,1.1,3558,1.2,3621,1.2,4286,1.2,4135,1.1,4104,1,4503,1.1,4331,1.1,3863,1.3
