項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7861,-,990,-,884,-,266,-
0,0,0,0,0,調査世帯数,701,-,561,-,68,-,56,-,16,-
0,0,0,0,0,世帯人員,2.98,-,2.95,-,3.37,-,2.76,-,3.11,-
0,0,0,0,0,有業人員,1.31,-,1.3,-,1.63,-,1.04,-,1.21,-
0,0,0,0,0,世帯主平均年齢,60.2,-,61.9,-,46.9,-,65.7,-,41.7,-
2,2,0,0,0,生計支出,308260,-,316973,-,311448,-,213336,-,354270,-
2,3,0,0,0,消費支出,308260,100,316973,100,311448,100,213336,100,354270,100
2,4,1,0,0,食料,87126,28.3,89156,28.1,85941,27.6,69910,32.8,88749,25.1
2,5,1,1,0,穀類,7012,2.3,7086,2.2,7205,2.3,6439,3,5982,1.7
2,6,1,1,1,米類,1963,0.6,1938,0.6,2123,0.7,2055,1,1822,0.5
2,6,1,1,2,パン,3172,1,3289,1,2989,1,2537,1.2,2496,0.7
2,6,1,1,3,麺類,1457,0.5,1422,0.4,1713,0.6,1548,0.7,1247,0.4
2,6,1,1,4,他の穀類,419,0.1,437,0.1,380,0.1,298,0.1,417,0.1
2,5,1,2,0,魚介類,5997,1.9,6299,2,4101,1.3,5522,2.6,5721,1.6
2,6,1,2,1,生鮮魚介,3542,1.1,3780,1.2,2101,0.7,3092,1.4,3388,1
2,6,1,2,2,塩干魚介,949,0.3,975,0.3,750,0.2,991,0.5,787,0.2
2,6,1,2,3,魚肉練製品,595,0.2,598,0.2,436,0.1,814,0.4,388,0.1
2,6,1,2,4,他の魚介加工品,911,0.3,946,0.3,814,0.3,626,0.3,1159,0.3
2,5,1,3,0,肉類,7727,2.5,8013,2.5,6597,2.1,6085,2.9,8920,2.5
2,6,1,3,1,生鮮肉,6280,2,6540,2.1,5175,1.7,4756,2.2,7745,2.2
2,6,1,3,2,加工肉,1447,0.5,1473,0.5,1422,0.5,1329,0.6,1176,0.3
2,5,1,4,0,乳卵類,4423,1.4,4655,1.5,3398,1.1,3397,1.6,4784,1.4
2,6,1,4,1,牛乳,1494,0.5,1606,0.5,1056,0.3,935,0.4,1679,0.5
2,6,1,4,2,乳製品,2082,0.7,2187,0.7,1682,0.5,1651,0.8,1904,0.5
2,6,1,4,3,卵,847,0.3,862,0.3,659,0.2,811,0.4,1201,0.3
2,5,1,5,0,野菜・海藻,10220,3.3,10586,3.3,8308,2.7,8686,4.1,11602,3.3
2,6,1,5,1,生鮮野菜,7104,2.3,7371,2.3,5637,1.8,5784,2.7,9082,2.6
2,6,1,5,2,乾物・海藻,736,0.2,737,0.2,872,0.3,522,0.2,906,0.3
2,6,1,5,3,大豆加工品,1178,0.4,1227,0.4,892,0.3,1128,0.5,957,0.3
2,6,1,5,4,他の野菜・海藻加工品,1202,0.4,1251,0.4,907,0.3,1252,0.6,657,0.2
2,5,1,6,0,果物,3638,1.2,3899,1.2,2188,0.7,2821,1.3,4023,1.1
2,6,1,6,1,生鮮果物,3312,1.1,3541,1.1,2052,0.7,2612,1.2,3552,1
2,6,1,6,2,果物加工品,326,0.1,359,0.1,136,0,208,0.1,471,0.1
2,5,1,7,0,油脂・調味料,3751,1.2,3912,1.2,3136,1,3143,1.5,3288,0.9
2,6,1,7,1,油脂,405,0.1,425,0.1,361,0.1,285,0.1,403,0.1
2,6,1,7,2,調味料,3345,1.1,3487,1.1,2775,0.9,2858,1.3,2885,0.8
2,5,1,8,0,菓子類,6343,2.1,6486,2,6790,2.2,4073,1.9,8002,2.3
2,5,1,9,0,調理食品,12254,4,12581,4,12072,3.9,10333,4.8,9628,2.7
2,6,1,9,1,主食的調理食品,5019,1.6,5138,1.6,4836,1.6,4348,2,4421,1.2
2,6,1,9,2,他の調理食品,7235,2.3,7443,2.3,7236,2.3,5986,2.8,5206,1.5
2,5,1,10,0,飲料,4990,1.6,4957,1.6,5950,1.9,4408,2.1,4317,1.2
2,6,1,10,1,茶類,1295,0.4,1321,0.4,1352,0.4,1183,0.6,692,0.2
2,6,1,10,2,コーヒー・ココア,886,0.3,872,0.3,1187,0.4,737,0.3,655,0.2
2,6,1,10,3,他の飲料,2809,0.9,2764,0.9,3411,1.1,2488,1.2,2970,0.8
2,5,1,11,0,酒類,3237,1.1,3160,1,3859,1.2,3369,1.6,2775,0.8
2,5,1,12,0,外食,17535,5.7,17520,5.5,22336,7.2,11634,5.5,19707,5.6
2,6,1,12,1,一般外食,16509,5.4,16516,5.2,21138,6.8,10618,5,18665,5.3
2,6,1,12,2,学校給食,1026,0.3,1005,0.3,1198,0.4,1015,0.5,1042,0.3
2,4,2,0,0,住居,18269,5.9,8936,2.8,75094,24.1,32947,15.4,33816,9.5
2,5,2,1,0,家賃地代,11540,3.7,495,0.2,74770,24,32403,15.2,33327,9.4
2,5,2,2,0,設備修繕・維持,6728,2.2,8441,2.7,323,0.1,545,0.3,488,0.1
2,6,2,2,1,設備材料,3054,1,3799,1.2,243,0.1,484,0.2,30,0
2,6,2,2,2,工事その他のサービス,3674,1.2,4642,1.5,80,0,61,0,458,0.1
2,4,3,0,0,光熱・水道,18062,5.9,18455,5.8,16696,5.4,16097,7.5,18034,5.1
2,5,3,1,0,電気代,9528,3.1,9867,3.1,8551,2.7,7834,3.7,8771,2.5
2,5,3,2,0,ガス代,3217,1,3296,1,3081,1,2869,1.3,2558,0.7
2,5,3,3,0,他の光熱,188,0.1,105,0,102,0,1047,0.5,114,0
2,5,3,4,0,上下水道料,5128,1.7,5187,1.6,4962,1.6,4346,2,6591,1.9
2,4,4,0,0,家具・家事用品,12522,4.1,13841,4.4,6676,2.1,8918,4.2,7279,2.1
2,5,4,1,0,家庭用耐久財,4444,1.4,5117,1.6,414,0.1,4309,2,-,-
2,6,4,1,1,家事用耐久財,2023,0.7,2421,0.8,109,0,1241,0.6,-,-
2,6,4,1,2,冷暖房用器具,1582,0.5,1857,0.6,269,0.1,1087,0.5,-,-
2,6,4,1,3,一般家具,839,0.3,840,0.3,36,0,1981,0.9,-,-
2,5,4,2,0,室内装備・装飾品,656,0.2,706,0.2,184,0.1,422,0.2,1698,0.5
2,5,4,3,0,寝具類,1529,0.5,1815,0.6,777,0.2,231,0.1,184,0.1
2,5,4,4,0,家事雑貨,2429,0.8,2503,0.8,2432,0.8,1572,0.7,3071,0.9
2,5,4,5,0,家事用消耗品,2569,0.8,2628,0.8,2536,0.8,2195,1,2200,0.6
2,5,4,6,0,家事サービス,895,0.3,1071,0.3,333,0.1,188,0.1,126,0
2,4,5,0,0,被服及び履物,14848,4.8,15961,5,14718,4.7,4099,1.9,18136,5.1
2,5,5,1,0,和服,645,0.2,820,0.3,-,-,-,-,-,-
2,5,5,2,0,洋服,6549,2.1,6903,2.2,7971,2.6,1639,0.8,7123,2
2,6,5,2,1,男子用洋服,2209,0.7,2561,0.8,1479,0.5,372,0.2,603,0.2
2,6,5,2,2,婦人用洋服,3589,1.2,3750,1.2,4288,1.4,1027,0.5,4720,1.3
2,6,5,2,3,子供用洋服,752,0.2,591,0.2,2204,0.7,241,0.1,1800,0.5
2,5,5,3,0,シャツ・セーター類,2464,0.8,2600,0.8,2307,0.7,773,0.4,4666,1.3
2,6,5,3,1,男子用シャツ・セーター類,763,0.2,843,0.3,559,0.2,112,0.1,1329,0.4
2,6,5,3,2,婦人用シャツ・セーター類,1456,0.5,1669,0.5,991,0.3,384,0.2,455,0.1
2,6,5,3,3,子供用シャツ・セーター類,245,0.1,88,0,757,0.2,277,0.1,2883,0.8
2,5,5,4,0,下着類,970,0.3,1023,0.3,867,0.3,493,0.2,1378,0.4
2,6,5,4,1,男子用下着類,240,0.1,253,0.1,235,0.1,178,0.1,78,0
2,6,5,4,2,婦人用下着類,549,0.2,638,0.2,243,0.1,145,0.1,409,0.1
2,6,5,4,3,子供用下着類,182,0.1,133,0,388,0.1,170,0.1,891,0.3
2,5,5,5,0,生地・糸類,117,0,136,0,69,0,11,0,72,0
2,5,5,6,0,他の被服,1256,0.4,1372,0.4,1216,0.4,411,0.2,786,0.2
2,5,5,7,0,履物類,1849,0.6,1925,0.6,2075,0.7,706,0.3,2534,0.7
2,5,5,8,0,被服関連サービス,997,0.3,1181,0.4,214,0.1,66,0,1576,0.4
2,4,6,0,0,保健医療,15335,5,15830,5,14042,4.5,13654,6.4,11111,3.1
2,5,6,1,0,医薬品,2560,0.8,2623,0.8,2106,0.7,2852,1.3,1421,0.4
2,5,6,2,0,健康保持用摂取品,1186,0.4,1400,0.4,240,0.1,430,0.2,884,0.2
2,5,6,3,0,保健医療用品・器具,2200,0.7,2243,0.7,2341,0.8,1554,0.7,2571,0.7
2,5,6,4,0,保健医療サービス,9389,3,9564,3,9355,3,8819,4.1,6236,1.8
2,4,7,0,0,交通・通信,31716,10.3,32543,10.3,32583,10.5,18607,8.7,47595,13.4
2,5,7,1,0,交通,8658,2.8,8814,2.8,9770,3.1,2993,1.4,18756,5.3
2,5,7,2,0,自動車等関係費,10474,3.4,11302,3.6,7588,2.4,4942,2.3,15114,4.3
2,6,7,2,1,自動車等購入,1427,0.5,1815,0.6,-,-,-,-,-,-
2,6,7,2,2,自転車購入,192,0.1,245,0.1,-,-,-,-,-,-
2,6,7,2,3,自動車等維持,8855,2.9,9242,2.9,7588,2.4,4942,2.3,15114,4.3
2,5,7,3,0,通信,12584,4.1,12427,3.9,15225,4.9,10672,5,13725,3.9
2,4,8,0,0,教育,22333,7.2,24844,7.8,8190,2.6,5365,2.5,57160,16.1
2,5,8,1,0,授業料等,17961,5.8,19965,6.3,3815,1.2,4575,2.1,55873,15.8
2,5,8,2,0,教科書・学習参考教材,122,0,90,0,520,0.2,-,-,-,-
2,5,8,3,0,補習教育,4250,1.4,4789,1.5,3856,1.2,790,0.4,1287,0.4
2,4,9,0,0,教養娯楽,34828,11.3,38526,12.2,22178,7.1,15748,7.4,36002,10.2
2,5,9,1,0,教養娯楽用耐久財,2186,0.7,2640,0.8,741,0.2,306,0.1,373,0.1
2,5,9,2,0,教養娯楽用品,6970,2.3,7592,2.4,4838,1.6,3695,1.7,7406,2.1
2,5,9,3,0,書籍・他の印刷物,4007,1.3,4301,1.4,2204,0.7,3138,1.5,4902,1.4
2,5,9,4,0,教養娯楽サービス,21666,7,23993,7.6,14395,4.6,8610,4,23322,6.6
2,6,9,4,1,宿泊料,1689,0.5,1718,0.5,2042,0.7,844,0.4,2326,0.7
2,6,9,4,2,パック旅行費,4155,1.3,5204,1.6,96,0,604,0.3,54,0
2,6,9,4,3,月謝類,4304,1.4,4698,1.5,3235,1,1994,0.9,4341,1.2
2,6,9,4,4,他の教養娯楽サービス,11518,3.7,12374,3.9,9022,2.9,5167,2.4,16600,4.7
2,4,10,0,0,その他の消費支出,53222,17.3,58881,18.6,35329,11.3,27991,13.1,36388,10.3
2,5,10,1,0,諸雑費,26402,8.6,29010,9.2,18521,5.9,13690,6.4,20866,5.9
2,6,10,1,1,理美容サービス,3457,1.1,3766,1.2,3070,1,1421,0.7,2534,0.7
2,6,10,1,2,理美容用品,4152,1.3,4460,1.4,3570,1.1,1963,0.9,4496,1.3
2,6,10,1,3,身の回り用品,1877,0.6,1954,0.6,2224,0.7,252,0.1,3727,1.1
2,6,10,1,4,たばこ,873,0.3,660,0.2,2193,0.7,1550,0.7,-,-
2,6,10,1,5,他の諸雑費,16043,5.2,18172,5.7,7464,2.4,8505,4,10109,2.9
2,5,10,2,0,こづかい,7161,2.3,8149,2.6,4506,1.4,3111,1.5,1279,0.4
2,5,10,3,0,交際費,14601,4.7,15902,5,8652,2.8,9800,4.6,14242,4
2,6,10,3,0,食料,3060,1,3407,1.1,1848,0.6,1926,0.9,1071,0.3
2,6,10,3,0,家具・家事用品,94,0,113,0,54,0,-,-,-,-
2,6,10,3,0,被服及び履物,498,0.2,503,0.2,63,0,919,0.4,591,0.2
2,6,10,3,0,教養娯楽,981,0.3,1149,0.4,62,0,62,0,2497,0.7
2,6,10,3,0,他の物品サービス,364,0.1,438,0.1,202,0.1,-,-,-,-
2,6,10,3,6,贈与金,6135,2,6484,2,4039,1.3,5375,2.5,6147,1.7
2,6,10,3,7,他の交際費,3468,1.1,3808,1.2,2384,0.8,1517,0.7,3937,1.1
2,5,10,4,0,仕送り金,5059,1.6,5820,1.8,3649,1.2,1390,0.7,-,-
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,25607,8.3,27972,8.8,14383,4.6,6790,3.2,60042,16.9
2,3,0,0,0,（再掲）教養娯楽関係費,39201,12.7,43232,13.6,25666,8.2,16395,7.7,46213,13
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,11194,3.6,12304,3.9,7689,2.5,6765,3.2,6147,1.7
2,3,0,0,0,（再掲）経常消費支出,214631,69.6,210449,66.4,267786,86,180513,84.6,253751,71.6
2,3,0,0,0,（再掲）情報通信関係費,16174,5.2,16370,5.2,14715,4.7,14093,6.6,22711,6.4
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,277371,90,293918,92.7,228665,73.4,173624,81.4,314307,88.7
,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年10月,,,,,,,,,,,,,,,
第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,
注1）「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,
項目階層（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,
