項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8353,-,2843,-,1849,-,7157,-,6503,-,1647,-
0,0,0,0,0,調査世帯数,235,-,-,201,-,61,-,41,-,174,-,160,-,34,-
0,0,0,0,0,世帯人員,2.36,-,-,2.38,-,2.18,-,2.15,-,2.43,-,2.45,-,2.26,-
0,0,0,0,0,有業人員,0.48,-,-,0.52,-,0.35,-,0.46,-,0.54,-,0.54,-,0.29,-
0,0,0,0,0,世帯主平均年齢,74.3,-,-,74.8,-,73.2,-,75.3,-,74.8,-,74.7,-,71.9,-
1,0,0,0,0,受取,808130,-,-4.7,860209,-,414283,-,447233,-,964566,-,977640,-,544082,-
1,1,0,0,0,実収入,384263,100,-3.9,402859,100,191023,100,193891,100,461017,100,462280,100,289976,100
1,2,0,0,0,経常収入,380994,99.1,-3.8,399056,99.1,190605,99.8,193416,99.8,456617,99,457530,99,289422,99.8
1,3,0,0,0,勤め先収入,27655,7.2,57.9,29034,7.2,6883,3.6,7856,4.1,35905,7.8,35056,7.6,20659,7.1
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,8778,2.3,-9.9,9455,2.3,2139,1.1,3289,1.7,11414,2.5,11208,2.4,5343,1.8
1,6,0,0,0,うち女,8778,2.3,-9.9,9455,2.3,2139,1.1,3289,1.7,11414,2.5,11208,2.4,5343,1.8
1,4,0,0,0,他の世帯員収入,18877,4.9,143,19579,4.9,4744,2.5,4568,2.4,24491,5.3,23848,5.2,15316,5.3
1,3,0,0,0,事業・内職収入,6306,1.6,83.8,6881,1.7,5482,2.9,8428,4.3,6633,1.4,6441,1.4,3393,1.2
1,4,0,0,0,家賃収入,2743,0.7,26.5,3283,0.8,-,-,-,-,3832,0.8,4217,0.9,-,-
1,4,0,0,0,他の事業収入,254,0.1,361.8,169,0,-,-,-,-,355,0.1,217,0,687,0.2
1,4,0,0,0,内職収入,3309,0.9,174.2,3429,0.9,5482,2.9,8428,4.3,2446,0.5,2007,0.4,2705,0.9
1,3,0,0,0,他の経常収入,347034,90.3,-7.5,363140,90.1,178239,93.3,177132,91.4,414079,89.8,416032,90,265370,91.5
1,4,0,0,0,財産収入,1026,0.3,-78,1085,0.3,-,-,-,-,1434,0.3,1394,0.3,726,0.3
1,4,0,0,0,社会保障給付,344601,89.7,-6.3,361139,89.6,178239,93.3,177132,91.4,410680,89.1,413462,89.4,260749,89.9
1,5,0,0,0,公的年金給付,342895,89.2,-6.3,361139,89.6,173021,90.6,177132,91.4,410370,89,413462,89.4,250397,86.4
1,5,0,0,0,他の社会保障給付,1705,0.4,-5.9,-,-,5218,2.7,-,-,310,0.1,-,-,10352,3.6
1,4,0,0,0,仕送り金,1407,0.4,-51.3,916,0.2,-,-,-,-,1965,0.4,1176,0.3,3895,1.3
1,2,0,0,0,特別収入,3268,0.9,-12,3804,0.9,418,0.2,475,0.2,4400,1,4750,1,554,0.2
1,3,0,0,0,受贈金,411,0.1,-23.6,461,0.1,141,0.1,78,0,518,0.1,570,0.1,155,0.1
1,3,0,0,0,他の特別収入,2858,0.7,-10,3343,0.8,278,0.1,397,0.2,3882,0.8,4180,0.9,399,0.1
