項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,703,-,-,95,-,105,-,103,-,101,-,100,-,104,-,95,-
0,0,0,0,0,世帯人員,2.92,-,-,2.31,-,2.4,-,2.79,-,3.15,-,3.16,-,3.34,-,3.33,-
0,0,0,0,0,有業人員,1.31,-,-,0.64,-,0.74,-,1.07,-,1.45,-,1.61,-,1.76,-,1.88,-
0,0,0,0,0,世帯主平均年齢,60.8,-,-,70.4,-,71.6,-,65.4,-,58.8,-,53.5,-,52.4,-,53.9,-
0,0,0,0,0,平均年間収入(万円),708,-,-,237,-,358,-,468,-,608,-,753,-,963,-,1565,-
2,2,0,0,0,生計支出,330278,-,2.1,186670,-,247000,-,303563,-,312795,-,326382,-,425945,-,509300,-
2,3,0,0,0,消費支出,326563,100,1.3,186670,100,247000,100,303563,100,312795,100,326382,100,400778,100,508359,100
2,4,1,0,0,食料,87921,26.9,2.1,63271,33.9,77117,31.2,81835,27,87933,28.1,91054,27.9,98936,24.7,115061,22.6
2,5,1,1,0,穀類,6769,2.1,1.9,5675,3,6298,2.5,6921,2.3,6710,2.1,6898,2.1,7158,1.8,7712,1.5
2,6,1,1,1,米類,1867,0.6,-2.8,1633,0.9,1799,0.7,2172,0.7,1901,0.6,1762,0.5,1929,0.5,1877,0.4
2,6,1,1,2,パン,3042,0.9,5.5,2464,1.3,2741,1.1,2853,0.9,2964,0.9,3235,1,3272,0.8,3760,0.7
2,6,1,1,3,麺類,1388,0.4,2.5,1238,0.7,1333,0.5,1411,0.5,1424,0.5,1475,0.5,1384,0.3,1452,0.3
2,6,1,1,4,他の穀類,472,0.1,-3.1,340,0.2,426,0.2,485,0.2,421,0.1,427,0.1,574,0.1,623,0.1
2,5,1,2,0,魚介類,6282,1.9,-0.3,5978,3.2,7096,2.9,6513,2.1,6235,2,5685,1.7,5783,1.4,6648,1.3
2,6,1,2,1,生鮮魚介,3710,1.1,1.6,3508,1.9,4033,1.6,3605,1.2,3698,1.2,3436,1.1,3517,0.9,4158,0.8
2,6,1,2,2,塩干魚介,1072,0.3,-3.9,1062,0.6,1268,0.5,1254,0.4,1002,0.3,978,0.3,928,0.2,1011,0.2
2,6,1,2,3,魚肉練製品,597,0.2,-4.6,589,0.3,735,0.3,705,0.2,585,0.2,517,0.2,468,0.1,571,0.1
2,6,1,2,4,他の魚介加工品,902,0.3,-0.4,819,0.4,1060,0.4,949,0.3,949,0.3,755,0.2,870,0.2,909,0.2
2,5,1,3,0,肉類,7693,2.4,-1.4,5339,2.9,6548,2.7,7116,2.3,7917,2.5,8051,2.5,8696,2.2,10144,2
2,6,1,3,1,生鮮肉,6264,1.9,-1.4,4263,2.3,5249,2.1,5723,1.9,6474,2.1,6514,2,7195,1.8,8395,1.7
2,6,1,3,2,加工肉,1429,0.4,-1.9,1076,0.6,1299,0.5,1393,0.5,1443,0.5,1537,0.5,1501,0.4,1748,0.3
2,5,1,4,0,乳卵類,4173,1.3,1.1,3003,1.6,4063,1.6,4164,1.4,4384,1.4,4086,1.3,4225,1.1,5278,1
2,6,1,4,1,牛乳,1348,0.4,4.4,906,0.5,1337,0.5,1375,0.5,1500,0.5,1351,0.4,1333,0.3,1629,0.3
2,6,1,4,2,乳製品,2049,0.6,-1.3,1447,0.8,2029,0.8,2013,0.7,2061,0.7,1937,0.6,2123,0.5,2725,0.5
2,6,1,4,3,卵,777,0.2,2.2,649,0.3,697,0.3,775,0.3,823,0.3,798,0.2,769,0.2,924,0.2
2,5,1,5,0,野菜・海藻,10027,3.1,-5,8721,4.7,10764,4.4,10599,3.5,9944,3.2,9344,2.9,9772,2.4,11034,2.2
2,6,1,5,1,生鮮野菜,6910,2.1,-6.4,5924,3.2,7298,3,7174,2.4,6922,2.2,6493,2,6821,1.7,7735,1.5
2,6,1,5,2,乾物・海藻,783,0.2,0.8,681,0.4,869,0.4,884,0.3,732,0.2,665,0.2,786,0.2,861,0.2
2,6,1,5,3,大豆加工品,1135,0.3,-1.8,960,0.5,1205,0.5,1219,0.4,1103,0.4,1115,0.3,1129,0.3,1210,0.2
2,6,1,5,4,他の野菜・海藻加工品,1199,0.4,-3.1,1156,0.6,1392,0.6,1321,0.4,1187,0.4,1071,0.3,1036,0.3,1228,0.2
2,5,1,6,0,果物,3469,1.1,0.9,3212,1.7,4005,1.6,3791,1.2,3307,1.1,2900,0.9,3233,0.8,3834,0.8
2,6,1,6,1,生鮮果物,3102,0.9,0.4,2904,1.6,3625,1.5,3388,1.1,2976,1,2573,0.8,2838,0.7,3411,0.7
2,6,1,6,2,果物加工品,367,0.1,5.8,308,0.2,381,0.2,404,0.1,331,0.1,326,0.1,394,0.1,423,0.1
2,5,1,7,0,油脂・調味料,3637,1.1,0,2831,1.5,3543,1.4,3701,1.2,3718,1.2,3646,1.1,3819,1,4184,0.8
2,6,1,7,1,油脂,379,0.1,1.3,306,0.2,401,0.2,395,0.1,409,0.1,329,0.1,387,0.1,427,0.1
2,6,1,7,2,調味料,3258,1,-0.2,2525,1.4,3142,1.3,3306,1.1,3309,1.1,3317,1,3433,0.9,3757,0.7
2,5,1,8,0,菓子類,6500,2,6.2,4544,2.4,5645,2.3,6043,2,6771,2.2,6846,2.1,7465,1.9,8161,1.6
2,5,1,9,0,調理食品,12166,3.7,4.4,10397,5.6,11726,4.7,11584,3.8,12335,3.9,12621,3.9,12526,3.1,13931,2.7
2,6,1,9,1,主食的調理食品,5144,1.6,4.8,4422,2.4,5043,2,4852,1.6,5230,1.7,5442,1.7,5091,1.3,5927,1.2
2,6,1,9,2,他の調理食品,7021,2.1,4.1,5975,3.2,6683,2.7,6732,2.2,7104,2.3,7179,2.2,7436,1.9,8003,1.6
2,5,1,10,0,飲料,4973,1.5,1.6,3482,1.9,4501,1.8,4713,1.6,5040,1.6,5273,1.6,5493,1.4,6319,1.2
2,6,1,10,1,茶類,1240,0.4,-1.2,850,0.5,1420,0.6,1202,0.4,1097,0.4,1307,0.4,1288,0.3,1512,0.3
2,6,1,10,2,コーヒー・ココア,947,0.3,-2,705,0.4,751,0.3,918,0.3,922,0.3,994,0.3,1054,0.3,1283,0.3
2,6,1,10,3,他の飲料,2786,0.9,4.2,1926,1,2330,0.9,2593,0.9,3020,1,2972,0.9,3151,0.8,3523,0.7
2,5,1,11,0,酒類,3575,1.1,11,2604,1.4,2882,1.2,3578,1.2,3366,1.1,3919,1.2,4351,1.1,4320,0.8
2,5,1,12,0,外食,18658,5.7,5.3,7485,4,10047,4.1,13112,4.3,18206,5.8,21784,6.7,26415,6.6,33496,6.6
2,6,1,12,1,一般外食,17845,5.5,5.8,7319,3.9,9963,4,12515,4.1,17335,5.5,20493,6.3,24895,6.2,32347,6.4
2,6,1,12,2,学校給食,812,0.2,-3.7,166,0.1,85,0,598,0.2,871,0.3,1291,0.4,1520,0.4,1149,0.2
2,4,2,0,0,住居,23613,7.2,-1.4,11987,6.4,19710,8,37257,12.3,21951,7,21421,6.6,26127,6.5,26548,5.2
2,5,2,1,0,家賃地代,13606,4.2,-8,8189,4.4,9098,3.7,16581,5.5,14167,4.5,16682,5.1,17693,4.4,12863,2.5
2,5,2,2,0,設備修繕・維持,10008,3.1,9.2,3798,2,10612,4.3,20676,6.8,7784,2.5,4740,1.5,8433,2.1,13685,2.7
2,6,2,2,1,設備材料,3181,1,19.9,366,0.2,3183,1.3,7555,2.5,3552,1.1,2518,0.8,1545,0.4,3441,0.7
2,6,2,2,2,工事その他のサービス,6827,2.1,4.9,3433,1.8,7429,3,13121,4.3,4231,1.4,2222,0.7,6889,1.7,10243,2
2,4,3,0,0,光熱・水道,21274,6.5,-0.5,16811,9,21091,8.5,20760,6.8,21316,6.8,22371,6.9,22450,5.6,24181,4.8
2,5,3,1,0,電気代,10138,3.1,0.2,8149,4.4,9731,3.9,9857,3.2,10664,3.4,10585,3.2,10368,2.6,11653,2.3
2,5,3,2,0,ガス代,5887,1.8,2.1,4554,2.4,6116,2.5,5738,1.9,5417,1.7,6246,1.9,6384,1.6,6771,1.3
2,5,3,3,0,他の光熱,335,0.1,8.8,545,0.3,619,0.3,403,0.1,285,0.1,136,0,191,0,163,0
2,5,3,4,0,上下水道料,4914,1.5,-5.3,3563,1.9,4625,1.9,4763,1.6,4949,1.6,5403,1.7,5508,1.4,5594,1.1
2,4,4,0,0,家具・家事用品,12296,3.8,14.7,7161,3.8,11251,4.6,12152,4,11249,3.6,12320,3.8,13050,3.3,18891,3.7
2,5,4,1,0,家庭用耐久財,4141,1.3,20.7,2077,1.1,5175,2.1,4583,1.5,3016,1,4107,1.3,3238,0.8,6827,1.3
2,6,4,1,1,家事用耐久財,2205,0.7,30.9,1369,0.7,2295,0.9,2891,1,1564,0.5,1776,0.5,1402,0.3,4147,0.8
2,6,4,1,2,冷暖房用器具,1285,0.4,2.4,678,0.4,2442,1,1201,0.4,1139,0.4,1547,0.5,1041,0.3,958,0.2
2,6,4,1,3,一般家具,651,0.2,32.6,29,0,438,0.2,491,0.2,313,0.1,784,0.2,795,0.2,1722,0.3
2,5,4,2,0,室内装備・装飾品,798,0.2,38.5,264,0.1,432,0.2,978,0.3,555,0.2,750,0.2,883,0.2,1694,0.3
2,5,4,3,0,寝具類,980,0.3,25,640,0.3,564,0.2,867,0.3,1272,0.4,969,0.3,1239,0.3,1307,0.3
2,5,4,4,0,家事雑貨,2499,0.8,8.5,1471,0.8,1739,0.7,2144,0.7,2414,0.8,2700,0.8,3354,0.8,3666,0.7
2,5,4,5,0,家事用消耗品,3010,0.9,7.3,2170,1.2,2614,1.1,2965,1,3048,1,3282,1,3330,0.8,3669,0.7
2,5,4,6,0,家事サービス,869,0.3,5.6,539,0.3,728,0.3,617,0.2,943,0.3,512,0.2,1005,0.3,1728,0.3
2,4,5,0,0,被服及び履物,14047,4.3,2.9,4785,2.6,7237,2.9,10726,3.5,14154,4.5,15286,4.7,20117,5,25886,5.1
2,5,5,1,0,和服,198,0.1,65,6,0,8,0,173,0.1,599,0.2,329,0.1,32,0,239,0
2,5,5,2,0,洋服,5992,1.8,1.2,1659,0.9,2400,1,4191,1.4,5615,1.8,6782,2.1,8834,2.2,12377,2.4
2,6,5,2,1,男子用洋服,1788,0.5,-9.7,534,0.3,718,0.3,965,0.3,1520,0.5,2081,0.6,3484,0.9,3189,0.6
2,6,5,2,2,婦人用洋服,3655,1.1,7.2,1013,0.5,1601,0.6,2882,0.9,3432,1.1,3900,1.2,4357,1.1,8353,1.6
2,6,5,2,3,子供用洋服,549,0.2,2.8,112,0.1,81,0,344,0.1,664,0.2,801,0.2,993,0.2,836,0.2
2,5,5,3,0,シャツ・セーター類,2707,0.8,6.4,1168,0.6,1744,0.7,2047,0.7,3182,1,2808,0.9,3590,0.9,4385,0.9
2,6,5,3,1,男子用シャツ・セーター類,864,0.3,7.7,372,0.2,604,0.2,602,0.2,778,0.2,927,0.3,1399,0.3,1363,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1686,0.5,6,732,0.4,1094,0.4,1336,0.4,2245,0.7,1634,0.5,1951,0.5,2795,0.5
2,6,5,3,3,子供用シャツ・セーター類,157,0,3.3,64,0,46,0,109,0,159,0.1,246,0.1,241,0.1,228,0
2,5,5,4,0,下着類,1065,0.3,-4.1,572,0.3,737,0.3,1090,0.4,965,0.3,1213,0.4,1380,0.3,1498,0.3
2,6,5,4,1,男子用下着類,333,0.1,2.1,210,0.1,335,0.1,363,0.1,305,0.1,317,0.1,415,0.1,381,0.1
2,6,5,4,2,婦人用下着類,626,0.2,-5.9,336,0.2,386,0.2,656,0.2,554,0.2,686,0.2,790,0.2,972,0.2
2,6,5,4,3,子供用下着類,107,0,-10.8,25,0,16,0,71,0,106,0,210,0.1,174,0,145,0
2,5,5,5,0,生地・糸類,174,0.1,38.1,48,0,183,0.1,136,0,229,0.1,145,0,230,0.1,248,0
2,5,5,6,0,他の被服,1032,0.3,6.3,497,0.3,636,0.3,838,0.3,1035,0.3,1107,0.3,1294,0.3,1805,0.4
2,5,5,7,0,履物類,1835,0.6,-0.6,558,0.3,945,0.4,1484,0.5,1655,0.5,1973,0.6,2920,0.7,3301,0.6
2,5,5,8,0,被服関連サービス,1044,0.3,3.2,276,0.1,584,0.2,768,0.3,874,0.3,930,0.3,1837,0.5,2031,0.4
2,4,6,0,0,保健医療,16717,5.1,3.9,12391,6.6,16056,6.5,16534,5.4,16453,5.3,15809,4.8,18886,4.7,20826,4.1
2,5,6,1,0,医薬品,2939,0.9,12.1,2544,1.4,3078,1.2,3238,1.1,3140,1,2679,0.8,2636,0.7,3260,0.6
2,5,6,2,0,健康保持用摂取品,1315,0.4,1.2,614,0.3,1351,0.5,1849,0.6,1692,0.5,872,0.3,1531,0.4,1308,0.3
2,5,6,3,0,保健医療用品・器具,2745,0.8,10.2,1474,0.8,2858,1.2,2120,0.7,3527,1.1,2777,0.9,3031,0.8,3410,0.7
2,5,6,4,0,保健医療サービス,9718,3,0.4,7759,4.2,8768,3.5,9327,3.1,8093,2.6,9481,2.9,11689,2.9,12848,2.5
2,4,7,0,0,交通・通信,36545,11.2,2.5,22611,12.1,21301,8.6,28623,9.4,36526,11.7,34079,10.4,47723,11.9,65125,12.8
2,5,7,1,0,交通,9911,3,7.7,2773,1.5,4553,1.8,7510,2.5,8925,2.9,9927,3,16391,4.1,19367,3.8
2,5,7,2,0,自動車等関係費,14168,4.3,4,12266,6.6,8273,3.3,9405,3.1,15268,4.9,10660,3.3,15520,3.9,27909,5.5
2,6,7,2,1,自動車等購入,3487,1.1,8.4,5988,3.2,646,0.3,1363,0.4,3804,1.2,-,-,1536,0.4,11184,2.2
2,6,7,2,2,自転車購入,380,0.1,-21.5,315,0.2,231,0.1,199,0.1,474,0.2,491,0.2,273,0.1,676,0.1
2,6,7,2,3,自動車等維持,10302,3.2,3.9,5963,3.2,7397,3,7843,2.6,10990,3.5,10169,3.1,13712,3.4,16049,3.2
2,5,7,3,0,通信,12465,3.8,-2.9,7572,4.1,8475,3.4,11708,3.9,12333,3.9,13492,4.1,15812,3.9,17849,3.5
2,4,8,0,0,教育,19284,5.9,-5.5,1324,0.7,1850,0.7,12279,4,15108,4.8,21412,6.6,37443,9.3,45752,9
2,5,8,1,0,授業料等,14120,4.3,-8.7,1048,0.6,1707,0.7,10211,3.4,11078,3.5,13147,4,28939,7.2,32950,6.5
2,5,8,2,0,教科書・学習参考教材,215,0.1,15.6,35,0,20,0,50,0,215,0.1,172,0.1,448,0.1,562,0.1
2,5,8,3,0,補習教育,4949,1.5,3.9,241,0.1,122,0,2018,0.7,3816,1.2,8093,2.5,8055,2,12241,2.4
2,4,9,0,0,教養娯楽,37513,11.5,4,16376,8.8,25209,10.2,29353,9.7,37922,12.1,40144,12.3,47431,11.8,65993,13
2,5,9,1,0,教養娯楽用耐久財,2568,0.8,16,611,0.3,1685,0.7,1574,0.5,1674,0.5,3521,1.1,3012,0.8,5882,1.2
2,5,9,2,0,教養娯楽用品,7539,2.3,8.4,3491,1.9,5606,2.3,6326,2.1,8284,2.6,8444,2.6,8722,2.2,11845,2.3
2,5,9,3,0,書籍・他の印刷物,3930,1.2,3.1,3251,1.7,4155,1.7,3826,1.3,3548,1.1,3347,1,4536,1.1,4840,1
2,5,9,4,0,教養娯楽サービス,23477,7.2,1.7,9023,4.8,13764,5.6,17626,5.8,24417,7.8,24832,7.6,31162,7.8,43427,8.5
2,6,9,4,1,宿泊料,3170,1,27.2,749,0.4,1496,0.6,2140,0.7,2575,0.8,2478,0.8,5418,1.4,7339,1.4
2,6,9,4,2,パック旅行費,4987,1.5,-6.8,2044,1.1,2441,1,3846,1.3,6319,2,5095,1.6,5997,1.5,9101,1.8
2,6,9,4,3,月謝類,4069,1.2,-9.9,864,0.5,1252,0.5,2447,0.8,3774,1.2,5529,1.7,6821,1.7,7791,1.5
2,6,9,4,4,他の教養娯楽サービス,11252,3.4,4.9,5366,2.9,8575,3.5,9194,3,11748,3.8,11731,3.6,12926,3.2,19195,3.8
2,4,10,0,0,その他の消費支出,57353,17.6,-1.6,29953,16,46178,18.7,54043,17.8,50185,16,52485,16.1,68614,17.1,100097,19.7
2,5,10,1,0,諸雑費,25810,7.9,0.8,12928,6.9,19193,7.8,24686,8.1,24717,7.9,25945,7.9,29417,7.3,43824,8.6
2,6,10,1,1,理美容サービス,3829,1.2,5,2347,1.3,2890,1.2,3367,1.1,3363,1.1,3742,1.1,4943,1.2,6138,1.2
2,6,10,1,2,理美容用品,5339,1.6,8.2,2385,1.3,3776,1.5,5129,1.7,5426,1.7,5683,1.7,7417,1.9,7562,1.5
2,6,10,1,3,身の回り用品,2612,0.8,12.3,563,0.3,1923,0.8,1597,0.5,2087,0.7,3116,1,2702,0.7,6313,1.2
2,6,10,1,4,たばこ,777,0.2,-6.8,780,0.4,539,0.2,1042,0.3,1063,0.3,706,0.2,803,0.2,502,0.1
2,6,10,1,5,他の諸雑費,13253,4.1,-4.5,6854,3.7,10065,4.1,13552,4.5,12778,4.1,12698,3.9,13553,3.4,23308,4.6
2,5,10,2,0,こづかい,8531,2.6,-6.3,3546,1.9,6872,2.8,6885,2.3,6791,2.2,7550,2.3,12889,3.2,15213,3
2,5,10,3,0,交際費,20335,6.2,-5.6,13365,7.2,19457,7.9,21154,7,17807,5.7,17018,5.2,23575,5.9,29989,5.9
2,6,10,3,0,食料,5116,1.6,-7.1,3032,1.6,4778,1.9,5497,1.8,4503,1.4,4933,1.5,5506,1.4,7516,1.5
2,6,10,3,0,家具・家事用品,174,0.1,-16.3,88,0,75,0,133,0,124,0,169,0.1,259,0.1,369,0.1
2,6,10,3,0,被服及び履物,570,0.2,-0.2,278,0.1,459,0.2,790,0.3,582,0.2,561,0.2,704,0.2,612,0.1
2,6,10,3,0,教養娯楽,1424,0.4,-39.9,630,0.3,1902,0.8,899,0.3,1458,0.5,592,0.2,1972,0.5,2521,0.5
2,6,10,3,0,他の物品サービス,538,0.2,1.7,193,0.1,649,0.3,262,0.1,365,0.1,412,0.1,516,0.1,1375,0.3
2,6,10,3,6,贈与金,8179,2.5,0.2,6963,3.7,8852,3.6,11027,3.6,7498,2.4,5220,1.6,7681,1.9,10040,2
2,6,10,3,7,他の交際費,4334,1.3,3.3,2181,1.2,2742,1.1,2547,0.8,3278,1,5131,1.6,6937,1.7,7557,1.5
2,5,10,4,0,仕送り金,2677,0.8,33.8,114,0.1,657,0.3,1318,0.4,870,0.3,1973,0.6,2732,0.7,11070,2.2
2,3,0,0,0,土地家屋購入,3716,-,266.8,-,-,-,-,-,-,-,-,-,-,25168,-,942,-
2,3,0,0,0,（再掲）教育関係費,22296,6.8,-5.8,1871,1,2452,1,13922,4.6,17380,5.6,25412,7.8,42252,10.5,52952,10.4
2,3,0,0,0,（再掲）教養娯楽関係費,43869,13.4,2.6,18298,9.8,29735,12,34070,11.2,43602,13.9,45998,14.1,55142,13.8,80128,15.8
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10856,3.3,6.8,7077,3.8,9509,3.8,12345,4.1,8368,2.7,7193,2.2,10413,2.6,21110,4.2
2,3,0,0,0,（再掲）経常消費支出,230898,70.7,0.7,147751,79.2,186995,75.7,216686,71.4,230032,73.5,243326,74.6,278017,69.4,313329,61.6
2,3,0,0,0,（再掲）情報通信関係費,15783,4.8,-3.7,9809,5.3,11678,4.7,15201,5,16149,5.2,17143,5.3,19294,4.8,21219,4.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,288607,88.4,1.3,161617,86.6,217135,87.9,252597,83.2,278673,89.1,297768,91.2,362702,90.5,449516,88.4
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,,,,,,,,,
第４表　年間収入７分位階層別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,,,,,
注１）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,,
注２）　平成30年１月に調査で使用する家計簿を改正し順次変更を行ったため、「対前年増加率」の値には当該改正の影響による変動が含まれ得る。　,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,,,,,
