項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,349,-,-,49,-,53,-,55,-,45,-,52,-,49,-,46,-
0,0,0,0,0,世帯人員,3.4,-,-,3.16,-,3.19,-,3.53,-,3.53,-,3.37,-,3.35,-,3.68,-
0,0,0,0,0,有業人員,1.72,-,-,1.68,-,1.7,-,1.38,-,1.75,-,1.81,-,1.76,-,1.93,-
0,0,0,0,0,世帯主平均年齢,49.6,-,-,57.3,-,48.7,-,45.8,-,47.6,-,49.6,-,47.6,-,50.8,-
1,0,0,0,0,受取,1136528,-,11,585980,-,716852,-,929480,-,1037459,-,1136598,-,1504476,-,2029993,-
1,1,0,0,0,実収入,559504,100,10.6,101706,100,292905,100,414843,100,514883,100,599842,100,747081,100,1230816,100
1,2,0,0,0,経常収入,556729,99.5,11.2,98889,97.2,287669,98.2,413697,99.7,512579,99.6,597141,99.5,744161,99.6,1228547,99.8
1,3,0,0,0,勤め先収入,543900,97.2,12.2,81577,80.2,282802,96.6,400862,96.6,503247,97.7,591136,98.5,739463,99,1193868,97
1,4,0,0,0,世帯主収入,449042,80.3,10.2,78780,77.5,258174,88.1,377675,91,430759,83.7,461505,76.9,612854,82,913012,74.2
1,6,0,0,0,うち男,427332,76.4,8.8,57649,56.7,205285,70.1,362638,87.4,406410,78.9,445754,74.3,612854,82,890846,72.4
1,5,0,0,0,定期収入,437547,78.2,9.9,78564,77.2,257495,87.9,376782,90.8,429867,83.5,453461,75.6,609289,81.6,847797,68.9
1,5,0,0,0,臨時収入,3122,0.6,-17.2,216,0.2,679,0.2,893,0.2,893,0.2,8044,1.3,3565,0.5,7381,0.6
1,5,0,0,0,賞与,8372,1.5,47.9,-,-,-,-,-,-,-,-,-,-,-,-,57834,4.7
1,4,0,0,0,世帯主の配偶者の収入,79633,14.2,15.3,2797,2.8,24628,8.4,23186,5.6,67173,13,97596,16.3,115433,15.5,223887,18.2
1,6,0,0,0,うち女,77978,13.9,13.4,2797,2.8,24628,8.4,23186,5.6,63164,12.3,97596,16.3,115433,15.5,216352,17.6
1,4,0,0,0,他の世帯員収入,15225,2.7,83.5,-,-,-,-,-,-,5315,1,32035,5.3,11176,1.5,56969,4.6
1,3,0,0,0,事業・内職収入,7568,1.4,-20.6,13140,12.9,2001,0.7,-,-,4006,0.8,2033,0.3,1574,0.2,30159,2.5
1,4,0,0,0,家賃収入,2227,0.4,-70,4921,4.8,-,-,-,-,-,-,2033,0.3,-,-,8610,0.7
1,4,0,0,0,他の事業収入,1814,0.3,55,8218,8.1,784,0.3,-,-,2368,0.5,-,-,1574,0.2,1,0
1,4,0,0,0,内職収入,3527,0.6,273.2,-,-,1217,0.4,-,-,1638,0.3,-,-,-,-,21547,1.8
1,3,0,0,0,他の経常収入,5261,0.9,-16,4172,4.1,2866,1,12835,3.1,5326,1,3972,0.7,3124,0.4,4520,0.4
1,4,0,0,0,財産収入,946,0.2,-28,4144,4.1,-,-,-,-,-,-,521,0.1,250,0,1783,0.1
1,4,0,0,0,社会保障給付,4278,0.8,0.9,28,0,2866,1,12835,3.1,5326,1,3377,0.6,2686,0.4,2737,0.2
1,5,0,0,0,公的年金給付,1748,0.3,261.9,-,-,-,-,6956,1.7,5326,1,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,2530,0.5,-32.6,28,0,2866,1,5879,1.4,-,-,3377,0.6,2686,0.4,2737,0.2
1,4,0,0,0,仕送り金,37,0,-94.8,-,-,-,-,-,-,-,-,75,0,188,0,-,-
1,2,0,0,0,特別収入,2775,0.5,-47.6,2817,2.8,5237,1.8,1146,0.3,2304,0.4,2701,0.5,2920,0.4,2268,0.2
1,3,0,0,0,受贈金,295,0.1,-83.5,-,-,678,0.2,69,0,14,0,191,0,607,0.1,489,0
1,3,0,0,0,他の特別収入,2480,0.4,-29.3,2817,2.8,4559,1.6,1077,0.3,2290,0.4,2509,0.4,2313,0.3,1779,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),494429,-,11.5,413872,-,343721,-,394319,-,468522,-,458432,-,685617,-,697269,-
1,2,0,0,0,預貯金引出,358096,-,0.4,337772,-,231516,-,278089,-,333478,-,343976,-,491750,-,491762,-
1,2,0,0,0,保険金,8624,-,170.7,693,-,1743,-,29180,-,28158,-,828,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,2515,-,-21.1,693,-,1743,-,14250,-,-,-,828,-,-,-,-,-
1,3,0,0,0,他の保険金,6109,-,...,-,-,-,-,14930,-,28158,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,649,-,...,-,-,-,-,-,-,-,-,4469,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,7568,-,...,36,-,2057,-,3376,-,4218,-,1117,-,40575,-,2040,-
1,2,0,0,0,一括払購入借入金,118574,-,44.4,71108,-,108111,-,83674,-,102421,-,106647,-,153006,-,203429,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,919,-,-9.8,4263,-,293,-,-,-,246,-,1394,-,286,-,39,-
1,1,0,0,0,繰入金,82595,-,10.9,70402,-,80226,-,120318,-,54054,-,78324,-,71779,-,101908,-
2,0,0,0,0,支払,1136528,-,11,585980,-,716852,-,929480,-,1037459,-,1136598,-,1504476,-,2029993,-
2,1,0,0,0,実支出,459413,-,6.5,367335,-,332890,-,336545,-,384800,-,434466,-,613412,-,744193,-
2,2,0,0,0,生計支出,354028,-,6,352879,-,298872,-,271730,-,301083,-,319969,-,465480,-,469060,-
2,3,0,0,0,消費支出,354028,100,6,352879,100,298872,100,271730,100,301083,100,319969,100,465480,100,469060,100
2,4,1,0,0,食料,91796,25.9,8.9,82155,23.3,76166,25.5,87124,32.1,77554,25.8,96408,30.1,104802,22.5,117933,25.1
2,5,1,1,0,穀類,6742,1.9,3.1,5082,1.4,5148,1.7,7768,2.9,6300,2.1,7822,2.4,6863,1.5,8152,1.7
2,6,1,1,1,米類,1623,0.5,-7.8,1025,0.3,1307,0.4,2191,0.8,1807,0.6,1580,0.5,1561,0.3,1878,0.4
2,6,1,1,2,パン,3332,0.9,7.8,2489,0.7,2385,0.8,3820,1.4,2858,0.9,3983,1.2,3610,0.8,4147,0.9
2,6,1,1,3,麺類,1331,0.4,4.9,1221,0.3,1013,0.3,1299,0.5,1402,0.5,1751,0.5,1325,0.3,1303,0.3
2,6,1,1,4,他の穀類,456,0.1,8.8,347,0.1,443,0.1,457,0.2,233,0.1,508,0.2,367,0.1,824,0.2
2,5,1,2,0,魚介類,4999,1.4,6.9,6124,1.7,3815,1.3,4628,1.7,4666,1.5,4550,1.4,5095,1.1,6154,1.3
2,6,1,2,1,生鮮魚介,3060,0.9,7.9,3875,1.1,2123,0.7,2715,1,2985,1,2656,0.8,2920,0.6,4175,0.9
2,6,1,2,2,塩干魚介,897,0.3,14.6,899,0.3,875,0.3,1040,0.4,649,0.2,965,0.3,882,0.2,962,0.2
2,6,1,2,3,魚肉練製品,422,0.1,-0.5,507,0.1,378,0.1,344,0.1,484,0.2,296,0.1,467,0.1,486,0.1
2,6,1,2,4,他の魚介加工品,620,0.2,-2.2,844,0.2,440,0.1,529,0.2,549,0.2,633,0.2,826,0.2,532,0.1
2,5,1,3,0,肉類,8620,2.4,10.6,7267,2.1,6748,2.3,8490,3.1,8879,2.9,8543,2.7,9186,2,11202,2.4
2,6,1,3,1,生鮮肉,7133,2,12.6,6089,1.7,5309,1.8,6722,2.5,7622,2.5,6868,2.1,7560,1.6,9748,2.1
2,6,1,3,2,加工肉,1487,0.4,1.8,1177,0.3,1439,0.5,1768,0.7,1258,0.4,1676,0.5,1626,0.3,1454,0.3
2,5,1,4,0,乳卵類,4090,1.2,7.2,3412,1,3999,1.3,4000,1.5,3123,1,4627,1.4,4711,1,4721,1
2,6,1,4,1,牛乳,1326,0.4,21.2,1114,0.3,1458,0.5,1315,0.5,1111,0.4,1326,0.4,1479,0.3,1470,0.3
2,6,1,4,2,乳製品,2027,0.6,0.3,1712,0.5,1935,0.6,2000,0.7,1272,0.4,2394,0.7,2442,0.5,2410,0.5
2,6,1,4,3,卵,737,0.2,5.1,586,0.2,606,0.2,685,0.3,740,0.2,907,0.3,789,0.2,842,0.2
2,5,1,5,0,野菜・海藻,8971,2.5,-0.1,8832,2.5,7201,2.4,8387,3.1,7929,2.6,9575,3,9733,2.1,11125,2.4
2,6,1,5,1,生鮮野菜,6302,1.8,-0.8,5868,1.7,5038,1.7,5815,2.1,5744,1.9,6726,2.1,6772,1.5,8131,1.7
2,6,1,5,2,乾物・海藻,618,0.2,-6.1,715,0.2,413,0.1,561,0.2,446,0.1,719,0.2,850,0.2,628,0.1
2,6,1,5,3,大豆加工品,1063,0.3,4.6,980,0.3,855,0.3,1023,0.4,1013,0.3,1082,0.3,1147,0.2,1342,0.3
2,6,1,5,4,他の野菜・海藻加工品,987,0.3,3.7,1269,0.4,896,0.3,988,0.4,725,0.2,1049,0.3,964,0.2,1023,0.2
2,5,1,6,0,果物,2739,0.8,11.2,2966,0.8,2004,0.7,2657,1,2326,0.8,2851,0.9,2394,0.5,3964,0.8
2,6,1,6,1,生鮮果物,2445,0.7,10,2846,0.8,1715,0.6,2366,0.9,2211,0.7,2526,0.8,2094,0.4,3360,0.7
2,6,1,6,2,果物加工品,294,0.1,22,120,0,289,0.1,291,0.1,115,0,326,0.1,301,0.1,604,0.1
2,5,1,7,0,油脂・調味料,3982,1.1,11.7,3762,1.1,3354,1.1,3678,1.4,3666,1.2,4251,1.3,4833,1,4333,0.9
2,6,1,7,1,油脂,300,0.1,-2.3,287,0.1,314,0.1,241,0.1,277,0.1,284,0.1,439,0.1,258,0.1
2,6,1,7,2,調味料,3682,1,13,3475,1,3039,1,3437,1.3,3389,1.1,3967,1.2,4394,0.9,4075,0.9
2,5,1,8,0,菓子類,7086,2,11.7,6412,1.8,6159,2.1,7119,2.6,5751,1.9,8710,2.7,8111,1.7,7302,1.6
2,5,1,9,0,調理食品,11473,3.2,1.2,13852,3.9,11420,3.8,9784,3.6,8692,2.9,12800,4,11629,2.5,12135,2.6
2,6,1,9,1,主食的調理食品,5069,1.4,5.5,5049,1.4,4711,1.6,4026,1.5,4099,1.4,6118,1.9,5792,1.2,5672,1.2
2,6,1,9,2,他の調理食品,6404,1.8,-1.9,8803,2.5,6709,2.2,5758,2.1,4593,1.5,6682,2.1,5837,1.3,6463,1.4
2,5,1,10,0,飲料,4895,1.4,4,5067,1.4,3959,1.3,5664,2.1,3937,1.3,5316,1.7,5081,1.1,5235,1.1
2,6,1,10,1,茶類,1234,0.3,9.1,1578,0.4,1024,0.3,1226,0.5,885,0.3,1457,0.5,1377,0.3,1096,0.2
2,6,1,10,2,コーヒー・ココア,947,0.3,-10.8,905,0.3,621,0.2,1057,0.4,1067,0.4,1106,0.3,951,0.2,928,0.2
2,6,1,10,3,他の飲料,2714,0.8,8,2585,0.7,2314,0.8,3380,1.2,1984,0.7,2753,0.9,2753,0.6,3210,0.7
2,5,1,11,0,酒類,3667,1,34.4,4685,1.3,2199,0.7,3803,1.4,2508,0.8,4399,1.4,4357,0.9,3750,0.8
2,5,1,12,0,外食,24531,6.9,15.1,14693,4.2,20161,6.7,21146,7.8,19778,6.6,22964,7.2,32810,7,39861,8.5
2,6,1,12,1,一般外食,22819,6.4,15.8,13921,3.9,19854,6.6,19160,7.1,17851,5.9,21127,6.6,29798,6.4,37704,8
