項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7613,-,1390,-,568,-,429,-
0,0,0,0,0,調査世帯数,349,-,273,-,45,-,19,-,12,-
0,0,0,0,0,世帯人員,3.4,-,3.44,-,3.32,-,3.24,-,3.23,-
0,0,0,0,0,有業人員,1.72,-,1.73,-,1.69,-,1.97,-,1.18,-
0,0,0,0,0,世帯主平均年齢,49.6,-,51.1,-,42.7,-,54.2,-,39.5,-
1,0,0,0,0,受取,1136528,-,1176429,-,1072064,-,778498,-,1111309,-
1,1,0,0,0,実収入,559504,100,575324,100,499594,100,399935,100,684035,100
1,2,0,0,0,経常収入,556729,99.5,572266,99.5,496800,99.4,399489,99.9,683263,99.9
1,3,0,0,0,勤め先収入,543900,97.2,556894,96.8,492706,98.6,398148,99.6,672050,98.2
1,4,0,0,0,世帯主収入,449042,80.3,456629,79.4,406994,81.5,315533,78.9,627299,91.7
1,6,0,0,0,うち男,427332,76.4,435333,75.7,387201,77.5,267181,66.8,627299,91.7
1,5,0,0,0,定期収入,437547,78.2,446763,77.7,406275,81.3,315533,78.9,536804,78.5
1,5,0,0,0,臨時収入,3122,0.6,3927,0.7,718,0.1,-,-,762,0.1
1,5,0,0,0,賞与,8372,1.5,5939,1,-,-,-,-,89732,13.1
1,4,0,0,0,世帯主の配偶者の収入,79633,14.2,82401,14.3,82743,16.6,61289,15.3,44751,6.5
1,6,0,0,0,うち女,77978,13.9,80968,14.1,78679,15.7,61289,15.3,44751,6.5
1,4,0,0,0,他の世帯員収入,15225,2.7,17865,3.1,2969,0.6,21326,5.3,-,-
1,3,0,0,0,事業・内職収入,7568,1.4,9791,1.7,819,0.2,-,-,-,-
1,4,0,0,0,家賃収入,2227,0.4,2925,0.5,-,-,-,-,-,-
1,4,0,0,0,他の事業収入,1814,0.3,2233,0.4,819,0.2,-,-,-,-
1,4,0,0,0,内職収入,3527,0.6,4633,0.8,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,5261,0.9,5581,1,3275,0.7,1341,0.3,11213,1.6
1,4,0,0,0,財産収入,946,0.2,1122,0.2,175,0,-,-,1564,0.2
1,4,0,0,0,社会保障給付,4278,0.8,4410,0.8,3100,0.6,1341,0.3,9649,1.4
1,5,0,0,0,公的年金給付,1748,0.3,2297,0.4,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,2530,0.5,2113,0.4,3100,0.6,1341,0.3,9649,1.4
1,4,0,0,0,仕送り金,37,0,49,0,-,-,-,-,-,-
1,2,0,0,0,特別収入,2775,0.5,3058,0.5,2794,0.6,446,0.1,772,0.1
1,3,0,0,0,受贈金,295,0.1,325,0.1,196,0,349,0.1,-,-
1,3,0,0,0,他の特別収入,2480,0.4,2733,0.5,2598,0.5,97,0,772,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),494429,-,523956,-,445389,-,338364,-,336003,-
1,2,0,0,0,預貯金引出,358096,-,377397,-,326931,-,313882,-,175149,-
1,2,0,0,0,保険金,8624,-,8513,-,15417,-,-,-,-,-
1,3,0,0,0,個人・企業年金保険金,2515,-,3303,-,-,-,-,-,-,-
1,3,0,0,0,他の保険金,6109,-,5210,-,15417,-,-,-,-,-
1,2,0,0,0,有価証券売却,649,-,852,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,7568,-,9106,-,4569,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,118574,-,126895,-,98471,-,24482,-,160590,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,919,-,1193,-,-,-,-,-,264,-
1,1,0,0,0,繰入金,82595,-,77149,-,127081,-,40199,-,91272,-
2,0,0,0,0,支払,1136528,-,1176429,-,1072064,-,778498,-,1111309,-
2,1,0,0,0,実支出,459413,-,470684,-,434475,-,341193,-,496683,-
2,2,0,0,0,生計支出,354028,-,361790,-,344972,-,274669,-,350686,-
2,3,0,0,0,消費支出,354028,100,361790,100,344972,100,274669,100,350686,100
2,4,1,0,0,食料,91796,25.9,95050,26.3,82982,24.1,73424,26.7,86920,24.8
2,5,1,1,0,穀類,6742,1.9,6877,1.9,6238,1.8,6833,2.5,5861,1.7
2,6,1,1,1,米類,1623,0.5,1570,0.4,1399,0.4,2335,0.9,2354,0.7
2,6,1,1,2,パン,3332,0.9,3518,1,3029,0.9,2443,0.9,2187,0.6
2,6,1,1,3,麺類,1331,0.4,1345,0.4,1349,0.4,1426,0.5,906,0.3
2,6,1,1,4,他の穀類,456,0.1,444,0.1,461,0.1,629,0.2,415,0.1
2,5,1,2,0,魚介類,4999,1.4,5340,1.5,3360,1,4384,1.6,5078,1.4
2,6,1,2,1,生鮮魚介,3060,0.9,3306,0.9,1792,0.5,2712,1,3265,0.9
2,6,1,2,2,塩干魚介,897,0.3,944,0.3,729,0.2,788,0.3,737,0.2
2,6,1,2,3,魚肉練製品,422,0.1,439,0.1,286,0.1,362,0.1,653,0.2
2,6,1,2,4,他の魚介加工品,620,0.2,651,0.2,553,0.2,522,0.2,423,0.1
2,5,1,3,0,肉類,8620,2.4,9088,2.5,6258,1.8,7977,2.9,8818,2.5
2,6,1,3,1,生鮮肉,7133,2,7586,2.1,4861,1.4,6393,2.3,7431,2.1
2,6,1,3,2,加工肉,1487,0.4,1502,0.4,1397,0.4,1584,0.6,1387,0.4
2,5,1,4,0,乳卵類,4090,1.2,4208,1.2,3539,1,4020,1.5,3881,1.1
2,6,1,4,1,牛乳,1326,0.4,1329,0.4,1135,0.3,1594,0.6,1539,0.4
2,6,1,4,2,乳製品,2027,0.6,2120,0.6,1868,0.5,1647,0.6,1395,0.4
2,6,1,4,3,卵,737,0.2,759,0.2,536,0.2,779,0.3,947,0.3
2,5,1,5,0,野菜・海藻,8971,2.5,9278,2.6,7038,2,8004,2.9,11061,3.2
2,6,1,5,1,生鮮野菜,6302,1.8,6545,1.8,4811,1.4,5208,1.9,8270,2.4
2,6,1,5,2,乾物・海藻,618,0.2,653,0.2,494,0.1,395,0.1,698,0.2
2,6,1,5,3,大豆加工品,1063,0.3,1115,0.3,829,0.2,1006,0.4,980,0.3
2,6,1,5,4,他の野菜・海藻加工品,987,0.3,965,0.3,905,0.3,1395,0.5,1113,0.3
2,5,1,6,0,果物,2739,0.8,2918,0.8,1808,0.5,2529,0.9,2845,0.8
2,6,1,6,1,生鮮果物,2445,0.7,2585,0.7,1726,0.5,2234,0.8,2579,0.7
2,6,1,6,2,果物加工品,294,0.1,334,0.1,82,0,295,0.1,266,0.1
2,5,1,7,0,油脂・調味料,3982,1.1,4184,1.2,2957,0.9,3083,1.1,4906,1.4
2,6,1,7,1,油脂,300,0.1,297,0.1,307,0.1,260,0.1,376,0.1
2,6,1,7,2,調味料,3682,1,3887,1.1,2650,0.8,2823,1,4530,1.3
2,5,1,8,0,菓子類,7086,2,7387,2,6195,1.8,5452,2,6796,1.9
2,5,1,9,0,調理食品,11473,3.2,11825,3.3,11264,3.3,9185,3.3,8933,2.5
2,6,1,9,1,主食的調理食品,5069,1.4,5101,1.4,5618,1.6,3876,1.4,4313,1.2
