実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
Jissu,nen,実数_平成30年,717,2.92,1.34,59.7,323328,322314,86107,6645,6299,7805,4127,10552,3437,3638,6123,11652,4895,3221,17714,23945,14782,9163,21383,10121,5765,308,5190,10722,3431,576,784,2304,2804,823,13654,120,5923,2544,1111,126,971,1847,1012,16097,2621,1300,2492,9684,35656,9201,13620,12835,20417,15467,186,4763,36071,2214,6958,3810,23089,58264,25614,9108,21541,2001,1013,26.7,45.6,27.6,18.2,9.4
Jissu,nen,実数_平成31年・令和元年,703,2.92,1.31,60.8,330278,326563,87921,6769,6282,7693,4173,10027,3469,3637,6500,12166,4973,3575,18658,23613,13606,10008,21274,10138,5887,335,4914,12296,4141,798,980,2499,3010,869,14047,198,5992,2707,1065,174,1032,1835,1044,16717,2939,1315,2745,9718,36545,9911,14168,12465,19284,14120,215,4949,37513,2568,7539,3930,23477,57353,25810,8531,20335,2677,3716,26.9,46,26.7,18.1,8.6
Jissu,tuki,実数_平成31年 1月,708,2.88,1.32,60.4,318260,318260,81139,6073,6059,7634,3943,9182,3437,3570,5863,11056,4306,2547,17468,20333,13025,7309,25056,10854,8596,816,4790,10649,2982,503,1424,2853,2376,510,14794,99,6623,2565,1264,197,1397,2052,596,13943,2769,1172,2459,7543,35128,8516,12961,13651,16967,13328,126,3513,35034,2199,7119,3872,21844,65217,25693,10515,27164,1844,-,25.5,45.3,26.9,18.9,8
Jissu,tuki,実数_平成31年 2月,702,2.87,1.27,61.1,291415,291415,78204,6216,5924,7319,3820,9284,3299,3614,6231,10591,3924,2861,15121,18667,12861,5806,28087,12854,8957,769,5507,10382,4498,458,412,2004,2402,608,10243,25,4871,1659,532,123,706,1404,922,14710,2639,1172,2006,8892,37045,7251,17820,11974,14893,11571,176,3146,30542,1484,6113,3690,19255,48643,22354,9028,16200,1060,-,26.8,44.3,30,21.6,8.4
Jissu,tuki,実数_平成31年 3月,700,2.89,1.3,61,324348,322271,86969,7058,6277,7759,4068,9831,3413,3748,7007,11470,4502,3484,18354,16540,13449,3091,26387,12650,8750,432,4555,10688,3592,565,1024,2359,2669,479,14850,3,7315,2211,911,226,849,1990,1344,17032,3047,1008,3355,9622,32859,10977,10176,11707,21358,13462,936,6961,38058,2877,6672,4153,24356,57531,24650,7768,22489,2624,2076,27,46.5,27.8,19.6,8.2
Jissu,tuki,実数_平成31年 4月,704,2.87,1.29,61.6,368696,327138,84828,7142,6183,7506,4038,9990,3316,3510,6592,11611,4718,3319,16902,20490,13062,7428,23925,11063,7341,232,5289,10444,3065,466,909,2440,2633,931,14029,287,5485,2826,1092,192,881,1795,1472,14769,3100,1089,1840,8740,33467,12202,10361,10903,32926,28030,250,4645,35368,2751,7403,3549,21665,56892,22916,8653,20582,4741,41558,25.9,48.8,31.7,19,12.7
Jissu,tuki,実数_令和元年 5月,704,2.9,1.33,61.9,349349,349349,88795,7075,6116,7502,4269,10245,3295,3439,6707,11859,5550,3451,19285,24641,14936,9705,21884,10415,7056,100,4313,11313,3004,758,692,2582,3205,1073,14825,503,5515,2992,1191,144,890,2041,1549,16152,3236,1898,2710,8308,47692,10641,23695,13356,29606,25554,205,3846,37873,2499,8022,4264,23088,56568,27775,8373,18759,1662,-,25.4,48.6,29.3,18,11.2
Jissu,tuki,実数_令和元年 6月,710,2.92,1.32,61.6,317863,316910,86681,6829,5979,7345,4179,10598,3197,3573,5969,11729,5292,3739,18253,22269,15499,6770,19170,8344,4832,130,5863,10797,3633,430,833,2237,3051,613,14280,21,4985,3772,1186,118,1043,1907,1246,19169,3112,1542,2339,12175,37312,8811,17607,10895,11004,6975,63,3967,36229,2337,7144,3858,22891,59998,27891,9948,21580,579,953,27.4,43.3,25.7,18.4,7.3
Jissu,tuki,実数_令和元年 7月,706,2.95,1.31,61,340536,340536,89515,6800,5513,7191,4233,10306,3520,3433,6453,13074,5467,3472,20054,26898,13881,13016,16949,8083,4470,86,4310,13910,5652,415,1078,2485,3262,1018,13696,65,5384,3301,1100,152,867,1835,993,18435,2937,1670,3419,10409,42651,9663,19935,13053,14551,6423,127,8001,41277,1573,7695,3835,28174,62655,27356,8282,19721,7295,-,26.3,47.6,22.6,16.3,6.4
Jissu,tuki,実数_令和元年 8月,709,2.96,1.31,60.5,326831,326831,91777,6472,5637,7044,4120,9721,3633,3266,6344,12721,5964,4019,22837,23249,14215,9034,18450,9356,3722,93,5279,13148,4445,1695,588,2356,3196,867,12413,412,5145,2311,929,248,854,1575,938,16078,2959,1322,2169,9628,35617,12450,11430,11737,15226,10696,84,4445,41401,2189,6749,3914,28548,59473,25949,9554,22197,1773,-,28.1,46.9,25,17.2,7.8
Jissu,tuki,実数_令和元年 9月,715,2.93,1.3,60.5,336955,336955,86946,6494,5694,7317,4202,9921,3652,3551,5966,11812,5484,4563,18290,29896,14164,15733,18389,10774,3284,72,4258,17344,7316,431,1412,2582,4494,1108,11618,70,4949,2023,1211,220,736,1855,554,17206,3235,1577,3266,9129,38498,12795,12364,13338,26365,21134,167,5064,36456,4451,7339,3933,20733,54237,27299,7584,17268,2085,-,25.8,46.8,28.4,17.9,10.4
Jissu,tuki,実数_令和元年10月,701,2.98,1.31,60.2,308260,308260,87126,7012,5997,7727,4423,10220,3638,3751,6343,12254,4990,3237,17535,18269,11540,6728,18062,9528,3217,188,5128,12522,4444,656,1529,2429,2569,895,14848,645,6549,2464,970,117,1256,1849,997,15335,2560,1186,2200,9389,31716,8658,10474,12584,22333,17961,122,4250,34828,2186,6970,4007,21666,53222,26402,7161,14601,5059,-,28.3,46.4,27.5,18.1,9.4
Jissu,tuki,実数_令和元年11月,677,2.99,1.32,60.2,321895,321895,87937,6634,5929,8029,4247,9745,3282,3907,6429,12029,4622,3612,19472,35397,12541,22856,18451,8892,4737,345,4476,12132,3300,1477,1039,2508,2716,1093,17056,213,7785,3403,1134,176,1190,2194,961,17543,2906,1122,2631,10884,30225,7722,9991,12512,12420,6571,203,5645,39410,3186,7902,3837,24486,51325,22865,8412,18063,1985,-,27.3,44.6,23,16.8,6.3
Jissu,tuki,実数_令和元年12月,699,2.94,1.31,60.1,358932,358932,105138,7426,10071,9941,4534,11282,3947,4283,8097,15784,4852,4600,20320,26710,14094,12616,20480,8848,5678,758,5196,14220,3757,1721,815,3157,3541,1229,15914,33,7295,2953,1264,177,1717,1524,950,20234,2765,1026,4548,11896,36324,9251,13199,13875,13760,7733,123,5903,43677,3083,11336,4244,25014,62474,28565,7099,25393,1417,-,29.3,42.5,23.1,16.2,6.9
meimoku,nen,対前年（同月）名目増加率_平成20年,-,-,-,-,-11.8,-1.9,1.5,3.1,-1.8,7.8,0.8,3.8,1.5,5.4,3.6,-0.3,-4.1,-4,1,-10.2,-14,0.6,6.2,8.7,7.7,6.4,0.2,0.9,7.9,-13,-9.2,2,1.6,-7.5,-7.3,-32.2,-7.9,-6.7,-7.2,-19.6,-3.9,-10.1,3.2,-6.7,6.1,8.3,-11,-9.2,0.2,-0.7,1.3,-0.4,4.3,4.6,-9.7,4.2,0.5,-14.3,-0.8,1.6,3.2,-7.1,-8.2,-10.7,-7.8,47.7,-83.4,,,,,
meimoku,nen,対前年（同月）名目増加率_平成21年,-,-,-,-,3.4,3.7,3.1,4.1,-0.2,-1.7,4.8,-0.8,1.4,3.1,4,4.1,6.4,8,6,12.3,5.7,28.5,-2.2,-4.3,1.3,-25.9,-0.9,8.9,9.7,26.7,15,1.8,3.3,23.6,5.8,85.3,3.6,4.2,-1.7,-1.7,11.3,11.1,3.6,6.5,24.7,-1.2,20.2,0.7,5,1.7,5,7.8,-3,-4.7,-0.4,2.1,2.4,20.5,0.4,2,0.6,3.6,6.9,-4,3.7,13.9,-10.6,,,,,
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,-0.4,-0.2,-2.6,-5.2,-6.2,-1.1,-1.1,-0.1,-1.6,-3.7,0.7,0.5,-1.4,-8.4,-4.1,-1.5,-3.7,2.8,2.5,6.5,-4,22.3,2.8,0.1,8.7,-26.9,-34,0.8,-0.1,25.3,-1.2,-42.1,3.1,-1.8,-0.3,-15.4,-6.3,-0.5,-3.9,-2.4,12.1,20.3,-10.5,-6.1,1.9,3.7,1.7,0.9,2.3,-1.3,45.6,10.3,6.1,34.1,0.8,0.2,4.1,-2.7,4.5,-1.9,-9,-10.3,-10.4,,,,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,-2.8,-5.2,-1.1,-1.1,-2.3,-0.9,-3.2,-2,-0.7,2.6,-1.9,0.3,7.6,-3.5,-2.6,-6.4,1.4,-21.4,-5.2,-7.1,-4.3,5,-3.7,-3.7,-10.1,15.8,43.6,-5.3,1.8,-26,-11,-20.5,-14.8,-8.7,-0.6,28.7,-4.1,-9.2,-17.6,2.8,-1.4,-8.6,-4.3,7.7,-6.7,-12.2,-5.2,-4.2,2.2,7.1,-30.3,-8.3,-14.4,-42.3,-7,-8.2,-11.6,-5.7,-7.2,-10.9,1.2,-25,129.3,,,,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,0.2,2.4,1.3,-0.7,-1.6,-2.2,3.7,-1.1,0.7,-1.4,-2.5,4.7,1.7,8.4,4.2,8.1,-4.7,39.6,8.9,10.9,13.8,15.4,-0.7,3.5,-4.9,47,5.5,5.1,1.4,-3.4,5.9,-4,4.1,8.6,5.1,-14.1,6.1,6.7,13,0.3,4.2,12,6.3,-3.7,5.2,11.4,6.1,-0.4,-2.8,-2.7,1.8,-3.3,-0.2,-15.9,2.3,-5.8,2.4,0.6,6.9,0.9,-4.3,-16.7,-49.3,,,,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,4.9,3.6,1.7,0.5,-2.2,5.2,0.6,0.7,0.5,0.7,5.8,-1.2,4.8,-2.1,3.9,15.5,14.4,17.3,2.1,8.7,-4.1,-15.5,-0.9,1.5,10.1,-32,28.3,-6.1,3.9,2.9,3.4,1.8,4.3,2.7,1.1,13.9,-0.9,8.6,-2.2,0.7,1,-5.9,5.2,0.4,7,2.2,13.3,2.9,-9.1,-7.2,-8.6,-14.9,4.2,-7,1.3,0.8,7,4.3,7,-11,3.3,81.7,69.1,,,,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,-5.2,-2.8,1.1,-2,3.7,7.7,6.2,3.2,5.8,4.7,1,4.1,-3.9,2.9,-5.7,-13.8,-16.3,-9.8,1.2,0.7,4,18.3,-2.4,5.8,10,1.9,-10,4.3,4.8,19.9,-0.3,77.6,-1.9,-1.5,-5.2,-21.1,5.2,3.8,-4.2,-2.2,5,2.3,-7.9,-3.3,-2.7,-7.2,-1.6,-0.7,-12.6,-15.9,-12.2,-1.7,0.5,-4.6,7.9,-0.9,-0.8,-5.7,-3.4,-3.9,-5.9,-30.1,-71.3,,,,,
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,1.2,0.9,3.2,-0.4,3.2,2.4,6.6,5.4,6.9,1,2.3,2.5,-0.6,-0.7,5.1,-1.3,7.7,-14.9,-2.4,-3.6,-1.2,-38.6,1.5,-6.4,-11.2,9.2,-16.2,-4.1,-2.1,-7.9,-0.1,-22.8,8.3,-2.1,-2.9,0.7,-7.9,-6.3,-10.2,-0.5,-4.1,-1.7,-5,2,-3.5,0.7,-13,6.3,24.1,31.7,12.9,2.6,-1.9,-13,-7,-2.3,0.7,0.5,-1.7,-7.3,0.3,62.3,35.6,,,,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,-2.9,-1.9,1,-1,-0.3,0.8,2.2,-1.9,-0.8,0.7,-0.5,8.7,4.9,-3.9,0.3,-1.7,-5.5,5.6,-11.8,-12.8,-18,-16.7,-1,0.6,0.1,5.4,1,-4.2,6.1,-6.4,-4.8,-19.7,-8.3,-3.5,3.5,-17.5,-10.5,-2,11.3,-1.3,-1.7,0.6,9.7,-4.2,-5.5,0.4,-14.4,0.4,5,2.4,-22.1,16.6,-3.2,-3.1,1.3,-6,-4,-1.4,1.5,6.1,-7.6,-3.1,-75.4,,,,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,2.9,2.3,1,0.5,-3.6,3.9,-0.3,-0.6,-1.1,3.2,1.1,2,0,8.1,1.2,-3,-7.6,4.8,2.2,1.3,1.9,36.3,2.7,8.3,13.2,15.6,7.1,7.9,1,5.6,-2.5,-30.5,-0.4,-2.7,-6.7,35.6,0.7,-3.6,-8.6,3.1,3,14.9,0,2.3,9.9,0.1,26.4,1,-1.6,1,15.2,-11,2.6,23.3,5.4,-1.6,0.7,3,-0.3,-2.4,11.8,-8.3,170,,,,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,-2.3,-1.7,0.8,2.8,-3.6,0,-3.7,1.1,-0.3,-1.5,4.4,2.5,6.2,-10.3,2.2,-0.1,2.3,-3.6,1.7,5.6,-1.4,-3.4,-1.5,-11.8,-16.3,-46.9,-10.9,-4.3,-0.6,-4.5,-3.4,-7.7,-1.2,-7.4,0.5,-21.3,-5.3,-3.2,-5.1,3.7,-1,-13,1.1,8.7,-3,4.4,-10.3,0.7,4,1.2,-18.1,15.8,-3.3,-9.7,-4.3,-4.2,-2.1,-6,-1.3,-8.5,-5.5,-39.3,-66.7,,,,,
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,2.1,1.3,2.1,1.9,-0.3,-1.4,1.1,-5,0.9,0,6.2,4.4,1.6,11,5.3,-1.4,-8,9.2,-0.5,0.2,2.1,8.8,-5.3,14.7,20.7,38.5,25,8.5,7.3,5.6,2.9,65,1.2,6.4,-4.1,38.1,6.3,-0.6,3.2,3.9,12.1,1.2,10.2,0.4,2.5,7.7,4,-2.9,-5.5,-8.7,15.6,3.9,4,16,8.4,3.1,1.7,-1.6,0.8,-6.3,-5.6,33.8,266.8,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 1月,-,-,-,-,0.8,1.7,-1.8,-1.9,0.3,-3.8,-6.6,-13.2,2.8,0.6,-2.1,-1.5,-2.2,-17.7,8.8,-2.5,-15.1,32.7,-7.1,-11.3,2,-10.6,-11.1,3.9,-8,-7.5,52.3,23.3,-3.6,-31.9,-1.6,-15.4,-10,9.9,9.5,-14.3,7.1,6.2,-2.3,6.4,1.7,3.4,7.8,8.3,10.1,13.3,21.3,-0.3,33.9,75.1,157.1,-29.9,2.4,60.4,9.3,2,-3.1,0,11.3,24.6,-15.3,14,-100,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 2月,-,-,-,-,1.6,1.7,-1.5,0.4,-2.6,-1.8,-6.5,-9.9,-7.5,3.5,3.5,-5.4,0.3,6.8,5.2,28.1,11.3,92.6,-3.4,-4.4,-2.4,-3.4,-2.8,25.1,118.7,5,-37.1,8,-2.2,-27.7,2.2,-65.3,9.1,-1.9,-34.8,2.5,0.7,-1.2,25.3,-10.1,-0.5,-31.8,-32.2,-1.6,3.3,20,0.3,-0.7,48.4,69.6,63,1.4,-4.7,26.1,-3.4,3.6,-8.2,-4.4,-4.5,-1.5,0.5,-51.3,-100,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 3月,-,-,-,-,-3.2,-3.8,1.5,3.7,-1.1,-0.5,-1.7,-6.3,-2.5,5.5,5.1,-0.2,2,6.9,6.6,-43.7,5.5,-81.4,-1.4,1.3,1.9,7.7,-13.8,-3.4,-0.2,5.2,38.8,-0.5,1.3,-59.4,1.2,-98.2,-3.5,-5.6,-8.6,94.8,6.8,30.7,17,-9.9,-11.2,-19.2,51.5,-19.8,5,39.4,-12.3,-1.1,9.6,-4,59.5,42.8,6,8.6,-20.9,-0.4,17.9,-7,-4.1,-11.6,-8.3,-9,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 4月,-,-,-,-,-0.1,-11.3,1.9,5.5,2.9,0.2,-3.2,-1.3,3.9,0.3,12,8.4,3.2,2.8,-3.8,-10.4,8.9,-31.7,5.6,3.9,-1,256.9,16.5,-0.1,7.8,-37.9,19.1,-4.5,-4.8,20.9,-9.6,-5.3,-16,-4.9,1.3,86.4,-9.2,-4.5,-12.6,-24.6,19.7,-31,-35.7,-30.4,-14.6,3.5,-32.5,-9.5,-40.9,-45.5,-62.1,30.4,-7.2,1.2,-11.7,1.1,-7.8,-7.8,-24.8,6.3,4.7,38,...,,,,,
