項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7521,-,1459,-,566,-,455,-
0,0,0,0,0,調査世帯数,360,-,277,-,51,-,19,-,14,-
0,0,0,0,0,世帯人員,3.3,-,3.36,-,3.09,-,3.12,-,3.29,-
0,0,0,0,0,有業人員,1.7,-,1.72,-,1.66,-,1.65,-,1.35,-
0,0,0,0,0,世帯主平均年齢,50.5,-,51.7,-,43.8,-,56.9,-,44.8,-
1,0,0,0,0,受取,1301276,-,1354394,-,1184978,-,788368,-,1427091,-
1,1,0,0,0,実収入,673468,100,701086,100,590072,100,400766,100,834386,100
1,2,0,0,0,経常収入,662685,98.4,688981,98.3,582845,98.8,394926,98.5,827806,99.2
1,3,0,0,0,勤め先収入,624865,92.8,647339,92.3,565368,95.8,340010,84.8,806362,96.6
1,4,0,0,0,世帯主収入,523034,77.7,541641,77.3,457377,77.5,286662,71.5,737607,88.4
1,6,0,0,0,うち男,497805,73.9,518847,74,416532,70.6,251112,62.7,737607,88.4
1,5,0,0,0,定期収入,420967,62.5,431773,61.6,384290,65.1,265147,66.2,557907,66.9
1,5,0,0,0,臨時収入,5651,0.8,6168,0.9,4318,0.7,1781,0.4,6435,0.8
1,5,0,0,0,賞与,96417,14.3,103700,14.8,68768,11.7,19735,4.9,173264,20.8
1,4,0,0,0,世帯主の配偶者の収入,88364,13.1,91033,13,97463,16.5,41237,10.3,64689,7.8
1,6,0,0,0,うち女,86739,12.9,89381,12.7,94870,16.1,41237,10.3,64689,7.8
1,4,0,0,0,他の世帯員収入,13466,2,14665,2.1,10528,1.8,12111,3,4067,0.5
1,3,0,0,0,事業・内職収入,7518,1.1,9173,1.3,2575,0.4,1825,0.5,3739,0.4
1,4,0,0,0,家賃収入,3398,0.5,4077,0.6,530,0.1,1640,0.4,3739,0.4
1,4,0,0,0,他の事業収入,2593,0.4,3223,0.5,1130,0.2,185,0,-,-
1,4,0,0,0,内職収入,1527,0.2,1872,0.3,915,0.2,-,-,-,-
1,3,0,0,0,他の経常収入,30302,4.5,32470,4.6,14902,2.5,53091,13.2,17705,2.1
1,4,0,0,0,財産収入,1543,0.2,1852,0.3,28,0,2630,0.7,432,0.1
1,4,0,0,0,社会保障給付,28658,4.3,30565,4.4,14454,2.4,50461,12.6,17273,2.1
1,5,0,0,0,公的年金給付,20220,3,22937,3.3,5227,0.9,36769,9.2,1139,0.1
1,5,0,0,0,他の社会保障給付,8438,1.3,7628,1.1,9228,1.6,13692,3.4,16133,1.9
1,4,0,0,0,仕送り金,102,0,53,0,420,0.1,-,-,-,-
1,2,0,0,0,特別収入,10783,1.6,12105,1.7,7228,1.2,5841,1.5,6580,0.8
