項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,708,-,-,96,-,106,-,99,-,103,-,106,-,100,-,98,-
0,世帯人員,2.88,-,-,2.58,-,2.71,-,2.71,-,2.73,-,2.97,-,3.2,-,3.27,-
0,有業人員,1.32,-,-,1.18,-,1.26,-,1.23,-,1.16,-,1.45,-,1.49,-,1.48,-
0,世帯主平均年齢,60.4,-,-,65.2,-,64,-,63.3,-,59.9,-,57.9,-,54.8,-,57.9,-
0,消費支出,318260,100,1.7,101899,100,162281,100,217449,100,268848,100,324269,100,419456,100,729556,100
2,基礎的支出,174186,54.7,-2.8,80348,78.9,114975,70.8,141095,64.9,162271,60.4,182731,56.4,217156,51.8,319253,43.8
3,選択的支出,144074,45.3,7.8,21551,21.1,47306,29.2,76355,35.1,106577,39.6,141538,43.6,202299,48.2,410303,56.2
1,食料,86348,27.1,-2.6,49093,48.2,63380,39.1,73098,33.6,85077,31.6,95669,29.5,104746,25,132881,18.2
2,基礎的支出,65072,20.4,-3.7,42325,41.5,53238,32.8,57759,26.6,65231,24.3,70994,21.9,75307,18,90395,12.4
3,選択的支出,21275,6.7,0.7,6768,6.6,10141,6.2,15339,7.1,19846,7.4,24675,7.6,29439,7,42486,5.8
1,住居,20333,6.4,-3.6,3356,3.3,3354,2.1,11835,5.4,13303,4.9,17435,5.4,32871,7.8,59736,8.2
2,基礎的支出,18397,5.8,-6.7,3356,3.3,3354,2.1,10790,5,12897,4.8,15856,4.9,29557,7,52587,7.2
3,選択的支出,1937,0.6,41.4,-,-,-,-,1045,0.5,405,0.2,1579,0.5,3314,0.8,7149,1
1,光熱・水道,25056,7.9,-7.1,15571,15.3,21030,13,25485,11.7,26687,9.9,27681,8.5,28393,6.8,30476,4.2
2,基礎的支出,25056,7.9,-7.1,15571,15.3,21030,13,25485,11.7,26687,9.9,27681,8.5,28393,6.8,30476,4.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10731,3.4,3.6,2318,2.3,5099,3.1,4828,2.2,10445,3.9,10177,3.1,13071,3.1,29054,4
2,基礎的支出,6715,2.1,-2,2188,2.1,3846,2.4,4104,1.9,6782,2.5,6255,1.9,9288,2.2,14480,2
3,選択的支出,4016,1.3,14.5,130,0.1,1253,0.8,724,0.3,3663,1.4,3922,1.2,3783,0.9,14573,2
1,被服及び履物,15337,4.8,-1.2,2593,2.5,5136,3.2,8497,3.9,11612,4.3,12956,4,27937,6.7,38348,5.3
2,基礎的支出,834,0.3,-11.7,309,0.3,475,0.3,905,0.4,782,0.3,794,0.2,1118,0.3,1449,0.2
3,選択的支出,14503,4.6,-0.6,2285,2.2,4661,2.9,7592,3.5,10829,4,12162,3.8,26819,6.4,36899,5.1
1,保健医療,13993,4.4,6.4,4444,4.4,8967,5.5,10237,4.7,12786,4.8,19037,5.9,18842,4.5,23515,3.2
2,基礎的支出,11993,3.8,6.9,3798,3.7,8139,5,9552,4.4,10077,3.7,15876,4.9,16073,3.8,20322,2.8
3,選択的支出,1999,0.6,3.7,645,0.6,828,0.5,686,0.3,2709,1,3161,1,2769,0.7,3193,0.4
1,交通・通信,35186,11.1,10.2,5913,5.8,14866,9.2,19900,9.2,31415,11.7,36416,11.2,47040,11.2,90267,12.4
2,基礎的支出,10375,3.3,4.4,2453,2.4,5304,3.3,6324,2.9,9160,3.4,11430,3.5,14871,3.5,22957,3.1
3,選択的支出,24811,7.8,12.8,3460,3.4,9562,5.9,13576,6.2,22255,8.3,24986,7.7,32170,7.7,67311,9.2
1,教育,16967,5.3,33.9,276,0.3,1667,1,4992,2.3,4402,1.6,11968,3.7,24998,6,69938,9.6
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,16967,5.3,33.9,276,0.3,1667,1,4992,2.3,4402,1.6,11968,3.7,24998,6,69938,9.6
1,教養娯楽,36910,11.6,-6.6,7217,7.1,14345,8.8,20265,9.3,23656,8.8,33594,10.4,44687,10.7,113902,15.6
2,基礎的支出,6793,2.1,1.3,3316,3.3,5316,3.3,6347,2.9,6515,2.4,6212,1.9,7077,1.7,12718,1.7
3,選択的支出,30117,9.5,-8.2,3901,3.8,9029,5.6,13919,6.4,17140,6.4,27382,8.4,37610,9,101184,13.9
1,その他の消費支出,57399,18,8.4,11118,10.9,24437,15.1,38311,17.6,49466,18.4,59337,18.3,76870,18.3,141439,19.4
2,基礎的支出,28950,9.1,-1.3,7032,6.9,14273,8.8,19829,9.1,24139,9,27634,8.5,35473,8.5,73869,10.1
3,選択的支出,28449,8.9,20.4,4086,4,10164,6.3,18482,8.5,25327,9.4,31703,9.8,41397,9.9,67570,9.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年 1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
