項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8227,-,961,-,584,-,227,-
0,0,0,0,0,調査世帯数,677,-,565,-,62,-,37,-,13,-
0,0,0,0,0,世帯人員,2.99,-,2.96,-,3.41,-,2.73,-,3.17,-
0,0,0,0,0,有業人員,1.32,-,1.29,-,1.66,-,1.15,-,1.17,-
0,0,0,0,0,世帯主平均年齢,60.2,-,62.2,-,44.9,-,64.6,-,40,-
2,2,0,0,0,生計支出,321895,-,326318,-,342378,-,216991,-,344894,-
2,3,0,0,0,消費支出,321895,100,326318,100,342378,100,216991,100,344894,100
2,4,1,0,0,食料,87937,27.3,90178,27.6,83645,24.4,64416,29.7,85425,24.8
2,5,1,1,0,穀類,6634,2.1,6734,2.1,6513,1.9,5814,2.7,5656,1.6
2,6,1,1,1,米類,1795,0.6,1822,0.6,1474,0.4,1773,0.8,2250,0.7
2,6,1,1,2,パン,3125,1,3210,1,3121,0.9,2324,1.1,2144,0.6
2,6,1,1,3,麺類,1290,0.4,1285,0.4,1433,0.4,1284,0.6,866,0.3
2,6,1,1,4,他の穀類,424,0.1,417,0.1,486,0.1,433,0.2,397,0.1
2,5,1,2,0,魚介類,5929,1.8,6364,2,3383,1,4380,2,4928,1.4
2,6,1,2,1,生鮮魚介,3460,1.1,3716,1.1,1808,0.5,2717,1.3,3121,0.9
2,6,1,2,2,塩干魚介,1066,0.3,1139,0.3,692,0.2,775,0.4,722,0.2
2,6,1,2,3,魚肉練製品,559,0.2,595,0.2,325,0.1,401,0.2,638,0.2
2,6,1,2,4,他の魚介加工品,844,0.3,914,0.3,559,0.2,486,0.2,447,0.1
2,5,1,3,0,肉類,8029,2.5,8287,2.5,7135,2.1,5638,2.6,8617,2.5
2,6,1,3,1,生鮮肉,6546,2,6833,2.1,5296,1.5,4285,2,7275,2.1
2,6,1,3,2,加工肉,1483,0.5,1455,0.4,1839,0.5,1353,0.6,1343,0.4
2,5,1,4,0,乳卵類,4247,1.3,4448,1.4,3255,1,3099,1.4,4118,1.2
2,6,1,4,1,牛乳,1409,0.4,1478,0.5,957,0.3,1105,0.5,1603,0.5
2,6,1,4,2,乳製品,2046,0.6,2154,0.7,1717,0.5,1269,0.6,1556,0.5
2,6,1,4,3,卵,792,0.2,817,0.3,581,0.2,725,0.3,959,0.3
2,5,1,5,0,野菜・海藻,9745,3,10182,3.1,7125,2.1,7534,3.5,10666,3.1
2,6,1,5,1,生鮮野菜,6639,2.1,6931,2.1,4852,1.4,4963,2.3,7951,2.3
2,6,1,5,2,乾物・海藻,737,0.2,792,0.2,498,0.1,386,0.2,668,0.2
2,6,1,5,3,大豆加工品,1162,0.4,1213,0.4,885,0.3,975,0.4,969,0.3
2,6,1,5,4,他の野菜・海藻加工品,1206,0.4,1246,0.4,889,0.3,1211,0.6,1079,0.3
2,5,1,6,0,果物,3282,1,3534,1.1,1784,0.5,2406,1.1,2764,0.8
2,6,1,6,1,生鮮果物,2960,0.9,3172,1,1700,0.5,2231,1,2509,0.7
2,6,1,6,2,果物加工品,322,0.1,362,0.1,84,0,175,0.1,254,0.1
2,5,1,7,0,油脂・調味料,3907,1.2,4050,1.2,3079,0.9,2875,1.3,4872,1.4
2,6,1,7,1,油脂,386,0.1,393,0.1,372,0.1,302,0.1,421,0.1
2,6,1,7,2,調味料,3521,1.1,3658,1.1,2706,0.8,2573,1.2,4451,1.3
2,5,1,8,0,菓子類,6429,2,6601,2,6177,1.8,4091,1.9,7271,2.1
2,5,1,9,0,調理食品,12029,3.7,12246,3.8,12112,3.5,10068,4.6,8862,2.6
2,6,1,9,1,主食的調理食品,5159,1.6,5171,1.6,5631,1.6,4574,2.1,4266,1.2
2,6,1,9,2,他の調理食品,6869,2.1,7075,2.2,6482,1.9,5494,2.5,4596,1.3
2,5,1,10,0,飲料,4622,1.4,4623,1.4,5415,1.6,3723,1.7,3559,1
2,6,1,10,1,茶類,1209,0.4,1256,0.4,1214,0.4,854,0.4,404,0.1
2,6,1,10,2,コーヒー・ココア,911,0.3,917,0.3,992,0.3,864,0.4,454,0.1
2,6,1,10,3,他の飲料,2502,0.8,2449,0.8,3209,0.9,2005,0.9,2702,0.8
2,5,1,11,0,酒類,3612,1.1,3672,1.1,3799,1.1,2917,1.3,2434,0.7
2,5,1,12,0,外食,19472,6,19437,6,23868,7,11871,5.5,21678,6.3
2,6,1,12,1,一般外食,18455,5.7,18445,5.7,22152,6.5,11746,5.4,20409,5.9
2,6,1,12,2,学校給食,1017,0.3,991,0.3,1717,0.5,125,0.1,1269,0.4
2,4,2,0,0,住居,35397,11,28383,8.7,88212,25.8,48634,22.4,31894,9.2
2,5,2,1,0,家賃地代,12541,3.9,733,0.2,87652,25.6,47947,22.1,31286,9.1
2,5,2,2,0,設備修繕・維持,22856,7.1,27650,8.5,561,0.2,687,0.3,608,0.2
2,6,2,2,1,設備材料,6573,2,7958,2.4,37,0,360,0.2,51,0
2,6,2,2,2,工事その他のサービス,16283,5.1,19692,6,524,0.2,327,0.2,558,0.2
2,4,3,0,0,光熱・水道,18451,5.7,19218,5.9,16103,4.7,12732,5.9,15328,4.4
2,5,3,1,0,電気代,8892,2.8,9281,2.8,8109,2.4,5797,2.7,6065,1.8
