項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,715,-,-,98,-,98,-,105,-,108,-,101,-,105,-,100,-
0,世帯人員,2.93,-,-,2.52,-,2.67,-,2.92,-,2.99,-,2.95,-,3.2,-,3.28,-
0,有業人員,1.3,-,-,0.93,-,1.25,-,1.2,-,1.31,-,1.25,-,1.71,-,1.42,-
0,世帯主平均年齢,60.5,-,-,66.8,-,64.3,-,60.2,-,58.8,-,60.1,-,55.7,-,57.8,-
0,消費支出,336955,100,7.7,103212,100,164713,100,219089,100,271439,100,340056,100,447745,100,808637,100
2,基礎的支出,179352,53.2,7.1,76433,74.1,117111,71.1,136866,62.5,159930,58.9,184259,54.2,225921,50.5,353310,43.7
3,選択的支出,157603,46.8,8.4,26779,25.9,47602,28.9,82223,37.5,111510,41.1,155796,45.8,221824,49.5,455327,56.3
1,食料,91626,27.2,2.2,50219,48.7,68253,41.4,80621,36.8,90425,33.3,99799,29.3,123512,27.6,127898,15.8
2,基礎的支出,69657,20.7,2.8,43206,41.9,57932,35.2,65782,30,71038,26.2,75016,22.1,86664,19.4,87557,10.8
3,選択的支出,21969,6.5,0.5,7013,6.8,10321,6.3,14838,6.8,19387,7.1,24783,7.3,36848,8.2,40340,5
1,住居,29896,8.9,26.4,2044,2,9507,5.8,14608,6.7,13313,4.9,22186,6.5,39178,8.8,108004,13.4
2,基礎的支出,28570,8.5,33.1,1809,1.8,9138,5.5,13921,6.4,12988,4.8,21074,6.2,34675,7.7,105967,13.1
3,選択的支出,1327,0.4,-39.5,235,0.2,369,0.2,687,0.3,324,0.1,1112,0.3,4503,1,2037,0.3
1,光熱・水道,18389,5.5,-5.2,10579,10.2,16500,10,18627,8.5,19894,7.3,19335,5.7,21749,4.9,21933,2.7
2,基礎的支出,18389,5.5,-5.2,10579,10.2,16500,10,18627,8.5,19894,7.3,19335,5.7,21749,4.9,21933,2.7
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,17521,5.2,72,4104,4,6934,4.2,7834,3.6,11541,4.3,18075,5.3,21741,4.9,52192,6.5
2,基礎的支出,10665,3.2,54.2,3592,3.5,5233,3.2,6919,3.2,8390,3.1,10935,3.2,16420,3.7,23048,2.9
3,選択的支出,6856,2,109.6,512,0.5,1701,1,915,0.4,3151,1.2,7140,2.1,5321,1.2,29144,3.6
1,被服及び履物,12042,3.6,2.7,2619,2.5,5010,3,5952,2.7,10126,3.7,15483,4.6,21898,4.9,23036,2.8
2,基礎的支出,838,0.2,48.3,298,0.3,728,0.4,482,0.2,786,0.3,1517,0.4,1020,0.2,1026,0.1
3,選択的支出,11204,3.3,0.4,2321,2.2,4283,2.6,5471,2.5,9340,3.4,13966,4.1,20878,4.7,22010,2.7
1,保健医療,17287,5.1,16.4,5346,5.2,8474,5.1,8762,4,13221,4.9,21223,6.2,20744,4.6,43033,5.3
2,基礎的支出,14290,4.2,13.9,4771,4.6,7754,4.7,7093,3.2,10646,3.9,17472,5.1,16835,3.8,35299,4.4
3,選択的支出,2996,0.9,29.6,575,0.6,720,0.4,1669,0.8,2575,0.9,3752,1.1,3909,0.9,7734,1
1,交通・通信,39229,11.6,10.3,9476,9.2,13922,8.5,26851,12.3,31051,11.4,37736,11.1,56814,12.7,98279,12.2
2,基礎的支出,10071,3,1.5,3216,3.1,5163,3.1,7303,3.3,9764,3.6,12120,3.6,14993,3.3,17822,2.2
3,選択的支出,29158,8.7,13.6,6259,6.1,8760,5.3,19547,8.9,21287,7.8,25617,7.5,41820,9.3,80457,9.9
1,教育,26365,7.8,3.3,405,0.4,1434,0.9,5947,2.7,6054,2.2,8138,2.4,20267,4.5,141896,17.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,26365,7.8,3.3,405,0.4,1434,0.9,5947,2.7,6054,2.2,8138,2.4,20267,4.5,141896,17.5
1,教養娯楽,37990,11.3,3.7,8812,8.5,14786,9,25468,11.6,31120,11.5,44275,13,54148,12.1,86854,10.7
2,基礎的支出,7209,2.1,-7.4,3840,3.7,5379,3.3,7111,3.2,6602,2.4,8674,2.6,7313,1.6,11502,1.4
3,選択的支出,30781,9.1,6.7,4972,4.8,9407,5.7,18357,8.4,24519,9,35601,10.5,46834,10.5,75352,9.3
1,その他の消費支出,46610,13.8,1.8,9607,9.3,19892,12.1,24420,11.1,44696,16.5,53805,15.8,67695,15.1,105512,13
2,基礎的支出,19662,5.8,-7.1,5121,5,9285,5.6,9628,4.4,19823,7.3,18117,5.3,26251,5.9,49155,6.1
3,選択的支出,26947,8,9.5,4486,4.3,10608,6.4,14792,6.8,24873,9.2,35688,10.5,41444,9.3,56356,7
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年 9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
