項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,699,-,-,96,-,94,-,102,-,103,-,104,-,100,-,100,-
0,0,世帯人員,2.94,-,-,2.69,-,2.71,-,2.87,-,2.93,-,3.1,-,3.15,-,3.13,-
0,0,有業人員,1.31,-,-,1.26,-,1.09,-,1.13,-,1.27,-,1.47,-,1.46,-,1.5,-
0,0,世帯主平均年齢,60.1,-,-,63.5,-,64.4,-,61.2,-,58.7,-,56.6,-,56.2,-,59.8,-
0,0,消費支出,358932,-,-2,117731,-,192807,-,242331,-,288719,-,353480,-,466955,-,846480,-
0,0,公共的料金,82882,23.1,-0.4,30673,26.1,46104,23.9,67763,28,73130,25.3,80272,22.7,109226,23.4,172150,20.3
1,0,公共料金等,58156,16.2,-1.8,25477,21.6,36910,19.1,51720,21.3,50078,17.3,60523,17.1,76295,16.3,105566,12.5
1,1,米,1550,0.4,-16.7,1312,1.1,1337,0.7,1213,0.5,1727,0.6,1583,0.4,2080,0.4,1597,0.2
1,1,食塩,54,0,35,37,0,36,0,36,0,42,0,54,0,52,0,123,0
1,1,学校給食,841,0.2,-5.9,72,0.1,430,0.2,629,0.3,1076,0.4,1322,0.4,1184,0.3,1163,0.1
1,1,公営家賃,1647,0.5,-53.5,271,0.2,1517,0.8,1992,0.8,3617,1.3,2855,0.8,1273,0.3,-,-
1,1,電気代,8848,2.5,3.5,5501,4.7,7332,3.8,8990,3.7,8657,3,9187,2.6,10359,2.2,11862,1.4
1,1,都市ガス,5280,1.5,-5.7,3118,2.6,4678,2.4,5692,2.3,4677,1.6,5060,1.4,6321,1.4,7378,0.9
1,1,上下水道料,5196,1.4,-1.2,3554,3,4675,2.4,5081,2.1,5350,1.9,4977,1.4,6417,1.4,6296,0.7
1,1,医科診療代,3957,1.1,-4.2,2515,2.1,2514,1.3,3264,1.3,4676,1.6,2544,0.7,6374,1.4,5785,0.7
1,1,歯科診療代,4222,1.2,45.8,279,0.2,594,0.3,1026,0.4,1008,0.3,830,0.2,1847,0.4,23873,2.8
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1552,0.4,33,-,-,404,0.2,1842,0.8,163,0.1,2437,0.7,3313,0.7,2677,0.3
1,1,鉄道運賃,4867,1.4,0.5,722,0.6,638,0.3,4502,1.9,2472,0.9,6069,1.7,10323,2.2,9271,1.1
1,1,鉄道通学定期代,121,0,-31.6,-,-,15,0,-,-,-,-,304,0.1,-,-,523,0.1
