項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,710,-,-,100,-,99,-,103,-,104,-,107,-,101,-,96,-
0,世帯人員,2.92,-,-,2.5,-,2.7,-,2.8,-,3.08,-,3.14,-,3.19,-,3.03,-
0,有業人員,1.32,-,-,0.93,-,1.27,-,1.35,-,1.38,-,1.4,-,1.35,-,1.59,-
0,世帯主平均年齢,61.6,-,-,67.8,-,65.5,-,62.2,-,60.2,-,59.1,-,56.8,-,59.5,-
0,消費支出,316910,100,11.1,106212,100,165863,100,214607,100,261530,100,318424,100,409713,100,740422,100
2,基礎的支出,179614,56.7,11.2,82526,77.7,114505,69,139286,64.9,157268,60.1,180644,56.7,213971,52.2,368386,49.8
3,選択的支出,137297,43.3,10.9,23686,22.3,51358,31,75321,35.1,104262,39.9,137779,43.3,195743,47.8,372037,50.2
1,食料,90995,28.7,2.4,53921,50.8,68283,41.2,81254,37.9,95782,36.6,99652,31.3,108830,26.6,129028,17.4
2,基礎的支出,69835,22,2.8,47044,44.3,57810,34.9,65211,30.4,73210,28,75636,23.8,80713,19.7,89083,12
3,選択的支出,21161,6.7,0.9,6877,6.5,10473,6.3,16043,7.5,22572,8.6,24016,7.5,28117,6.9,39945,5.4
1,住居,22273,7,7.4,2971,2.8,4699,2.8,12726,5.9,15814,6,17268,5.4,35791,8.7,66522,9
2,基礎的支出,20937,6.6,8.6,2971,2.8,4189,2.5,11204,5.2,15814,6,17268,5.4,34334,8.4,60667,8.2
3,選択的支出,1336,0.4,-8.3,-,-,510,0.3,1522,0.7,-,-,-,-,1457,0.4,5855,0.8
1,光熱・水道,19170,6,9.2,13177,12.4,16921,10.2,18538,8.6,20451,7.8,20111,6.3,21597,5.3,23365,3.2
2,基礎的支出,19170,6,9.2,13177,12.4,16921,10.2,18538,8.6,20451,7.8,20111,6.3,21597,5.3,23365,3.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10940,3.5,18.7,3555,3.3,5513,3.3,5555,2.6,7494,2.9,9979,3.1,15217,3.7,29207,3.9
2,基礎的支出,8048,2.5,20.8,2841,2.7,4280,2.6,4284,2,6216,2.4,8351,2.6,11011,2.7,19306,2.6
3,選択的支出,2892,0.9,13.1,714,0.7,1233,0.7,1271,0.6,1277,0.5,1627,0.5,4206,1,9902,1.3
1,被服及び履物,14819,4.7,14.1,2746,2.6,5549,3.3,10587,4.9,13012,5,14731,4.6,20314,5,36713,5
2,基礎的支出,993,0.3,13,197,0.2,616,0.4,970,0.5,1049,0.4,1298,0.4,1249,0.3,1565,0.2
3,選択的支出,13826,4.4,14.2,2550,2.4,4934,3,9617,4.5,11962,4.6,13433,4.2,19065,4.7,35147,4.7
1,保健医療,19203,6.1,14.1,6096,5.7,10178,6.1,11012,5.1,12575,4.8,16251,5.1,18134,4.4,60082,8.1
2,基礎的支出,17251,5.4,21.1,5603,5.3,9358,5.6,10108,4.7,11006,4.2,14564,4.6,15061,3.7,54969,7.4
3,選択的支出,1953,0.6,-24.5,493,0.5,821,0.5,904,0.4,1569,0.6,1687,0.5,3073,0.8,5113,0.7
1,交通・通信,37448,11.8,16.1,5684,5.4,13177,7.9,19293,9,26398,10.1,32764,10.3,47041,11.5,117560,15.9
2,基礎的支出,10694,3.4,17.5,2424,2.3,3987,2.4,7587,3.5,9132,3.5,14343,4.5,16438,4,20854,2.8
3,選択的支出,26754,8.4,15.5,3260,3.1,9190,5.5,11705,5.5,17266,6.6,18421,5.8,30602,7.5,96707,13.1
1,教育,11007,3.5,-1.4,805,0.8,1183,0.7,3167,1.5,5463,2.1,11854,3.7,18898,4.6,35568,4.8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,11007,3.5,-1.4,805,0.8,1183,0.7,3167,1.5,5463,2.1,11854,3.7,18898,4.6,35568,4.8
1,教養娯楽,37154,11.7,20.1,7924,7.5,17071,10.3,25498,11.9,27397,10.5,38364,12,53986,13.2,89576,12.1
2,基礎的支出,7520,2.4,16.9,3517,3.3,6740,4.1,7482,3.5,5820,2.2,7477,2.3,10797,2.6,10766,1.5
3,選択的支出,29634,9.4,20.9,4407,4.1,10331,6.2,18016,8.4,21577,8.3,30887,9.7,43189,10.5,78810,10.6
1,その他の消費支出,53901,17,20.4,9333,8.8,23289,14,26976,12.6,37145,14.2,57450,18,69905,17.1,152800,20.6
2,基礎的支出,25167,7.9,29.4,4752,4.5,10606,6.4,13902,6.5,14569,5.6,21596,6.8,22771,5.6,87811,11.9
3,選択的支出,28734,9.1,13.5,4581,4.3,12683,7.6,13074,6.1,22575,8.6,35854,11.3,47134,11.5,64989,8.8
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年 6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
