項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8126,-,1037,-,658,-,179,-
0,0,0,0,0,調査世帯数,709,-,585,-,71,-,41,-,12,-
0,0,0,0,0,世帯人員,2.96,-,2.95,-,3.15,-,2.7,-,3.21,-
0,0,0,0,0,有業人員,1.31,-,1.31,-,1.63,-,0.83,-,1.26,-
0,0,0,0,0,世帯主平均年齢,60.5,-,62.4,-,44.2,-,66.7,-,45.8,-
2,2,0,0,0,生計支出,326831,-,327366,-,374882,-,222364,-,408461,-
2,3,0,0,0,消費支出,326831,100,327366,100,374882,100,222364,100,408461,100
2,4,1,0,0,食料,91777,28.1,93782,28.6,86554,23.1,74626,33.6,94096,23
2,5,1,1,0,穀類,6472,2,6590,2,6099,1.6,6013,2.7,4950,1.2
2,6,1,1,1,米類,1775,0.5,1772,0.5,1733,0.5,2039,0.9,1205,0.3
2,6,1,1,2,パン,3068,0.9,3175,1,2804,0.7,2363,1.1,2327,0.6
2,6,1,1,3,麺類,1278,0.4,1284,0.4,1240,0.3,1373,0.6,901,0.2
2,6,1,1,4,他の穀類,350,0.1,360,0.1,321,0.1,238,0.1,517,0.1
2,5,1,2,0,魚介類,5637,1.7,6001,1.8,3275,0.9,5484,2.5,3366,0.8
2,6,1,2,1,生鮮魚介,3346,1,3574,1.1,1779,0.5,3306,1.5,2243,0.5
2,6,1,2,2,塩干魚介,945,0.3,1004,0.3,621,0.2,890,0.4,360,0.1
2,6,1,2,3,魚肉練製品,452,0.1,476,0.1,325,0.1,434,0.2,156,0
2,6,1,2,4,他の魚介加工品,894,0.3,947,0.3,550,0.1,854,0.4,607,0.1
2,5,1,3,0,肉類,7044,2.2,7439,2.3,5594,1.5,4734,2.1,5990,1.5
2,6,1,3,1,生鮮肉,5609,1.7,5969,1.8,4166,1.1,3619,1.6,4914,1.2
2,6,1,3,2,加工肉,1435,0.4,1469,0.4,1427,0.4,1115,0.5,1077,0.3
2,5,1,4,0,乳卵類,4120,1.3,4298,1.3,3129,0.8,3366,1.5,4584,1.1
2,6,1,4,1,牛乳,1522,0.5,1610,0.5,1072,0.3,993,0.4,2053,0.5
2,6,1,4,2,乳製品,1869,0.6,1937,0.6,1472,0.4,1724,0.8,1638,0.4
2,6,1,4,3,卵,729,0.2,750,0.2,586,0.2,650,0.3,893,0.2
2,5,1,5,0,野菜・海藻,9721,3,10208,3.1,7195,1.9,8344,3.8,7350,1.8
2,6,1,5,1,生鮮野菜,6810,2.1,7162,2.2,5133,1.4,5585,2.5,5063,1.2
2,6,1,5,2,乾物・海藻,660,0.2,683,0.2,573,0.2,510,0.2,666,0.2
2,6,1,5,3,大豆加工品,1089,0.3,1144,0.3,748,0.2,1036,0.5,782,0.2
2,6,1,5,4,他の野菜・海藻加工品,1162,0.4,1218,0.4,741,0.2,1212,0.5,839,0.2
2,5,1,6,0,果物,3633,1.1,3936,1.2,2038,0.5,2809,1.3,2141,0.5
2,6,1,6,1,生鮮果物,3335,1,3626,1.1,1787,0.5,2614,1.2,1712,0.4
2,6,1,6,2,果物加工品,298,0.1,309,0.1,251,0.1,195,0.1,428,0.1
2,5,1,7,0,油脂・調味料,3266,1,3343,1,2811,0.7,2914,1.3,3676,0.9
2,6,1,7,1,油脂,371,0.1,399,0.1,247,0.1,225,0.1,370,0.1
2,6,1,7,2,調味料,2894,0.9,2944,0.9,2564,0.7,2689,1.2,3306,0.8
2,5,1,8,0,菓子類,6344,1.9,6511,2,5981,1.6,4770,2.1,6677,1.6
2,5,1,9,0,調理食品,12721,3.9,12756,3.9,12671,3.4,12894,5.8,10804,2.6
2,6,1,9,1,主食的調理食品,5704,1.7,5661,1.7,5907,1.6,6039,2.7,5229,1.3
2,6,1,9,2,他の調理食品,7018,2.1,7095,2.2,6764,1.8,6855,3.1,5575,1.4
2,5,1,10,0,飲料,5964,1.8,5861,1.8,6717,1.8,5908,2.7,6486,1.6
2,6,1,10,1,茶類,1305,0.4,1302,0.4,1146,0.3,1597,0.7,1272,0.3
2,6,1,10,2,コーヒー・ココア,959,0.3,966,0.3,874,0.2,989,0.4,1040,0.3
2,6,1,10,3,他の飲料,3701,1.1,3594,1.1,4696,1.3,3322,1.5,4174,1
2,5,1,11,0,酒類,4019,1.2,3998,1.2,4210,1.1,3829,1.7,4575,1.1
2,5,1,12,0,外食,22837,7,22843,7,26835,7.2,13561,6.1,33498,8.2
2,6,1,12,1,一般外食,22346,6.8,22403,6.8,26337,7,12553,5.6,32697,8
2,6,1,12,2,学校給食,490,0.1,440,0.1,498,0.1,1009,0.5,802,0.2
2,4,2,0,0,住居,23249,7.1,12210,3.7,100114,26.7,31913,14.4,47281,11.6
2,5,2,1,0,家賃地代,14215,4.3,1243,0.4,99439,26.5,31705,14.3,45086,11
2,5,2,2,0,設備修繕・維持,9034,2.8,10966,3.3,675,0.2,208,0.1,2195,0.5
2,6,2,2,1,設備材料,2561,0.8,3111,1,162,0,208,0.1,160,0
2,6,2,2,2,工事その他のサービス,6473,2,7855,2.4,513,0.1,-,-,2035,0.5
2,4,3,0,0,光熱・水道,18450,5.6,18905,5.8,18047,4.8,13935,6.3,16697,4.1
2,5,3,1,0,電気代,9356,2.9,9733,3,8487,2.3,6118,2.8,9150,2.2
2,5,3,2,0,ガス代,3722,1.1,3811,1.2,3713,1,3026,1.4,2319,0.6
2,5,3,3,0,他の光熱,93,0,43,0,8,0,870,0.4,5,0
2,5,3,4,0,上下水道料,5279,1.6,5319,1.6,5840,1.6,3921,1.8,5222,1.3
2,4,4,0,0,家具・家事用品,13148,4,14170,4.3,7195,1.9,4867,2.2,31717,7.8
2,5,4,1,0,家庭用耐久財,4445,1.4,4820,1.5,257,0.1,720,0.3,25385,6.2
2,6,4,1,1,家事用耐久財,1955,0.6,2280,0.7,164,0,548,0.2,2747,0.7
2,6,4,1,2,冷暖房用器具,2259,0.7,2261,0.7,93,0,106,0,22638,5.5
2,6,4,1,3,一般家具,231,0.1,279,0.1,-,-,65,0,-,-
2,5,4,2,0,室内装備・装飾品,1695,0.5,2007,0.6,322,0.1,438,0.2,108,0
2,5,4,3,0,寝具類,588,0.2,629,0.2,583,0.2,255,0.1,-,-
2,5,4,4,0,家事雑貨,2356,0.7,2419,0.7,2698,0.7,987,0.4,2546,0.6
2,5,4,5,0,家事用消耗品,3196,1,3301,1,2986,0.8,2269,1,3087,0.8
2,5,4,6,0,家事サービス,867,0.3,993,0.3,350,0.1,199,0.1,592,0.1
2,4,5,0,0,被服及び履物,12413,3.8,12759,3.9,15050,4,3658,1.6,13601,3.3
2,5,5,1,0,和服,412,0.1,480,0.1,212,0.1,-,-,-,-
2,5,5,2,0,洋服,5145,1.6,5331,1.6,6434,1.7,1280,0.6,3445,0.8
2,6,5,2,1,男子用洋服,1429,0.4,1557,0.5,1119,0.3,388,0.2,1239,0.3
2,6,5,2,2,婦人用洋服,3280,1,3339,1,4633,1.2,720,0.3,2205,0.5
2,6,5,2,3,子供用洋服,436,0.1,435,0.1,682,0.2,172,0.1,-,-
2,5,5,3,0,シャツ・セーター類,2311,0.7,2363,0.7,2727,0.7,851,0.4,2895,0.7
2,6,5,3,1,男子用シャツ・セーター類,846,0.3,881,0.3,921,0.2,247,0.1,1068,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1316,0.4,1356,0.4,1593,0.4,509,0.2,830,0.2
2,6,5,3,3,子供用シャツ・セーター類,149,0,126,0,213,0.1,95,0,998,0.2
2,5,5,4,0,下着類,929,0.3,985,0.3,638,0.2,695,0.3,957,0.2
2,6,5,4,1,男子用下着類,351,0.1,377,0.1,168,0,295,0.1,447,0.1
2,6,5,4,2,婦人用下着類,473,0.1,512,0.2,324,0.1,225,0.1,459,0.1
2,6,5,4,3,子供用下着類,105,0,96,0,146,0,175,0.1,52,0
2,5,5,5,0,生地・糸類,248,0.1,302,0.1,29,0,3,0,-,-
2,5,5,6,0,他の被服,854,0.3,815,0.2,1020,0.3,360,0.2,3465,0.8
2,5,5,7,0,履物類,1575,0.5,1637,0.5,1754,0.5,195,0.1,2786,0.7
2,5,5,8,0,被服関連サービス,938,0.3,846,0.3,2236,0.6,274,0.1,53,0
2,4,6,0,0,保健医療,16078,4.9,17163,5.2,11575,3.1,9727,4.4,16285,4
2,5,6,1,0,医薬品,2959,0.9,3174,1,1213,0.3,2743,1.2,4134,1
2,5,6,2,0,健康保持用摂取品,1322,0.4,1536,0.5,251,0.1,217,0.1,1880,0.5
2,5,6,3,0,保健医療用品・器具,2169,0.7,2171,0.7,2222,0.6,1923,0.9,2657,0.7
2,5,6,4,0,保健医療サービス,9628,2.9,10282,3.1,7889,2.1,4844,2.2,7614,1.9
2,4,7,0,0,交通・通信,35617,10.9,36378,11.1,34258,9.1,22466,10.1,57332,14
2,5,7,1,0,交通,12450,3.8,13108,4,11149,3,4864,2.2,18049,4.4
2,5,7,2,0,自動車等関係費,11430,3.5,11639,3.6,11294,3,5609,2.5,24134,5.9
2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,131,0,162,0,-,-,-,-,-,-
2,6,7,2,3,自動車等維持,11298,3.5,11477,3.5,11294,3,5609,2.5,24134,5.9
2,5,7,3,0,通信,11737,3.6,11631,3.6,11816,3.2,11993,5.4,15149,3.7
2,4,8,0,0,教育,15226,4.7,14727,4.5,19829,5.3,17607,7.9,2486,0.6
2,5,8,1,0,授業料等,10696,3.3,9720,3,16789,4.5,15596,7,1694,0.4
2,5,8,2,0,教科書・学習参考教材,84,0,90,0,99,0,14,0,-,-
2,5,8,3,0,補習教育,4445,1.4,4916,1.5,2941,0.8,1998,0.9,792,0.2
2,4,9,0,0,教養娯楽,41401,12.7,43522,13.3,41086,11,15495,7,42195,10.3
2,5,9,1,0,教養娯楽用耐久財,2189,0.7,1203,0.4,10765,2.9,850,0.4,2229,0.5
2,5,9,2,0,教養娯楽用品,6749,2.1,7079,2.2,6789,1.8,3001,1.3,5323,1.3
2,5,9,3,0,書籍・他の印刷物,3914,1.2,4167,1.3,2539,0.7,2938,1.3,3970,1
2,5,9,4,0,教養娯楽サービス,28548,8.7,31073,9.5,20993,5.6,8707,3.9,30673,7.5
2,6,9,4,1,宿泊料,6350,1.9,6497,2,7243,1.9,3796,1.7,3918,1
2,6,9,4,2,パック旅行費,6354,1.9,7747,2.4,258,0.1,51,0,1630,0.4
2,6,9,4,3,月謝類,3723,1.1,3931,1.2,3120,0.8,676,0.3,8975,2.2
2,6,9,4,4,他の教養娯楽サービス,12121,3.7,12899,3.9,10373,2.8,4184,1.9,16150,4
2,4,10,0,0,その他の消費支出,59473,18.2,63751,19.5,41173,11,28070,12.6,86769,21.2
2,5,10,1,0,諸雑費,25949,7.9,27443,8.4,22304,5.9,12437,5.6,28936,7.1
2,6,10,1,1,理美容サービス,4057,1.2,4375,1.3,3340,0.9,787,0.4,5789,1.4
2,6,10,1,2,理美容用品,5783,1.8,5975,1.8,6142,1.6,2485,1.1,7120,1.7
2,6,10,1,3,身の回り用品,4637,1.4,4937,1.5,4799,1.3,608,0.3,4875,1.2
2,6,10,1,4,たばこ,900,0.3,681,0.2,2105,0.6,1769,0.8,660,0.2
2,6,10,1,5,他の諸雑費,10571,3.2,11473,3.5,5917,1.6,6788,3.1,10491,2.6
2,5,10,2,0,こづかい,9554,2.9,9946,3,6189,1.7,4566,2.1,29604,7.2
2,5,10,3,0,交際費,22197,6.8,24344,7.4,12042,3.2,11067,5,24481,6
2,6,10,3,0,食料,6822,2.1,7263,2.2,3793,1,5794,2.6,8153,2
2,6,10,3,0,家具・家事用品,326,0.1,368,0.1,90,0,271,0.1,-,-
2,6,10,3,0,被服及び履物,308,0.1,361,0.1,44,0,158,0.1,-,-
