項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7387,-,1643,-,486,-,484,-
0,0,0,0,0,調査世帯数,364,-,281,-,53,-,16,-,14,-
0,0,0,0,0,世帯人員,3.31,-,3.37,-,3.1,-,3.31,-,3.04,-
0,0,0,0,0,有業人員,1.68,-,1.69,-,1.67,-,2.04,-,1.08,-
0,0,0,0,0,世帯主平均年齢,49.8,-,51.3,-,43.7,-,55.6,-,41,-
1,0,0,0,0,受取,1831730,-,1929720,-,1744035,-,837185,-,1632166,-
1,1,0,0,0,実収入,1189450,100,1277844,100,999477,100,444074,100,1233334,100
1,2,0,0,0,経常収入,1169622,98.3,1252457,98,996656,99.7,439883,99.1,1224902,99.3
1,3,0,0,0,勤め先収入,1116842,93.9,1189114,93.1,975677,97.6,411167,92.6,1201207,97.4
1,4,0,0,0,世帯主収入,956069,80.4,1023335,80.1,783482,78.4,343176,77.3,1130333,91.6
1,6,0,0,0,うち男,914691,76.9,986301,77.2,728254,72.9,241334,54.3,1130333,91.6
1,5,0,0,0,定期収入,435203,36.6,445428,34.9,405143,40.5,288510,65,528357,42.8
1,5,0,0,0,臨時収入,6445,0.5,7627,0.6,2335,0.2,2865,0.6,5950,0.5
1,5,0,0,0,賞与,514421,43.2,570281,44.6,376004,37.6,51802,11.7,596027,48.3
1,4,0,0,0,世帯主の配偶者の収入,144263,12.1,145166,11.4,186431,18.7,61056,13.7,70874,5.7
1,6,0,0,0,うち女,138643,11.7,140807,11,171826,17.2,61056,13.7,70874,5.7
1,4,0,0,0,他の世帯員収入,16510,1.4,20613,1.6,5764,0.6,6934,1.6,-,-
1,3,0,0,0,事業・内職収入,13186,1.1,16964,1.3,3986,0.4,-,-,-,-
1,4,0,0,0,家賃収入,4897,0.4,5760,0.5,3908,0.4,-,-,-,-
1,4,0,0,0,他の事業収入,3289,0.3,4435,0.3,78,0,-,-,-,-
