項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7407,-,1307,-,784,-,502,-
0,0,0,0,0,調査世帯数,365,-,277,-,46,-,27,-,15,-
0,0,0,0,0,世帯人員,3.37,-,3.37,-,3.41,-,3.43,-,3.15,-
0,0,0,0,0,有業人員,1.68,-,1.69,-,1.7,-,1.83,-,1.22,-
0,0,0,0,0,世帯主平均年齢,50.1,-,51.2,-,43.3,-,56,-,41.3,-
1,0,0,0,0,受取,1211806,-,1263951,-,1176241,-,843036,-,1111013,-
1,1,0,0,0,実収入,605380,100,621079,100,593194,100,476970,100,606028,100
1,2,0,0,0,経常収入,601729,99.4,618376,99.6,589683,99.4,462213,96.9,605351,99.9
1,3,0,0,0,勤め先収入,533885,88.2,545949,87.9,552539,93.1,379515,79.6,548375,90.5
1,4,0,0,0,世帯主収入,443812,73.3,455169,73.3,430281,72.5,303334,63.6,530793,87.6
1,6,0,0,0,うち男,426877,70.5,440935,71,410258,69.2,255176,53.5,530793,87.6
1,5,0,0,0,定期収入,428067,70.7,439358,70.7,419997,70.8,275681,57.8,520394,85.9
1,5,0,0,0,臨時収入,10469,1.7,11194,1.8,10284,1.7,3967,0.8,10399,1.7
1,5,0,0,0,賞与,5276,0.9,4616,0.7,-,-,23685,5,-,-
1,4,0,0,0,世帯主の配偶者の収入,81222,13.4,81128,13.1,118712,20,60383,12.7,17582,2.9
1,6,0,0,0,うち女,80684,13.3,81128,13.1,114593,19.3,60383,12.7,17582,2.9
1,4,0,0,0,他の世帯員収入,8851,1.5,9653,1.6,3546,0.6,15798,3.3,-,-
1,3,0,0,0,事業・内職収入,7825,1.3,10419,1.7,826,0.1,-,-,-,-
1,4,0,0,0,家賃収入,3168,0.5,4277,0.7,-,-,-,-,-,-
