項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,360,-,-,51,-,52,-,53,-,53,-,52,-,52,-,48,-
0,0,0,0,0,世帯人員,3.3,-,-,2.92,-,2.92,-,3.36,-,3.5,-,3.5,-,3.44,-,3.47,-
0,0,0,0,0,有業人員,1.7,-,-,1.51,-,1.54,-,1.58,-,1.69,-,1.76,-,1.93,-,1.86,-
0,0,0,0,0,世帯主平均年齢,50.5,-,-,58.2,-,53.7,-,47.1,-,48.2,-,48,-,49.8,-,48.8,-
1,0,0,0,0,受取,1301276,-,10.3,598599,-,776734,-,989959,-,1089191,-,1488077,-,1598093,-,2554731,-
1,1,0,0,0,実収入,673468,100,6.5,167365,100,333460,100,458414,100,541427,100,668844,100,848902,100,1685572,100
1,2,0,0,0,経常収入,662685,98.4,5.8,163460,97.7,324830,97.4,438027,95.6,533661,98.6,658848,98.5,836422,98.5,1673252,99.3
1,3,0,0,0,勤め先収入,624865,92.8,5.5,78475,46.9,268864,80.6,400978,87.5,515561,95.2,638004,95.4,817017,96.2,1645087,97.6
1,4,0,0,0,世帯主収入,523034,77.7,3.8,73755,44.1,252705,75.8,367188,80.1,445295,82.2,523681,78.3,638947,75.3,1351396,80.2
1,6,0,0,0,うち男,497805,73.9,3.4,53466,31.9,214111,64.2,340793,74.3,417882,77.2,514521,76.9,622753,73.4,1313717,77.9
1,5,0,0,0,定期収入,420967,62.5,2.7,73272,43.8,250808,75.2,361477,78.9,437583,80.8,508319,76,594541,70,718662,42.6
1,5,0,0,0,臨時収入,5651,0.8,1.4,177,0.1,1417,0.4,3062,0.7,4913,0.9,8292,1.2,9782,1.2,11939,0.7
1,5,0,0,0,賞与,96417,14.3,9.1,306,0.2,479,0.1,2649,0.6,2799,0.5,7070,1.1,34623,4.1,620795,36.8
1,4,0,0,0,世帯主の配偶者の収入,88364,13.1,14.4,3899,2.3,14015,4.2,31186,6.8,60370,11.2,98095,14.7,149164,17.6,260469,15.5
1,6,0,0,0,うち女,86739,12.9,12.8,3899,2.3,14015,4.2,30770,6.7,58096,10.7,96094,14.4,149164,17.6,253832,15.1
1,4,0,0,0,他の世帯員収入,13466,2,20.9,821,0.5,2145,0.6,2603,0.6,9896,1.8,16228,2.4,28907,3.4,33222,2
1,3,0,0,0,事業・内職収入,7518,1.1,-2,13424,8,4426,1.3,5331,1.2,3570,0.7,4241,0.6,7883,0.9,13723,0.8
1,4,0,0,0,家賃収入,3398,0.5,-18.1,6114,3.7,472,0.1,3497,0.8,994,0.2,3655,0.5,3994,0.5,5110,0.3
1,4,0,0,0,他の事業収入,2593,0.4,-2,6647,4,3665,1.1,1416,0.3,606,0.1,99,0,3176,0.4,2483,0.1
1,4,0,0,0,内職収入,1527,0.2,74.7,663,0.4,288,0.1,418,0.1,1969,0.4,487,0.1,713,0.1,6130,0.4
1,3,0,0,0,他の経常収入,30302,4.5,12.6,71562,42.8,51540,15.5,31718,6.9,14531,2.7,16603,2.5,11522,1.4,14442,0.9
1,4,0,0,0,財産収入,1543,0.2,137.8,3018,1.8,858,0.3,2812,0.6,1273,0.2,288,0,171,0,2326,0.1
1,4,0,0,0,社会保障給付,28658,4.3,10.4,68320,40.8,50432,15.1,28811,6.3,13247,2.4,16293,2.4,11253,1.3,12094,0.7
1,5,0,0,0,公的年金給付,20220,3,21.2,63116,37.7,40426,12.1,14613,3.2,4486,0.8,8844,1.3,5982,0.7,3915,0.2
1,5,0,0,0,他の社会保障給付,8438,1.3,-9,5205,3.1,10006,3,14198,3.1,8761,1.6,7448,1.1,5270,0.6,8179,0.5
1,4,0,0,0,仕送り金,102,0,-67.7,224,0.1,250,0.1,94,0,11,0,22,0,98,0,22,0
