項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,730,-,991,-,1607,-,1684,-,1735,-,1122,-,1048,-,1084,-
0,0,0,0,0,調査世帯数,365,-,28,-,36,-,58,-,64,-,58,-,42,-,40,-,39,-
0,0,0,0,0,世帯人員,3.37,-,3.41,-,3.94,-,3.83,-,3.76,-,3.23,-,3.27,-,2.77,-,2.46,-
0,0,0,0,0,有業人員,1.68,-,1.46,-,1.57,-,1.62,-,1.72,-,1.62,-,1.84,-,1.86,-,1.72,-
0,0,0,0,0,世帯主平均年齢,50.1,-,31.1,-,37.3,-,42.1,-,47.1,-,52,-,56.8,-,61.9,-,69.3,-
1,0,0,0,0,受取,1211806,-,1129004,-,1196956,-,1129646,-,1112317,-,1568853,-,1225546,-,1247302,-,937539,-
1,1,0,0,0,実収入,605380,100,563332,100,623080,100,631361,100,556570,100,653849,100,623659,100,642368,100,522573,100
1,2,0,0,0,経常収入,601729,99.4,558646,99.2,621305,99.7,630222,99.8,548378,98.5,649334,99.3,622859,99.9,637081,99.2,521244,99.7
1,3,0,0,0,勤め先収入,533885,88.2,478032,84.9,555167,89.1,586402,92.9,523878,94.1,626817,95.9,604122,96.9,532989,83,269118,51.5
1,4,0,0,0,世帯主収入,443812,73.3,390135,69.3,445836,71.6,474193,75.1,438916,78.9,553685,84.7,491444,78.8,443925,69.1,215374,41.2
1,6,0,0,0,うち男,426877,70.5,390135,69.3,445836,71.6,448802,71.1,424990,76.4,510069,78,487839,78.2,434810,67.7,200760,38.4
1,5,0,0,0,定期収入,428067,70.7,362269,64.3,438007,70.3,464571,73.6,417982,75.1,531196,81.2,475020,76.2,433583,67.5,205817,39.4
1,5,0,0,0,臨時収入,10469,1.7,9734,1.7,7829,1.3,9622,1.5,8489,1.5,11785,1.8,16423,2.6,10342,1.6,9557,1.8
1,5,0,0,0,賞与,5276,0.9,18133,3.2,-,-,-,-,12444,2.2,10704,1.6,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,81222,13.4,81482,14.5,109330,17.5,112209,17.8,84962,15.3,65133,10,87426,14,83741,13,20488,3.9
1,6,0,0,0,うち女,80684,13.3,81482,14.5,109330,17.5,112209,17.8,84962,15.3,62029,9.5,87426,14,83741,13,20488,3.9
1,4,0,0,0,他の世帯員収入,8851,1.5,6414,1.1,-,-,-,-,-,-,7999,1.2,25252,4,5323,0.8,33255,6.4
1,3,0,0,0,事業・内職収入,7825,1.3,1056,0.2,6,0,1601,0.3,359,0.1,7339,1.1,9722,1.6,41839,6.5,6284,1.2
1,4,0,0,0,家賃収入,3168,0.5,-,-,-,-,-,-,-,-,3991,0.6,-,-,19196,3,4283,0.8
1,4,0,0,0,他の事業収入,1549,0.3,1056,0.2,6,0,-,-,-,-,942,0.1,9722,1.6,-,-,2001,0.4
1,4,0,0,0,内職収入,3108,0.5,-,-,-,-,1601,0.3,359,0.1,2407,0.4,-,-,22643,3.5,-,-
1,3,0,0,0,他の経常収入,60019,9.9,79559,14.1,66133,10.6,42218,6.7,24142,4.3,15178,2.3,9015,1.4,62253,9.7,245842,47
1,4,0,0,0,財産収入,566,0.1,-,-,0,0,-,-,200,0,31,0,-,-,-,-,4858,0.9
1,4,0,0,0,社会保障給付,59453,9.8,79559,14.1,66132,10.6,42218,6.7,23941,4.3,15147,2.3,9015,1.4,62253,9.7,240984,46.1
1,5,0,0,0,公的年金給付,36440,6,-,-,5681,0.9,4827,0.8,7269,1.3,7463,1.1,2817,0.5,58692,9.1,240984,46.1
1,5,0,0,0,他の社会保障給付,23013,3.8,79559,14.1,60451,9.7,37392,5.9,16672,3,7684,1.2,6198,1,3561,0.6,-,-
1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,3651,0.6,4686,0.8,1775,0.3,1138,0.2,8192,1.5,4514,0.7,800,0.1,5287,0.8,1329,0.3
1,3,0,0,0,受贈金,1245,0.2,-,-,191,0,-,-,7090,1.3,183,0,-,-,-,-,-,-
1,3,0,0,0,他の特別収入,2407,0.4,4686,0.8,1584,0.3,1138,0.2,1102,0.2,4331,0.7,800,0.1,5287,0.8,1329,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),472639,-,474397,-,411518,-,444859,-,487395,-,517781,-,543507,-,521868,-,352340,-
1,2,0,0,0,預貯金引出,363752,-,328032,-,288884,-,347482,-,363899,-,425753,-,442023,-,397338,-,267375,-
1,2,0,0,0,保険金,2728,-,-,-,-,-,1271,-,441,-,-,-,-,-,15036,-,8063,-
1,3,0,0,0,個人・企業年金保険金,2654,-,-,-,-,-,1271,-,-,-,-,-,-,-,15036,-,8063,-
1,3,0,0,0,他の保険金,74,-,-,-,-,-,-,-,441,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,290,-,-,-,-,-,-,-,1720,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,3512,-,-,-,7,-,1045,-,19314,-,302,-,-,-,364,-,2,-
1,2,0,0,0,一括払購入借入金,101814,-,144474,-,122403,-,95038,-,100124,-,91637,-,101111,-,109106,-,76900,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
