項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2506,-,3071,-,3431,-,992,-
0,0,0,0,0,調査世帯数,364,-,86,-,111,-,131,-,36,-
0,0,0,0,0,世帯人員,3.31,-,2,-,3,-,4,-,5.17,-
0,0,0,0,0,有業人員,1.68,-,1.41,-,1.67,-,1.84,-,1.81,-
0,0,0,0,0,世帯主平均年齢,49.8,-,55.7,-,48.6,-,47.6,-,46,-
1,0,0,0,0,受取,1831730,-,1548849,-,2046086,-,1859900,-,1785339,-
1,1,0,0,0,実収入,1189450,100,942127,100,1401757,100,1212579,100,1077047,100
1,2,0,0,0,経常収入,1169622,98.3,927087,98.4,1377008,98.2,1193091,98.4,1059177,98.3
1,3,0,0,0,勤め先収入,1116842,93.9,824775,87.5,1313939,93.7,1174611,96.9,1044704,97
1,4,0,0,0,世帯主収入,956069,80.4,680501,72.2,1141477,81.4,1006902,83,902424,83.8
1,6,0,0,0,うち男,914691,76.9,578814,61.4,1110497,79.2,996131,82.1,875327,81.3
1,5,0,0,0,定期収入,435203,36.6,341731,36.3,484883,34.6,462257,38.1,423955,39.4
1,5,0,0,0,臨時収入,6445,0.5,998,0.1,11264,0.8,4162,0.3,13180,1.2
1,5,0,0,0,賞与,514421,43.2,337772,35.9,645329,46,540483,44.6,465290,43.2
1,4,0,0,0,世帯主の配偶者の収入,144263,12.1,140400,14.9,142648,10.2,155644,12.8,119665,11.1
1,6,0,0,0,うち女,138643,11.7,138247,14.7,136590,9.7,146258,12.1,119665,11.1
1,4,0,0,0,他の世帯員収入,16510,1.4,3875,0.4,29815,2.1,12065,1,22614,2.1
1,3,0,0,0,事業・内職収入,13186,1.1,16980,1.8,25034,1.8,2681,0.2,3272,0.3
1,4,0,0,0,家賃収入,4897,0.4,16980,1.8,2091,0.1,-,-,-,-
1,4,0,0,0,他の事業収入,3289,0.3,-,-,9678,0.7,-,-,3195,0.3
1,4,0,0,0,内職収入,5000,0.4,-,-,13264,0.9,2681,0.2,76,0
1,3,0,0,0,他の経常収入,39594,3.3,85332,9.1,38035,2.7,15800,1.3,11201,1
1,4,0,0,0,財産収入,1907,0.2,1712,0.2,4620,0.3,22,0,517,0
1,4,0,0,0,社会保障給付,37650,3.2,83620,8.9,33294,2.4,15778,1.3,10685,1
1,5,0,0,0,公的年金給付,31928,2.7,83423,8.9,23805,1.7,8115,0.7,9372,0.9
1,5,0,0,0,他の社会保障給付,5722,0.5,197,0,9489,0.7,7663,0.6,1312,0.1
