項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,364,-,-,55,-,55,-,49,-,53,-,50,-,51,-,51,-
0,0,世帯人員,3.31,-,-,3.24,-,3.23,-,3.13,-,3.27,-,3.39,-,3.45,-,3.44,-
0,0,有業人員,1.68,-,-,1.59,-,1.64,-,1.65,-,1.64,-,1.77,-,1.65,-,1.81,-
0,0,世帯主平均年齢,49.8,-,-,56.3,-,52.1,-,50.3,-,47.4,-,44.9,-,49.3,-,48.2,-
0,0,消費支出,361576,-,-10.3,286149,-,305147,-,286763,-,348929,-,364090,-,414964,-,522522,-
0,0,公共的料金,94464,26.1,-2.6,66255,23.2,87181,28.6,84817,29.6,88231,25.3,89958,24.7,122825,29.6,121740,23.3
1,0,公共料金等,64827,17.9,2.3,54981,19.2,57445,18.8,52338,18.3,61265,17.6,56778,15.6,89965,21.7,80882,15.5
1,1,米,1495,0.4,-17.4,1522,0.5,1773,0.6,1478,0.5,1631,0.5,2021,0.6,1213,0.3,830,0.2
1,1,食塩,49,0,53.1,51,0,33,0,65,0,51,0,32,0,71,0,42,0
1,1,学校給食,1456,0.4,-0.7,987,0.3,1231,0.4,703,0.2,1289,0.4,1689,0.5,1939,0.5,2340,0.4
1,1,公営家賃,2087,0.6,-50.1,1164,0.4,6728,2.2,3837,1.3,2971,0.9,-,-,-,-,-,-
1,1,電気代,8578,2.4,5,8741,3.1,8181,2.7,8099,2.8,8008,2.3,8928,2.5,9592,2.3,8493,1.6
1,1,都市ガス,5381,1.5,-1.2,4988,1.7,4635,1.5,4453,1.6,4951,1.4,5957,1.6,5597,1.3,7055,1.4
1,1,上下水道料,5305,1.5,-5.5,4247,1.5,5772,1.9,5337,1.9,5193,1.5,5755,1.6,5553,1.3,5284,1
1,1,医科診療代,3626,1,-4.6,2011,0.7,2645,0.9,2478,0.9,4360,1.2,1793,0.5,5381,1.3,6679,1.3
1,1,歯科診療代,5533,1.5,550.2,1175,0.4,606,0.2,581,0.2,550,0.2,2462,0.7,26940,6.5,6460,1.2
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,849,0.2,-40.4,-,-,-,-,-,-,781,0.2,1507,0.4,3650,0.9,-,-
1,1,鉄道運賃,6988,1.9,15.4,10720,3.7,2905,1,4972,1.7,6348,1.8,6253,1.7,4781,1.2,12823,2.5
1,1,鉄道通学定期代,234,0.1,-32.6,242,0.1,458,0.2,-,-,30,0,51,0,870,0.2,-,-
1,1,鉄道通勤定期代,3212,0.9,27.2,1055,0.4,3146,1,1246,0.4,4405,1.3,2678,0.7,4927,1.2,4993,1
1,1,バス代,522,0.1,50,1075,0.4,371,0.1,141,0,863,0.2,271,0.1,362,0.1,567,0.1
1,1,バス通学定期代,33,0,...,-,-,-,-,-,-,103,0,90,0,33,0,-,-
1,1,バス通勤定期代,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,タクシー代,784,0.2,22.5,552,0.2,367,0.1,326,0.1,830,0.2,886,0.2,833,0.2,1673,0.3
1,1,航空運賃,351,0.1,800,1049,0.4,1010,0.3,420,0.1,-,-,-,-,-,-,-,-
1,1,郵便料,2408,0.7,-11.8,1872,0.7,1510,0.5,1550,0.5,1401,0.4,2564,0.7,2660,0.6,5265,1
1,1,固定電話通信料,1119,0.3,-16.4,966,0.3,577,0.2,968,0.3,1604,0.5,702,0.2,1418,0.3,1586,0.3
1,1,移動電話通信料,10793,3,-9.4,7769,2.7,10061,3.3,11710,4.1,12200,3.5,10079,2.8,10267,2.5,13418,2.6
1,1,ＮＨＫ放送受信料,1362,0.4,-4.2,2608,0.9,1659,0.5,921,0.3,950,0.3,1439,0.4,579,0.1,1383,0.3
1,1,ケーブルテレビ放送受信料,1037,0.3,-13,732,0.3,682,0.2,1998,0.7,1500,0.4,1014,0.3,723,0.2,606,0.1
1,1,他の放送受信料,136,0,-32,-,-,207,0.1,100,0,303,0.1,29,0,200,0,116,0
1,1,国公立小学校,409,0.1,313.1,521,0.2,187,0.1,112,0,470,0.1,363,0.1,473,0.1,729,0.1
1,1,国公立中学校,148,0,-62,235,0.1,253,0.1,-,-,-,-,10,0,503,0.1,41,0
1,1,国公立高校,86,0,-87.1,13,0,331,0.1,-,-,263,0.1,-,-,-,-,-,-
1,1,国公立大学,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,846,0.2,69.9,686,0.2,2115,0.7,843,0.3,210,0.1,203,0.1,1402,0.3,499,0.1
2,0,準公共料金等,29638,8.2,-11.9,11273,3.9,29736,9.7,32478,11.3,26967,7.7,33180,9.1,32860,7.9,40858,7.8
2,1,牛乳,1281,0.4,18.4,1416,0.5,909,0.3,968,0.3,1277,0.4,1492,0.4,1177,0.3,1715,0.3
2,1,灯油,587,0.2,17.2,1100,0.4,759,0.2,555,0.2,259,0.1,565,0.2,472,0.1,405,0.1
2,1,プロパンガス,470,0.1,-20.9,688,0.2,270,0.1,543,0.2,414,0.1,490,0.1,674,0.2,210,0
2,1,理髪料,351,0.1,-26.3,274,0.1,524,0.2,424,0.1,35,0,55,0,354,0.1,798,0.2
2,1,パーマネント代,106,0,-46.5,-,-,95,0,-,-,471,0.1,-,-,172,0,-,-
2,1,洗濯代,774,0.2,10.9,124,0,718,0.2,180,0.1,742,0.2,1311,0.4,1141,0.3,1191,0.2
2,1,新聞,1981,0.5,-9.2,1873,0.7,1623,0.5,1552,0.5,2530,0.7,1917,0.5,2191,0.5,2168,0.4
2,1,私立小学校,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,1,私立中学校,2148,0.6,11.1,627,0.2,-,-,10475,3.7,-,-,2567,0.7,1017,0.2,387,0.1
2,1,私立高校,2675,0.7,-23.8,93,0,4278,1.4,-,-,5449,1.6,819,0.2,2557,0.6,5498,1.1
2,1,私立大学,4132,1.1,-39,-,-,-,-,-,-,131,0,-,-,13535,3.3,15182,2.9
2,1,幼児教育費用,2396,0.7,-5.3,728,0.3,1455,0.5,1141,0.4,4599,1.3,3805,1,3687,0.9,1313,0.3
2,1,民営家賃,12514,3.5,5.4,3136,1.1,19104,6.3,16641,5.8,11058,3.2,20158,5.5,5884,1.4,11647,2.2
2,1,地代,222,0.1,-82.8,1213,0.4,-,-,-,-,-,-,-,-,-,-,342,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年12月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
