項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4439,-,2428,-,2220,-,914,-
0,0,0,0,0,調査世帯数,701,-,313,-,168,-,157,-,63,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3,-,4,-,5.21,-
0,0,0,0,0,有業人員,1.31,-,0.74,-,1.6,-,1.85,-,1.98,-
0,0,0,0,0,世帯主平均年齢,60.2,-,69,-,58,-,49.6,-,49.6,-
2,2,0,0,0,生計支出,308260,-,276907,-,334134,-,325347,-,350302,-
2,3,0,0,0,消費支出,308260,100,276907,100,334134,100,325347,100,350302,100
2,4,1,0,0,食料,87126,28.3,76195,27.5,89349,26.7,97669,30,108710,31
2,5,1,1,0,穀類,7012,2.3,5475,2,6788,2,8897,2.7,10485,3
2,6,1,1,1,米類,1963,0.6,1502,0.5,1479,0.4,2684,0.8,3741,1.1
2,6,1,1,2,パン,3172,1,2505,0.9,3413,1,3849,1.2,4125,1.2
2,6,1,1,3,麺類,1457,0.5,1192,0.4,1460,0.4,1734,0.5,2066,0.6
2,6,1,1,4,他の穀類,419,0.1,275,0.1,437,0.1,631,0.2,553,0.2
2,5,1,2,0,魚介類,5997,1.9,6008,2.2,6040,1.8,5585,1.7,6835,2
2,6,1,2,1,生鮮魚介,3542,1.1,3455,1.2,3725,1.1,3236,1,4229,1.2
2,6,1,2,2,塩干魚介,949,0.3,941,0.3,906,0.3,973,0.3,1043,0.3
2,6,1,2,3,魚肉練製品,595,0.2,651,0.2,503,0.2,600,0.2,559,0.2
2,6,1,2,4,他の魚介加工品,911,0.3,961,0.3,906,0.3,776,0.2,1004,0.3
2,5,1,3,0,肉類,7727,2.5,5489,2,8511,2.5,9097,2.8,13188,3.8
2,6,1,3,1,生鮮肉,6280,2,4382,1.6,6987,2.1,7361,2.3,10990,3.1
2,6,1,3,2,加工肉,1447,0.5,1107,0.4,1524,0.5,1735,0.5,2197,0.6
2,5,1,4,0,乳卵類,4423,1.4,3765,1.4,4416,1.3,5177,1.6,5804,1.7
2,6,1,4,1,牛乳,1494,0.5,1253,0.5,1354,0.4,1787,0.5,2328,0.7
2,6,1,4,2,乳製品,2082,0.7,1787,0.6,2255,0.7,2387,0.7,2317,0.7
2,6,1,4,3,卵,847,0.3,726,0.3,807,0.2,1002,0.3,1160,0.3
2,5,1,5,0,野菜・海藻,10220,3.3,9993,3.6,10072,3,10641,3.3,10693,3.1
2,6,1,5,1,生鮮野菜,7104,2.3,6815,2.5,7113,2.1,7598,2.3,7291,2.1
2,6,1,5,2,乾物・海藻,736,0.2,784,0.3,562,0.2,807,0.2,786,0.2
2,6,1,5,3,大豆加工品,1178,0.4,1123,0.4,1169,0.3,1207,0.4,1403,0.4
2,6,1,5,4,他の野菜・海藻加工品,1202,0.4,1271,0.5,1227,0.4,1029,0.3,1214,0.3
2,5,1,6,0,果物,3638,1.2,4101,1.5,3232,1,3332,1,3209,0.9
2,6,1,6,1,生鮮果物,3312,1.1,3719,1.3,2953,0.9,3048,0.9,2926,0.8
2,6,1,6,2,果物加工品,326,0.1,382,0.1,279,0.1,284,0.1,283,0.1
2,5,1,7,0,油脂・調味料,3751,1.2,3222,1.2,3733,1.1,4411,1.4,4762,1.4
2,6,1,7,1,油脂,405,0.1,398,0.1,353,0.1,477,0.1,408,0.1
2,6,1,7,2,調味料,3345,1.1,2824,1,3380,1,3934,1.2,4354,1.2
2,5,1,8,0,菓子類,6343,2.1,5258,1.9,6024,1.8,7797,2.4,8934,2.6
2,5,1,9,0,調理食品,12254,4,11104,4,13379,4,12632,3.9,13935,4
2,6,1,9,1,主食的調理食品,5019,1.6,4796,1.7,5651,1.7,4922,1.5,4663,1.3
