項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4661,-,2534,-,1957,-,848,-
0,0,0,0,0,調査世帯数,710,-,331,-,183,-,135,-,61,-
0,0,0,0,0,世帯人員,2.92,-,2,-,3,-,4,-,5.25,-
0,0,0,0,0,有業人員,1.32,-,0.77,-,1.69,-,1.81,-,2.16,-
0,0,0,0,0,世帯主平均年齢,61.6,-,69.3,-,59.5,-,50.6,-,50.9,-
2,2,0,0,0,生計支出,317863,-,281326,-,327902,-,374257,-,358550,-
2,3,0,0,0,消費支出,316910,100,281326,100,324142,100,374257,100,358550,100
2,4,1,0,0,食料,86681,27.4,76354,27.1,91290,28.2,94907,25.4,110695,30.9
2,5,1,1,0,穀類,6829,2.2,5571,2,6883,2.1,8546,2.3,9620,2.7
2,6,1,1,1,米類,2004,0.6,1652,0.6,1931,0.6,2308,0.6,3459,1
2,6,1,1,2,パン,2966,0.9,2504,0.9,3020,0.9,3666,1,3728,1
2,6,1,1,3,麺類,1479,0.5,1220,0.4,1521,0.5,1889,0.5,1824,0.5
2,6,1,1,4,他の穀類,380,0.1,195,0.1,410,0.1,683,0.2,610,0.2
2,5,1,2,0,魚介類,5979,1.9,6135,2.2,6149,1.9,5467,1.5,5791,1.6
2,6,1,2,1,生鮮魚介,3538,1.1,3523,1.3,3688,1.1,3310,0.9,3695,1
2,6,1,2,2,塩干魚介,1091,0.3,1152,0.4,1103,0.3,1008,0.3,911,0.3
2,6,1,2,3,魚肉練製品,483,0.2,517,0.2,495,0.2,408,0.1,441,0.1
2,6,1,2,4,他の魚介加工品,866,0.3,943,0.3,862,0.3,741,0.2,745,0.2
2,5,1,3,0,肉類,7345,2.3,5615,2,7754,2.4,9056,2.4,11680,3.3
2,6,1,3,1,生鮮肉,5923,1.9,4447,1.6,6386,2,7267,1.9,9556,2.7
2,6,1,3,2,加工肉,1421,0.4,1168,0.4,1368,0.4,1789,0.5,2124,0.6
2,5,1,4,0,乳卵類,4179,1.3,3532,1.3,4243,1.3,5134,1.4,5340,1.5
