実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
Jissu,nen,実数_平成30年,359,3.27,1.71,49.8,632404,626646,592054,503688,481432,409714,5573,88400,77226,76899,11141,7671,4151,2646,874,26921,5757,503418,483473,354487,353941,88365,6836,5127,7988,4071,9265,2740,3606,6805,11571,5241,3085,22031,26641,20097,6545,20830,9631,5756,209,5235,11294,3221,628,973,2591,3033,849,16722,97,7603,2993,1266,114,1169,2405,1074,14161,2110,1070,2823,8158,43335,12330,15275,15730,34420,26504,304,7612,39168,2450,7601,3559,25557,59006,25071,12399,18993,2543,546,128986,70.3,25,52.7,30.1,17.9,12.2
Jissu,nen,実数_平成31年・令和元年,360,3.3,1.7,50.5,673468,662685,624865,523034,497805,420967,5651,96417,88364,86739,13466,7518,3398,2593,1527,30302,10783,539517,501987,368036,360606,90551,6925,5193,7951,4109,8941,2839,3575,7073,11918,5309,3618,23100,26402,18308,8094,21172,9749,6074,237,5111,12628,3625,955,1197,2872,3170,810,16768,162,7728,2980,1168,168,1184,2243,1136,15418,2337,937,2780,9364,46350,13316,18341,14694,32489,24202,385,7903,40890,3301,8383,3651,25556,57937,26231,10653,17012,4041,7430,133951,66.8,25.1,53.3,29.2,18.2,11
Jissu,tuki,実数_平成31年 1月,372,3.23,1.67,50.8,534894,526940,511859,424794,412402,399424,4860,20510,75674,75304,11392,6090,3654,1065,1371,8990,7955,427844,464427,357376,357376,83472,6275,5059,7963,4102,8740,2834,3575,6327,11036,4370,2417,20774,22043,18839,3204,24416,10398,8577,528,4913,12058,2983,593,2137,3252,2660,433,19493,189,9124,3241,1317,211,1760,3032,619,13216,2518,960,3023,6716,45647,11098,17627,16922,30784,24337,199,6249,38570,1818,9437,3673,23641,67677,27852,15403,21388,3034,-,107051,83.5,23.4,53.4,29.1,18.2,10.8
Jissu,tuki,実数_平成31年 2月,363,3.23,1.66,51.3,532432,527516,472189,397857,379596,393904,3953,-,65585,64747,8747,6112,3607,1488,1017,49215,4917,434611,413773,315952,315952,80892,6304,4858,7662,3893,8540,2722,3540,7091,10607,4192,2707,18775,19685,17192,2493,27165,11771,9167,562,5666,9464,2864,642,613,2133,2604,608,12967,3,6762,1796,698,149,755,1950,855,14943,2430,1168,2257,9087,42597,9601,18294,14702,26583,20535,257,5790,32514,1596,7599,3459,19860,49141,23762,10483,13677,1220,-,97821,72.7,25.6,51.2,32.4,21,11.4
Jissu,tuki,実数_平成31年 3月,364,3.26,1.71,51.2,563258,551857,532976,444767,425973,410940,5802,28026,74987,73592,13222,8344,4320,3505,519,10537,11401,451255,476272,364269,360240,90296,7286,5365,7975,4065,8966,2872,3586,7789,11542,4902,3526,22422,21251,19192,2059,26026,12060,9001,262,4703,10521,2539,835,1045,2973,2828,301,19940,5,10510,3017,996,264,1137,2791,1220,16882,2779,678,4289,9136,41648,14243,13609,13796,33891,23822,1737,8332,42508,4569,7416,4016,26508,57278,25390,10558,17122,4207,4029,112003,79.8,25.1,53.8,29.8,18.9,10.9
Jissu,tuki,実数_平成31年 4月,355,3.23,1.69,50.8,620256,583432,520626,434247,411407,421867,10175,2205,72850,72522,13529,10036,5409,3857,770,52770,36825,509982,563562,453288,370113,86586,7263,4897,7495,3998,8834,2857,3443,7252,11712,4977,3409,20449,23867,18736,5132,23839,10350,7705,111,5673,10764,2944,496,1183,2820,2869,453,17125,575,6488,3437,1175,267,1012,2437,1733,12734,2365,880,2366,7123,43336,17833,12666,12837,52796,46190,442,6164,38614,4568,7879,3189,22979,60452,24971,10900,16259,8322,83175,110275,72.6,23.4,56.6,35.4,18.9,16.5
Jissu,tuki,実数_令和元年 5月,350,3.29,1.75,51.4,532382,520771,508653,422529,395953,413860,6010,2659,74800,73630,11324,6056,3320,2402,334,6062,11611,405369,534800,407787,407787,92861,7253,4857,7829,4219,9123,2835,3447,7073,11730,5757,3662,25075,31169,19303,11866,21974,10147,7175,93,4559,12003,2672,1126,548,3083,3327,1246,18791,865,7824,3018,1310,133,972,2730,1939,12295,2044,1089,2295,6868,67224,15442,36647,15135,52133,44047,410,7676,39557,3043,9315,3843,23356,59780,30853,11827,15212,1889,-,127013,100.6,22.8,57.2,32.1,17.6,14.4
Jissu,tuki,実数_令和元年 6月,352,3.32,1.74,50.9,1013714,1007888,930773,779786,734839,423957,5084,350744,124030,122853,26957,6497,2983,3032,482,70619,5826,789454,580727,356466,354506,89241,6956,4909,7768,4220,9279,2625,3506,6571,11704,5671,3854,22177,27590,19748,7843,19395,7950,5085,77,6284,12161,4103,369,1243,2511,3264,670,14583,44,5221,3437,1262,134,1164,2122,1200,20440,2346,1133,2480,14482,53233,11473,28741,13020,20295,12987,110,7199,38747,2811,7738,3597,24601,58819,28418,12799,16849,753,1960,224260,44.9,25.2,50.3,27.6,19.3,8.3
Jissu,tuki,実数_令和元年 7月,356,3.35,1.71,50.5,772278,766268,749422,629093,596764,420403,3065,205625,106183,103220,14147,7959,2743,4308,908,8887,6010,603884,539858,371464,371464,91816,7218,4668,7498,4135,9036,2753,3264,6909,12967,5971,3509,23885,23456,17703,5752,16679,7768,4593,85,4232,15191,5891,320,1715,2944,3349,971,15419,132,6220,3691,1205,142,910,2130,990,16604,2258,1052,2863,10431,49073,13208,21697,14169,26626,11861,233,14532,48101,2107,8250,3404,34340,68498,29653,11050,15305,12491,-,168394,61.5,24.7,55.8,24.3,16.8,7.5
Jissu,tuki,実数_令和元年 8月,365,3.35,1.69,49.9,613614,600595,545626,452211,427789,439580,4620,8011,81572,79872,11842,5588,2068,2745,775,49381,13019,503564,468398,358348,358348,95459,6620,4640,6991,3796,8329,2864,3392,6767,12471,6583,4187,28820,23117,20155,2963,18515,9061,3896,35,5522,14287,4007,2934,621,2592,3168,965,13834,59,6455,2459,1023,120,926,1695,1098,14090,2205,1057,2316,8512,45873,17284,14361,14228,22904,15122,149,7632,48699,3237,7793,3719,33950,61569,26494,12439,21053,1583,-,110050,71.2,26.6,54.3,26.4,17.4,9
Jissu,tuki,実数_令和元年 9月,369,3.31,1.65,50.3,544457,538873,531625,442206,420036,426849,4206,11151,79574,77827,9846,4958,2379,2063,516,2290,5583,436931,489382,381857,381857,89790,6607,4903,7745,4104,8734,2878,3532,6255,11468,5899,4499,23165,36347,19702,16645,18444,10477,3535,52,4380,18387,7029,321,2113,2832,4893,1200,12868,4,5896,2183,1286,195,882,1774,649,16323,2776,1219,3871,8456,48625,16067,16336,16222,45016,36180,322,8514,41339,5789,8157,3715,23678,54717,28304,9106,15330,1978,-,107526,87.4,23.5,53.4,31.1,17.4,13.7
Jissu,tuki,実数_令和元年10月,365,3.37,1.68,50.1,605380,601729,533885,443812,426877,428067,10469,5276,81222,80684,8851,7825,3168,1549,3108,60019,3651,495544,443862,334025,334025,89433,7226,5196,8344,4294,9269,2997,3606,6967,11532,5373,3290,21337,19683,15429,4254,18277,9496,3387,168,5226,8874,1473,359,1452,2575,2586,428,19230,-,9365,3157,1268,46,1493,2642,1259,12905,2034,594,2103,8173,38907,10906,12894,15107,37839,31446,212,6182,37275,1932,7865,3735,23744,51602,20779,8092,14119,8612,-,109836,67.4,26.8,54.9,31.4,18.4,13
Jissu,tuki,実数_令和元年11月,349,3.4,1.72,49.6,559504,556729,543900,449042,427332,437547,3122,8372,79633,77978,15225,7568,2227,1814,3527,5261,2775,454119,459413,354028,354028,91796,6742,4999,8620,4090,8971,2739,3982,7086,11473,4895,3667,24531,48281,17178,31104,18967,8937,4919,244,4867,14706,4108,2328,965,2992,2927,1385,18394,9,9388,3528,1071,176,1346,1987,889,16329,2251,655,2539,10884,37171,9702,12982,14487,19971,11898,332,7741,40315,4870,8806,3587,23052,48098,22425,7589,15423,2660,-,105385,78,25.9,48,24.6,17.3,7.3
Jissu,tuki,実数_令和元年12月,364,3.31,1.68,49.8,1189450,1169622,1116842,956069,914691,435203,6445,514421,144263,138643,16510,13186,4897,3289,5000,39594,19828,961652,589374,361576,361576,104972,7351,7965,9525,4389,9467,3097,4026,8785,14769,5119,4685,25794,20339,16523,3816,20362,8578,5851,629,5305,13124,2883,1137,731,3755,3561,1057,18568,56,9477,2797,1407,176,1847,1622,1186,18256,2034,763,2957,12503,42864,12930,14237,15698,21032,11995,217,8820,44445,3275,10337,3875,26958,57612,25874,7595,22401,1743,-,227798,37.6,29,49.8,26.1,17.9,8.2
meimoku,nen,対前年（同月）名目増加率_平成20年,-,-,-,-,1.2,1.6,1.7,2.6,3.3,2.3,-18,4.8,-2,-2,-38.2,-19.3,-37.1,10.2,-30,4.8,-17.8,0.1,-12.4,-16.8,-0.7,3.6,5.5,-0.1,10.4,3.9,5.6,2.5,11.2,6.1,0.7,-1.5,-6.3,3.5,-11.3,-12.3,-5.3,6.5,10.7,6.9,5.1,-0.7,6.4,7.5,12.2,16.5,4.3,4.3,-2.3,-1.5,6.4,0.1,-6.2,-2.3,-15.2,4.8,-2.7,-0.8,-1.6,3.5,14.5,-10.3,-1.2,1.3,0.8,3.1,-0.6,-3.3,-5.6,-11.3,4.1,4.2,-16.7,4.9,3.7,8.3,-6.5,-1.3,-13.1,-12.2,63.5,-84.9,6.3,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成21年,-,-,-,-,3,2.3,2.1,0.6,-0.4,3.2,-15.8,-12.1,14.6,16.3,41.2,61.5,159.7,10.8,-10,-5.1,48.3,2,5.1,4.4,4.4,4.2,2.5,1.6,0.5,4.4,-1.3,1,1.8,2.3,6.6,5.1,12.1,8.3,11.1,8.5,25.6,-0.3,-3.3,2.8,-24.6,2.4,8.2,11,28.8,-10.3,6.8,1.9,22,9.4,-69.8,7.5,17.1,2.2,2.3,12.2,12.5,14.5,5.8,22.3,-3.5,28.9,-2.9,1.9,2.1,-3.5,8.8,9.5,8.8,3.3,11.8,5.8,28.7,-2.8,-2.4,6.7,0.1,-0.1,-2.8,4,-5,3.4,7.5,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,2.8,3.9,3,4.4,5.5,1.9,34.4,18.4,-16.6,-15.8,47.8,-14,-0.8,-39.8,-6.5,39.6,-40.3,2.4,1.5,0.5,1.1,-3.5,-4.5,-7,-2.2,-1.8,0.4,-1.6,-3.5,-0.4,-3.1,-1.1,-11.8,-5.1,0.9,-7.2,39,2,6.6,-5.3,17.2,2.9,3,17.7,-46.5,-10.9,-2.1,2.7,47.3,2.3,313.8,5.2,-2.4,-3.2,-11.3,-4,-1.2,3.8,1.4,9,47.6,-5.7,-2.4,0.8,8.6,-4.3,0.7,-0.5,-2.7,56,2.4,7.6,23.8,4.3,1.3,6.8,2.7,14,1.1,-5.3,-14.8,-18.5,4.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,-8.2,-8.3,-8.1,-9.7,-10.5,-6.8,-14.4,-24.5,11.4,11.2,-4.5,-40.8,-70.4,22.4,14.7,-5.4,-5.7,-7.8,-6.1,-4.9,-7.1,-1.1,-0.3,-5.8,-1.4,-2.7,-5.2,-3.3,0.4,0.4,-0.1,9.5,-1,-1.1,-7.4,3.6,-41.7,-5.5,-7.8,-4.2,5.1,-3.4,-10.1,-23.2,19.5,6.7,-7.5,0.6,-19.1,-15.5,-3.3,-18.4,-17.3,-1.4,17.2,-10.2,-11.7,-22.5,-2.2,-3,-24.1,-8.4,3.5,-5.5,-14.3,-1.2,-2.8,0.5,5,-36.4,-8.1,-15.5,-38.6,-8.2,-9.6,-13.7,-10.9,-10.3,-18.9,-2.5,-20.7,72.7,-9.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,1.8,1.5,1.7,0.6,1.3,-0.1,-0.6,5.7,14.5,14.1,-11.7,16.9,30.4,11.6,6,-4.5,25,1.3,2,1.4,3.2,0.8,-2.2,-1,-2.5,1.8,-0.6,-1.3,-1.8,-3.9,4,-0.3,7.2,3.8,8.2,-4.2,76.7,8.3,10.1,12.1,11.5,0.7,5.6,0.8,89.7,5.3,5.9,-1.3,-29.5,8.4,-14.2,6.8,15.7,1.7,-23.4,4.5,12.3,13.5,5.4,5,10.8,8.1,4,8.2,16,9.9,0.6,-4.6,-3.5,6,-8.2,-0.1,-20.9,2.8,-9.5,4,2.6,3.2,9.2,-3.9,5.6,-31.4,4.1,,,,,,
