区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,677,-,-,95,-,97,-,93,-,99,-,103,-,97,-,93,-
0,0,世帯人員,2.99,-,-,2.5,-,2.91,-,2.95,-,3.14,-,3.03,-,3.27,-,3.14,-
0,0,有業人員,1.32,-,-,0.96,-,1.26,-,1.12,-,1.52,-,1.2,-,1.53,-,1.6,-
0,0,世帯主平均年齢,60.2,-,-,66.6,-,62.7,-,61.2,-,57.3,-,59.4,-,55,-,59,-
0,0,消費支出,301806,100,3.4,93011,100,151392,100,193091,100,236009,100,300026,100,384196,100,749380,100
1,0,商品,160404,53.1,7.3,70070,75.3,104129,68.8,121047,62.7,136864,58,169871,56.6,194677,50.7,324221,43.3
1,1,耐久財,17172,5.7,10.7,781,0.8,1432,0.9,3253,1.7,6468,2.7,10993,3.7,17851,4.6,78587,10.5
1,2,半耐久財,30528,10.1,9.8,4378,4.7,11770,7.8,13326,6.9,22257,9.4,32200,10.7,45902,11.9,83228,11.1
1,3,非耐久財,112705,37.3,6.1,64910,69.8,90928,60.1,104468,54.1,108139,45.8,126678,42.2,130924,34.1,162405,21.7
1,0,サービス,141402,46.9,-0.8,22941,24.7,47264,31.2,72044,37.3,99146,42,130155,43.4,189519,49.3,425159,56.7
2,0,食料,93754,31.1,6.2,49794,53.5,71665,47.3,82522,42.7,87612,37.1,104173,34.7,112676,29.3,147283,19.7
2,3,非耐久財,72071,23.9,6,44842,48.2,60723,40.1,67477,34.9,70129,29.7,80335,26.8,82350,21.4,98390,13.1
