区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,701,-,-,93,-,101,-,102,-,103,-,104,-,98,-,100,-
0,0,世帯人員,2.98,-,-,2.64,-,2.59,-,3.07,-,3.04,-,3.13,-,3.17,-,3.2,-
0,0,有業人員,1.31,-,-,1.14,-,1.07,-,1.28,-,1.29,-,1.34,-,1.52,-,1.52,-
0,0,世帯主平均年齢,60.2,-,-,66.4,-,64.5,-,62,-,56.8,-,57.9,-,55.8,-,58,-
0,0,消費支出,286437,100,-5.7,95536,100,146683,100,191595,100,235018,100,294674,100,361586,100,674944,100
1,0,商品,149125,52.1,3.5,70783,74.1,98434,67.1,123466,64.4,136252,58,161410,54.8,183254,50.7,268748,39.8
1,1,耐久財,14071,4.9,87.3,115,0.1,2232,1.5,4681,2.4,7841,3.3,7654,2.6,22124,6.1,53338,7.9
1,2,半耐久財,25420,8.9,-1.1,5098,5.3,9303,6.3,16949,8.8,19649,8.4,29393,10,32598,9,64465,9.6
1,3,非耐久財,109633,38.3,-1.1,65570,68.6,86899,59.2,101836,53.2,108762,46.3,124363,42.2,128532,35.5,150945,22.4
1,0,サービス,137312,47.9,-14,24753,25.9,48249,32.9,68130,35.6,98766,42,133264,45.2,178331,49.3,406196,60.2
2,0,食料,90186,31.5,-1.5,51192,53.6,64397,43.9,79993,41.8,84721,36,106893,36.3,109730,30.3,133901,19.8
2,3,非耐久財,71100,24.8,0,46343,48.5,56350,38.4,65863,34.4,69945,29.8,80731,27.4,80801,22.3,97345,14.4
2,4,サービス,19086,6.7,-6.7,4849,5.1,8047,5.5,14131,7.4,14776,6.3,26162,8.9,28929,8,36556,5.4
