項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,704,-,-,95,-,100,-,108,-,105,-,102,-,99,-,95,-
0,世帯人員,2.9,-,-,2.69,-,2.7,-,2.81,-,2.85,-,3.03,-,2.95,-,3.29,-
0,有業人員,1.33,-,-,1.17,-,1.32,-,1.21,-,1.28,-,1.32,-,1.55,-,1.49,-
0,世帯主平均年齢,61.9,-,-,65.6,-,65.2,-,63.2,-,62.8,-,61.1,-,59.8,-,55.9,-
0,消費支出,349349,100,14.2,111941,100,172131,100,222143,100,276140,100,341972,100,445796,100,870456,100
2,基礎的支出,179500,51.4,11.3,83206,74.3,117011,68,145491,65.5,165970,60.1,198781,58.1,231632,52,312878,35.9
3,選択的支出,169848,48.6,17.3,28735,25.7,55120,32,76652,34.5,110170,39.9,143192,41.9,214165,48,557578,64.1
1,食料,93200,26.7,3,56293,50.3,72085,41.9,83101,37.4,89750,32.5,103674,30.3,111611,25,135309,15.5
2,基礎的支出,70377,20.1,1.8,48114,43,58712,34.1,67555,30.4,67488,24.4,78693,23,80067,18,91637,10.5
3,選択的支出,22823,6.5,7.1,8179,7.3,13373,7.8,15546,7,22262,8.1,24981,7.3,31544,7.1,43673,5
1,住居,24641,7.1,27.2,3977,3.6,9573,5.6,8531,3.8,21180,7.7,21814,6.4,30894,6.9,76101,8.7
2,基礎的支出,23261,6.7,32.2,3977,3.6,8893,5.2,8060,3.6,19924,7.2,21213,6.2,28573,6.4,71791,8.2
3,選択的支出,1380,0.4,-22.5,-,-,680,0.4,471,0.2,1256,0.5,601,0.2,2321,0.5,4310,0.5
1,光熱・水道,21884,6.3,9.3,11631,10.4,17409,10.1,22125,10,22426,8.1,26951,7.9,26269,5.9,26240,3
2,基礎的支出,21884,6.3,9.3,11631,10.4,17409,10.1,22125,10,22426,8.1,26951,7.9,26269,5.9,26240,3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11414,3.3,-2.4,4366,3.9,5505,3.2,8394,3.8,8818,3.2,13785,4,14353,3.2,24524,2.8
2,基礎的支出,8180,2.3,-2.7,4018,3.6,4337,2.5,7014,3.2,6015,2.2,9787,2.9,10397,2.3,15601,1.8
3,選択的支出,3234,0.9,-1.4,348,0.3,1169,0.7,1381,0.6,2803,1,3998,1.2,3956,0.9,8923,1
1,被服及び履物,15432,4.4,6.1,4718,4.2,5885,3.4,8551,3.8,11987,4.3,19698,5.8,21667,4.9,35308,4.1
2,基礎的支出,939,0.3,-2.7,338,0.3,581,0.3,782,0.4,1106,0.4,1487,0.4,1001,0.2,1271,0.1
3,選択的支出,14493,4.1,6.8,4381,3.9,5305,3.1,7769,3.5,10881,3.9,18211,5.3,20666,4.6,34037,3.9
1,保健医療,16217,4.6,15.6,5114,4.6,7028,4.1,11068,5,11963,4.3,17217,5,26393,5.9,34561,4
2,基礎的支出,13852,4,12.1,4972,4.4,6492,3.8,10232,4.6,11350,4.1,14359,4.2,21180,4.8,28247,3.2
3,選択的支出,2365,0.7,42.1,142,0.1,536,0.3,836,0.4,613,0.2,2858,0.8,5213,1.2,6315,0.7
1,交通・通信,47778,13.7,46.5,7754,6.9,14203,8.3,19086,8.6,29125,10.5,37207,10.9,57122,12.8,168934,19.4
2,基礎的支出,10803,3.1,13.2,3175,2.8,4508,2.6,7398,3.3,8685,3.1,12445,3.6,19236,4.3,20089,2.3
3,選択的支出,36974,10.6,60.3,4579,4.1,9695,5.6,11688,5.3,20440,7.4,24762,7.2,37886,8.5,148845,17.1
1,教育,29606,8.5,35.3,618,0.6,1358,0.8,5040,2.3,5537,2,10568,3.1,19518,4.4,163502,18.8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,29606,8.5,35.3,618,0.6,1358,0.8,5040,2.3,5537,2,10568,3.1,19518,4.4,163502,18.8
1,教養娯楽,39270,11.2,8.8,8951,8,15165,8.8,28183,12.7,28630,10.4,35102,10.3,66259,14.9,92156,10.6
2,基礎的支出,7574,2.2,30,3686,3.3,5404,3.1,8092,3.6,7201,2.6,8704,2.5,10645,2.4,9244,1.1
3,選択的支出,31696,9.1,4.7,5265,4.7,9761,5.7,20091,9,21429,7.8,26398,7.7,55615,12.5,82912,9.5
1,その他の消費支出,49908,14.3,10.1,8519,7.6,23919,13.9,28064,12.6,46724,16.9,55957,16.4,71710,16.1,113820,13.1
2,基礎的支出,22630,6.5,30.2,3296,2.9,10676,6.2,14233,6.4,21775,7.9,25142,7.4,34264,7.7,48759,5.6
3,選択的支出,27278,7.8,-2.4,5223,4.7,13243,7.7,13830,6.2,24949,9,30815,9,37446,8.4,65061,7.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年 5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目階層（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
