項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8090,-,1114,-,538,-,259,-
0,0,0,0,0,調査世帯数,699,-,580,-,70,-,34,-,15,-
0,0,0,0,0,世帯人員,2.94,-,2.91,-,3.19,-,2.75,-,3,-
0,0,0,0,0,有業人員,1.31,-,1.28,-,1.65,-,1.16,-,1.07,-
0,0,0,0,0,世帯主平均年齢,60.1,-,62.2,-,46,-,65.5,-,41.3,-
2,2,0,0,0,生計支出,358932,-,368559,-,356983,-,234190,-,325559,-
2,3,0,0,0,消費支出,358932,100,368559,100,356983,100,234190,100,325559,100
2,4,1,0,0,食料,105138,29.3,108822,29.5,93299,26.1,83123,35.5,86647,26.6
2,5,1,1,0,穀類,7426,2.1,7680,2.1,6303,1.8,6708,2.9,5816,1.8
2,6,1,1,1,米類,1483,0.4,1540,0.4,1263,0.4,1598,0.7,429,0.1
2,6,1,1,2,パン,3119,0.9,3194,0.9,2895,0.8,2269,1,3528,1.1
2,6,1,1,3,麺類,1592,0.4,1599,0.4,1396,0.4,1974,0.8,1413,0.4
2,6,1,1,4,他の穀類,1231,0.3,1347,0.4,749,0.2,867,0.4,445,0.1
2,5,1,2,0,魚介類,10071,2.8,11006,3,5057,1.4,7826,3.3,7084,2.2
2,6,1,2,1,生鮮魚介,5585,1.6,6099,1.7,2616,0.7,4245,1.8,5080,1.6
2,6,1,2,2,塩干魚介,1499,0.4,1656,0.4,687,0.2,1263,0.5,557,0.2
2,6,1,2,3,魚肉練製品,1530,0.4,1689,0.5,737,0.2,1251,0.5,558,0.2
2,6,1,2,4,他の魚介加工品,1456,0.4,1561,0.4,1016,0.3,1067,0.5,888,0.3
2,5,1,3,0,肉類,9941,2.8,10648,2.9,6535,1.8,7558,3.2,7433,2.3
2,6,1,3,1,生鮮肉,8347,2.3,8981,2.4,5359,1.5,6071,2.6,6127,1.9
2,6,1,3,2,加工肉,1593,0.4,1667,0.5,1176,0.3,1487,0.6,1306,0.4
2,5,1,4,0,乳卵類,4534,1.3,4785,1.3,3627,1,2939,1.3,3909,1.2
2,6,1,4,1,牛乳,1289,0.4,1361,0.4,928,0.3,924,0.4,1363,0.4
2,6,1,4,2,乳製品,2397,0.7,2539,0.7,2082,0.6,1236,0.5,1743,0.5
2,6,1,4,3,卵,848,0.2,886,0.2,617,0.2,780,0.3,802,0.2
2,5,1,5,0,野菜・海藻,11282,3.1,12116,3.3,7163,2,9354,4,6947,2.1
2,6,1,5,1,生鮮野菜,7552,2.1,8104,2.2,4871,1.4,6142,2.6,4758,1.5
2,6,1,5,2,乾物・海藻,1083,0.3,1188,0.3,641,0.2,656,0.3,616,0.2
2,6,1,5,3,大豆加工品,1170,0.3,1241,0.3,807,0.2,978,0.4,910,0.3
2,6,1,5,4,他の野菜・海藻加工品,1477,0.4,1584,0.4,844,0.2,1579,0.7,663,0.2
2,5,1,6,0,果物,3947,1.1,4305,1.2,2334,0.7,2621,1.1,2461,0.8
2,6,1,6,1,生鮮果物,3291,0.9,3569,1,2065,0.6,2348,1,1823,0.6
2,6,1,6,2,果物加工品,656,0.2,736,0.2,268,0.1,273,0.1,637,0.2
2,5,1,7,0,油脂・調味料,4283,1.2,4548,1.2,3119,0.9,3650,1.6,2325,0.7
2,6,1,7,1,油脂,416,0.1,462,0.1,205,0.1,263,0.1,202,0.1
2,6,1,7,2,調味料,3867,1.1,4086,1.1,2914,0.8,3387,1.4,2122,0.7
2,5,1,8,0,菓子類,8097,2.3,8273,2.2,8273,2.3,5254,2.2,7759,2.4
2,5,1,9,0,調理食品,15784,4.4,16214,4.4,14341,4,13595,5.8,13094,4
2,6,1,9,1,主食的調理食品,5356,1.5,5323,1.4,5804,1.6,5379,2.3,4422,1.4
2,6,1,9,2,他の調理食品,10428,2.9,10891,3,8538,2.4,8216,3.5,8672,2.7
2,5,1,10,0,飲料,4852,1.4,4932,1.3,4910,1.4,4062,1.7,3740,1.1
2,6,1,10,1,茶類,1246,0.3,1275,0.3,1241,0.3,1076,0.5,712,0.2
2,6,1,10,2,コーヒー・ココア,1015,0.3,1030,0.3,1104,0.3,796,0.3,617,0.2
2,6,1,10,3,他の飲料,2591,0.7,2627,0.7,2564,0.7,2191,0.9,2410,0.7
2,5,1,11,0,酒類,4600,1.3,4534,1.2,5498,1.5,4554,1.9,2889,0.9
2,5,1,12,0,外食,20320,5.7,19781,5.4,26139,7.3,15002,6.4,23191,7.1
2,6,1,12,1,一般外食,19480,5.4,19021,5.2,24856,7,14088,6,21887,6.7
2,6,1,12,2,学校給食,841,0.2,760,0.2,1283,0.4,914,0.4,1305,0.4
2,4,2,0,0,住居,26710,7.4,19067,5.2,80009,22.4,30679,13.1,28049,8.6
2,5,2,1,0,家賃地代,14094,3.9,3510,1,79872,22.4,30623,13.1,27560,8.5
2,5,2,2,0,設備修繕・維持,12616,3.5,15557,4.2,137,0,56,0,490,0.2
2,6,2,2,1,設備材料,4820,1.3,5944,1.6,75,0,50,0,-,-
2,6,2,2,2,工事その他のサービス,7797,2.2,9613,2.6,62,0,6,0,490,0.2
2,4,3,0,0,光熱・水道,20480,5.7,21251,5.8,19280,5.4,13362,5.7,16327,5
2,5,3,1,0,電気代,8848,2.5,9198,2.5,8955,2.5,4845,2.1,5779,1.8
2,5,3,2,0,ガス代,5678,1.6,5890,1.6,5154,1.4,3966,1.7,4848,1.5
2,5,3,3,0,他の光熱,758,0.2,896,0.2,89,0,212,0.1,463,0.1
2,5,3,4,0,上下水道料,5196,1.4,5268,1.4,5081,1.4,4339,1.9,5236,1.6
2,4,4,0,0,家具・家事用品,14220,4,15601,4.2,7453,2.1,5993,2.6,17280,5.3
2,5,4,1,0,家庭用耐久財,3757,1,4237,1.1,119,0,1237,0.5,9651,3
2,6,4,1,1,家事用耐久財,2167,0.6,2351,0.6,86,0,799,0.3,8242,2.5
2,6,4,1,2,冷暖房用器具,1092,0.3,1310,0.4,-,-,439,0.2,330,0.1
2,6,4,1,3,一般家具,498,0.1,576,0.2,33,0,-,-,1079,0.3
2,5,4,2,0,室内装備・装飾品,1721,0.5,2049,0.6,223,0.1,271,0.1,922,0.3
2,5,4,3,0,寝具類,815,0.2,959,0.3,250,0.1,99,0,217,0.1
2,5,4,4,0,家事雑貨,3157,0.9,3352,0.9,2872,0.8,1389,0.6,1959,0.6
2,5,4,5,0,家事用消耗品,3541,1,3622,1,3506,1,2859,1.2,2581,0.8
2,5,4,6,0,家事サービス,1229,0.3,1381,0.4,482,0.1,138,0.1,1951,0.6
2,4,5,0,0,被服及び履物,15914,4.4,16646,4.5,14902,4.2,6913,3,16097,4.9
2,5,5,1,0,和服,33,0,35,0,41,0,-,-,-,-
2,5,5,2,0,洋服,7295,2,7612,2.1,7392,2.1,2808,1.2,6302,1.9
2,6,5,2,1,男子用洋服,2100,0.6,2077,0.6,3026,0.8,1331,0.6,406,0.1
2,6,5,2,2,婦人用洋服,4494,1.3,4943,1.3,3079,0.9,1242,0.5,3317,1
2,6,5,2,3,子供用洋服,701,0.2,591,0.2,1287,0.4,235,0.1,2580,0.8
2,5,5,3,0,シャツ・セーター類,2953,0.8,3201,0.9,1781,0.5,1355,0.6,3564,1.1
2,6,5,3,1,男子用シャツ・セーター類,970,0.3,1077,0.3,371,0.1,95,0,2017,0.6
2,6,5,3,2,婦人用シャツ・セーター類,1861,0.5,2017,0.5,1173,0.3,1223,0.5,1272,0.4
2,6,5,3,3,子供用シャツ・セーター類,122,0,107,0,236,0.1,37,0,275,0.1
2,5,5,4,0,下着類,1264,0.4,1256,0.3,1223,0.3,928,0.4,2395,0.7
2,6,5,4,1,男子用下着類,453,0.1,439,0.1,356,0.1,322,0.1,1586,0.5
2,6,5,4,2,婦人用下着類,683,0.2,694,0.2,622,0.2,606,0.3,735,0.2
2,6,5,4,3,子供用下着類,129,0,123,0,245,0.1,-,-,74,0
2,5,5,5,0,生地・糸類,177,0,185,0.1,144,0,212,0.1,8,0
2,5,5,6,0,他の被服,1717,0.5,1534,0.4,3459,1,769,0.3,1920,0.6
2,5,5,7,0,履物類,1524,0.4,1733,0.5,633,0.2,302,0.1,1371,0.4
2,5,5,8,0,被服関連サービス,950,0.3,1089,0.3,228,0.1,539,0.2,538,0.2
2,4,6,0,0,保健医療,20234,5.6,21000,5.7,20334,5.7,8598,3.7,20026,6.2
2,5,6,1,0,医薬品,2765,0.8,2876,0.8,2044,0.6,2972,1.3,1950,0.6
2,5,6,2,0,健康保持用摂取品,1026,0.3,1147,0.3,609,0.2,353,0.2,455,0.1
2,5,6,3,0,保健医療用品・器具,4548,1.3,4926,1.3,3265,0.9,1537,0.7,4513,1.4
2,5,6,4,0,保健医療サービス,11896,3.3,12052,3.3,14416,4,3736,1.6,13108,4
2,4,7,0,0,交通・通信,36324,10.1,36988,10,35927,10.1,23805,10.2,43305,13.3
2,5,7,1,0,交通,9251,2.6,9437,2.6,9487,2.7,2009,0.9,17465,5.4
2,5,7,2,0,自動車等関係費,13199,3.7,13628,3.7,12575,3.5,9791,4.2,9540,2.9
2,6,7,2,1,自動車等購入,1891,0.5,2338,0.6,-,-,-,-,-,-
2,6,7,2,2,自転車購入,138,0,101,0,-,-,1048,0.4,-,-
2,6,7,2,3,自動車等維持,11170,3.1,11190,3,12575,3.5,8742,3.7,9540,2.9
2,5,7,3,0,通信,13875,3.9,13922,3.8,13865,3.9,12005,5.1,16301,5
2,4,8,0,0,教育,13760,3.8,14979,4.1,7200,2,8954,3.8,13874,4.3
2,5,8,1,0,授業料等,7733,2.2,8380,2.3,2802,0.8,8191,3.5,7791,2.4
2,5,8,2,0,教科書・学習参考教材,123,0,100,0,145,0,-,-,1024,0.3
2,5,8,3,0,補習教育,5903,1.6,6499,1.8,4253,1.2,763,0.3,5060,1.6
2,4,9,0,0,教養娯楽,43677,12.2,47079,12.8,36119,10.1,15122,6.5,29198,9
2,5,9,1,0,教養娯楽用耐久財,3083,0.9,3129,0.8,4163,1.2,574,0.2,2219,0.7
2,5,9,2,0,教養娯楽用品,11336,3.2,12301,3.3,8981,2.5,4288,1.8,5945,1.8
2,5,9,3,0,書籍・他の印刷物,4244,1.2,4601,1.2,2885,0.8,2338,1,2874,0.9
2,5,9,4,0,教養娯楽サービス,25014,7,27047,7.3,20090,5.6,7922,3.4,18160,5.6
2,6,9,4,1,宿泊料,3340,0.9,3519,1,4086,1.1,-,-,1493,0.5
2,6,9,4,2,パック旅行費,5371,1.5,6483,1.8,694,0.2,-,-,1896,0.6
2,6,9,4,3,月謝類,3709,1,3947,1.1,2339,0.7,1638,0.7,6478,2
2,6,9,4,4,他の教養娯楽サービス,12593,3.5,13098,3.6,12970,3.6,6284,2.7,8292,2.5
2,4,10,0,0,その他の消費支出,62474,17.4,67127,18.2,42459,11.9,37641,16.1,54754,16.8
2,5,10,1,0,諸雑費,28565,8,30474,8.3,22021,6.2,12878,5.5,29630,9.1
2,6,10,1,1,理美容サービス,4246,1.2,4728,1.3,1902,0.5,907,0.4,6190,1.9
2,6,10,1,2,理美容用品,6208,1.7,6234,1.7,7230,2,3102,1.3,7478,2.3
2,6,10,1,3,身の回り用品,2112,0.6,2119,0.6,2749,0.8,1065,0.5,1309,0.4
2,6,10,1,4,たばこ,775,0.2,558,0.2,2322,0.7,1215,0.5,-,-
2,6,10,1,5,他の諸雑費,15224,4.2,16836,4.6,7818,2.2,6589,2.8,14654,4.5
2,5,10,2,0,こづかい,7099,2,8202,2.2,2478,0.7,1518,0.6,4093,1.3
2,5,10,3,0,交際費,25393,7.1,27285,7.4,14595,4.1,21399,9.1,21031,6.5
2,6,10,3,0,食料,8218,2.3,8855,2.4,3977,1.1,8954,3.8,5018,1.5
2,6,10,3,0,家具・家事用品,281,0.1,274,0.1,395,0.1,139,0.1,328,0.1
2,6,10,3,0,被服及び履物,721,0.2,714,0.2,950,0.3,261,0.1,915,0.3
2,6,10,3,0,教養娯楽,1473,0.4,1673,0.5,450,0.1,803,0.3,1006,0.3
2,6,10,3,0,他の物品サービス,359,0.1,321,0.1,860,0.2,76,0,-,-
2,6,10,3,6,贈与金,10637,3,11396,3.1,5824,1.6,9383,4,10232,3.1
2,6,10,3,7,他の交際費,3704,1,4052,1.1,2139,0.6,1783,0.8,3532,1.1
2,5,10,4,0,仕送り金,1417,0.4,1166,0.3,3365,0.9,1847,0.8,-,-
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,16235,4.5,17187,4.7,12097,3.4,10405,4.4,16386,5
2,3,0,0,0,（再掲）教養娯楽関係費,50890,14.2,54466,14.8,42367,11.9,16984,7.3,46259,14.2
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,12054,3.4,12562,3.4,9189,2.6,11230,4.8,10232,3.1
2,3,0,0,0,（再掲）経常消費支出,256128,71.4,254453,69,296946,83.2,194535,83.1,260799,80.1
2,3,0,0,0,（再掲）情報通信関係費,15500,4.3,15687,4.3,14309,4,13887,5.9,18100,5.6
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,318276,88.7,334593,90.8,267784,75,192281,82.1,287278,88.2
,,,,,,,,,,,,,,,
東京都生計分析調査　令和元年12月,,,,,,,,,,,,,,,
第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,
注1）「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,
項目階層（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,
