項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,8960,-,2823,-,2229,-,7177,-,6731,-,1040,-
0,0,0,0,0,調査世帯数,228,-,-,206,-,60,-,48,-,168,-,158,-,22,-
0,0,0,0,0,世帯人員,2.34,-,-,2.34,-,2.19,-,2.19,-,2.39,-,2.39,-,2.31,-
0,0,0,0,0,有業人員,0.44,-,-,0.45,-,0.36,-,0.45,-,0.47,-,0.45,-,0.29,-
0,0,0,0,0,世帯主平均年齢,75.1,-,-,75.4,-,73.4,-,75,-,75.7,-,75.6,-,72,-
1,0,0,0,0,受取,400289,-,-9.9,418021,-,248565,-,275993,-,459954,-,465052,-,247482,-
1,1,0,0,0,実収入,35791,100,-35.6,34871,100,17033,100,18769,100,43167,100,40203,100,43713,100
1,2,0,0,0,経常収入,32395,90.5,-13.3,31415,90.1,13222,77.6,13946,74.3,39934,92.5,37200,92.5,40838,93.4
1,3,0,0,0,勤め先収入,22397,62.6,76.3,21532,61.7,2561,15,3243,17.3,30197,70,27588,68.6,29850,68.3
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,7127,19.9,38,6849,19.6,1514,8.9,1917,10.2,9334,21.6,8482,21.1,9522,21.8
1,6,0,0,0,うち女,7127,19.9,38,6849,19.6,1514,8.9,1917,10.2,9334,21.6,8482,21.1,9522,21.8
1,4,0,0,0,他の世帯員収入,15270,42.7,102.5,14683,42.1,1048,6.2,1327,7.1,20863,48.3,19106,47.5,20328,46.5
1,3,0,0,0,事業・内職収入,6516,18.2,12.4,6837,19.6,8262,48.5,10463,55.7,5829,13.5,5637,14,3746,8.6
1,4,0,0,0,家賃収入,2762,7.7,-36.2,3083,8.8,-,-,-,-,3849,8.9,4104,10.2,-,-
1,4,0,0,0,他の事業収入,106,0.3,-54.7,118,0.3,-,-,-,-,148,0.3,158,0.4,-,-
1,4,0,0,0,内職収入,3647,10.2,196.7,3636,10.4,8262,48.5,10463,55.7,1832,4.2,1375,3.4,3746,8.6
1,3,0,0,0,他の経常収入,3482,9.7,-81.5,3046,8.7,2398,14.1,240,1.3,3909,9.1,3975,9.9,7243,16.6
1,4,0,0,0,財産収入,1829,5.1,-72.9,1897,5.4,-,-,-,-,2549,5.9,2525,6.3,1246,2.9
1,4,0,0,0,社会保障給付,1623,4.5,-82.7,1115,3.2,2398,14.1,240,1.3,1318,3.1,1405,3.5,5997,13.7
1,5,0,0,0,公的年金給付,972,2.7,-85.5,1084,3.1,179,1.1,226,1.2,1283,3,1369,3.4,-,-
1,5,0,0,0,他の社会保障給付,651,1.8,-75.5,31,0.1,2220,13,13,0.1,34,0.1,37,0.1,5997,13.7
1,4,0,0,0,仕送り金,30,0.1,-98.9,34,0.1,-,-,-,-,42,0.1,45,0.1,-,-
1,2,0,0,0,特別収入,3396,9.5,-81.4,3456,9.9,3811,22.4,4824,25.7,3232,7.5,3004,7.5,2874,6.6
1,3,0,0,0,受贈金,160,0.4,-91.1,178,0.5,210,1.2,265,1.4,140,0.3,149,0.4,-,-
1,3,0,0,0,他の特別収入,3236,9,-80.3,3278,9.4,3602,21.1,4558,24.3,3092,7.2,2854,7.1,2874,6.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),264322,-,-13.9,277033,-,151658,-,167340,-,308627,-,313357,-,154783,-
