項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2320,-,6521,-,437,-,181,-,723,-,4792,-
0,0,0,0,0,調査世帯数,360,-,82,-,237,-,16,-,7,-,26,-,172,-
0,0,0,0,0,世帯人員,3.3,-,2,-,3.77,-,2.42,-,2.58,-,3.82,-,3.39,-
0,0,0,0,0,有業人員,1.7,-,1.48,-,1.79,-,1.52,-,1,-,1.7,-,2.21,-
0,0,0,0,0,世帯主平均年齢,50.5,-,57,-,47.8,-,54,-,43.6,-,53.1,-,49.1,-
1,0,0,0,0,受取,1301276,-,1155700,-,1417567,-,673825,-,751992,-,1113551,-,1445746,-
1,1,0,0,0,実収入,673468,100,601385,100,734821,100,328449,100,330102,100,561941,100,778278,100
1,2,0,0,0,経常収入,662685,98.4,584915,97.3,724890,98.6,325641,99.1,326049,98.8,558772,99.4,764750,98.3
1,3,0,0,0,勤め先収入,624865,92.8,516607,85.9,700316,95.3,292002,88.9,287031,87,498048,88.6,738728,94.9
1,4,0,0,0,世帯主収入,523034,77.7,430853,71.6,584673,79.6,242658,73.9,287031,87,434308,77.3,541491,69.6
1,6,0,0,0,うち男,497805,73.9,417450,69.4,574935,78.2,31904,9.7,-,-,341579,60.8,529783,68.1
1,5,0,0,0,定期収入,420967,62.5,347805,57.8,466675,63.5,221498,67.4,256074,77.6,365571,65.1,437951,56.3
1,5,0,0,0,臨時収入,5651,0.8,3673,0.6,6827,0.9,1642,0.5,3211,1,4112,0.7,5918,0.8
1,5,0,0,0,賞与,96417,14.3,79375,13.2,111171,15.1,19518,5.9,27745,8.4,64626,11.5,97621,12.5
1,4,0,0,0,世帯主の配偶者の収入,88364,13.1,85754,14.3,101085,13.8,-,-,-,-,38420,6.8,183883,23.6
1,6,0,0,0,うち女,86739,12.9,85078,14.1,98814,13.4,-,-,-,-,38420,6.8,180471,23.2
1,4,0,0,0,他の世帯員収入,13466,2,-,-,14558,2,49343,15,-,-,25320,4.5,13354,1.7
1,3,0,0,0,事業・内職収入,7518,1.1,13631,2.3,6301,0.9,1726,0.5,-,-,2251,0.4,8201,1.1
1,4,0,0,0,家賃収入,3398,0.5,9847,1.6,1618,0.2,-,-,-,-,1437,0.3,2979,0.4
1,4,0,0,0,他の事業収入,2593,0.4,3043,0.5,2743,0.4,1726,0.5,-,-,-,-,4904,0.6
1,4,0,0,0,内職収入,1527,0.2,740,0.1,1940,0.3,-,-,-,-,814,0.1,318,0
1,3,0,0,0,他の経常収入,30302,4.5,54677,9.1,18273,2.5,31913,9.7,39018,11.8,58473,10.4,17821,2.3
1,4,0,0,0,財産収入,1543,0.2,1490,0.2,928,0.1,135,0,0,0,8512,1.5,1389,0.2
1,4,0,0,0,社会保障給付,28658,4.3,53177,8.8,17331,2.4,29525,9,33472,10.1,49961,8.9,16409,2.1
1,5,0,0,0,公的年金給付,20220,3,49440,8.2,7125,1,16240,4.9,5530,1.7,45607,8.1,11074,1.4
1,5,0,0,0,他の社会保障給付,8438,1.3,3737,0.6,10205,1.4,13285,4,27942,8.5,4355,0.8,5336,0.7
1,4,0,0,0,仕送り金,102,0,10,0,15,0,2253,0.7,5546,1.7,-,-,23,0
1,2,0,0,0,特別収入,10783,1.6,16470,2.7,9931,1.4,2809,0.9,4053,1.2,3169,0.6,13528,1.7
1,3,0,0,0,受贈金,2483,0.4,448,0.1,3606,0.5,316,0.1,65,0,382,0.1,3546,0.5
1,3,0,0,0,他の特別収入,8300,1.2,16022,2.7,6324,0.9,2493,0.8,3988,1.2,2786,0.5,9982,1.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),512442,-,479269,-,549223,-,272499,-,352927,-,440421,-,532619,-
1,2,0,0,0,預貯金引出,386430,-,356217,-,413851,-,216333,-,276026,-,346896,-,406416,-
1,2,0,0,0,保険金,8852,-,11962,-,8068,-,4094,-,1914,-,9002,-,4141,-
1,3,0,0,0,個人・企業年金保険金,4836,-,9036,-,3124,-,3176,-,-,-,8643,-,3626,-
1,3,0,0,0,他の保険金,4016,-,2926,-,4944,-,918,-,1914,-,359,-,515,-
1,2,0,0,0,有価証券売却,1468,-,282,-,2203,-,-,-,-,-,-,-,1036,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,144,-,74,-,150,-,-,-,-,-,422,-,-,-
1,2,0,0,0,分割払購入借入金,4529,-,5437,-,4240,-,7455,-,18080,-,1960,-,4965,-
1,2,0,0,0,一括払購入借入金,110187,-,104327,-,119757,-,44615,-,56901,-,82084,-,115512,-
1,2,0,0,0,土地家屋売却,384,-,387,-,463,-,-,-,-,-,-,-,170,-
1,2,0,0,0,実収入以外の受取のその他,448,-,583,-,492,-,2,-,6,-,58,-,377,-
1,1,0,0,0,繰入金,115365,-,75047,-,133524,-,72877,-,68964,-,111189,-,134850,-
2,0,0,0,0,支払,1301276,-,1155700,-,1417567,-,673825,-,751992,-,1113551,-,1445746,-
2,1,0,0,0,実支出,501987,-,467619,-,535520,-,299461,-,355521,-,429178,-,538311,-
2,2,0,0,0,生計支出,368036,-,353575,-,385734,-,247385,-,304815,-,325752,-,386167,-
2,3,0,0,0,消費支出,360606,100,324620,100,385306,100,247385,100,304815,100,325752,100,370209,100
2,4,1,0,0,食料,90551,25.1,82804,25.5,93903,24.4,64675,26.1,78500,25.8,101472,31.2,92380,25
2,5,1,1,0,穀類,6925,1.9,5140,1.6,7584,2,4991,2,5613,1.8,7909,2.4,6900,1.9
2,6,1,1,1,米類,1832,0.5,1267,0.4,1998,0.5,1515,0.6,1343,0.4,2412,0.7,1780,0.5
2,6,1,1,2,パン,3186,0.9,2503,0.8,3478,0.9,2163,0.9,2968,1,3339,1,3213,0.9
2,6,1,1,3,麺類,1414,0.4,1047,0.3,1535,0.4,989,0.4,1014,0.3,1741,0.5,1408,0.4
2,6,1,1,4,他の穀類,493,0.1,323,0.1,573,0.1,324,0.1,288,0.1,419,0.1,499,0.1
2,5,1,2,0,魚介類,5193,1.4,5522,1.7,4925,1.3,4198,1.7,4272,1.4,7299,2.2,4725,1.3
2,6,1,2,1,生鮮魚介,3121,0.9,3373,1,2932,0.8,2370,1,2318,0.8,4552,1.4,2865,0.8
2,6,1,2,2,塩干魚介,886,0.2,863,0.3,862,0.2,829,0.3,952,0.3,1233,0.4,773,0.2
2,6,1,2,3,魚肉練製品,457,0.1,531,0.2,426,0.1,333,0.1,353,0.1,605,0.2,426,0.1
2,6,1,2,4,他の魚介加工品,729,0.2,755,0.2,705,0.2,667,0.3,649,0.2,908,0.3,661,0.2
2,5,1,3,0,肉類,7951,2.2,5726,1.8,8810,2.3,5296,2.1,5537,1.8,8958,2.7,8115,2.2
2,6,1,3,1,生鮮肉,6499,1.8,4620,1.4,7216,1.9,4397,1.8,4539,1.5,7328,2.2,6630,1.8
2,6,1,3,2,加工肉,1453,0.4,1105,0.3,1594,0.4,900,0.4,998,0.3,1631,0.5,1485,0.4
2,5,1,4,0,乳卵類,4109,1.1,3094,1,4571,1.2,2093,0.8,2460,0.8,4426,1.4,4072,1.1
2,6,1,4,1,牛乳,1297,0.4,946,0.3,1494,0.4,553,0.2,640,0.2,1089,0.3,1247,0.3
2,6,1,4,2,乳製品,2058,0.6,1530,0.5,2261,0.6,1046,0.4,1248,0.4,2546,0.8,2045,0.6
2,6,1,4,3,卵,754,0.2,617,0.2,817,0.2,494,0.2,572,0.2,792,0.2,779,0.2
2,5,1,5,0,野菜・海藻,8941,2.5,8630,2.7,9105,2.4,6416,2.6,6667,2.2,10087,3.1,8738,2.4
2,6,1,5,1,生鮮野菜,6254,1.7,5891,1.8,6421,1.7,4619,1.9,5045,1.7,6967,2.1,6129,1.7
2,6,1,5,2,乾物・海藻,683,0.2,658,0.2,693,0.2,475,0.2,377,0.1,824,0.3,662,0.2
2,6,1,5,3,大豆加工品,1028,0.3,1009,0.3,1068,0.3,546,0.2,507,0.2,1030,0.3,1034,0.3
2,6,1,5,4,他の野菜・海藻加工品,975,0.3,1072,0.3,924,0.2,777,0.3,738,0.2,1267,0.4,913,0.2
2,5,1,6,0,果物,2839,0.8,2845,0.9,2831,0.7,1932,0.8,1960,0.6,3518,1.1,2721,0.7
2,6,1,6,1,生鮮果物,2513,0.7,2475,0.8,2518,0.7,1712,0.7,1631,0.5,3137,1,2451,0.7
2,6,1,6,2,果物加工品,327,0.1,370,0.1,313,0.1,220,0.1,329,0.1,381,0.1,270,0.1
2,5,1,7,0,油脂・調味料,3575,1,3035,0.9,3771,1,2609,1.1,2732,0.9,4164,1.3,3575,1
2,6,1,7,1,油脂,351,0.1,369,0.1,346,0.1,240,0.1,210,0.1,406,0.1,332,0.1
2,6,1,7,2,調味料,3224,0.9,2666,0.8,3424,0.9,2369,1,2521,0.8,3759,1.2,3243,0.9
2,5,1,8,0,菓子類,7073,2,5431,1.7,7679,2,5637,2.3,7224,2.4,7765,2.4,7041,1.9
2,5,1,9,0,調理食品,11918,3.3,10964,3.4,12024,3.1,10510,4.2,13361,4.4,14991,4.6,12118,3.3
2,6,1,9,1,主食的調理食品,5045,1.4,4795,1.5,5070,1.3,3949,1.6,3750,1.2,6323,1.9,5076,1.4
