実数・増減率,年次・四半期・月次コード,年次・四半期・月次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,消費支出（円）,消費支出／食料（円）,消費支出／住居（円）,消費支出／光熱・水道（円）,消費支出／家具・家事用品（円）,消費支出／被服及び履物（円）,消費支出／保健医療（円）,消費支出／交通・通信（円）,消費支出／教育（円）,消費支出／教養娯楽（円）,消費支出／その他の消費支出（円）
Jissu,tuki,実数_平成30年 3月,248,2.35,0.45,74.7,44152,34558,21454,6189,15265,3869,9235,4306,9594,32106,281392,76906,32635,28625,8871,6399,17584,24747,-,28294,57330
Jissu,tuki,実数_平成30年 4月,258,2.39,0.5,74.5,333514,327340,18850,4525,14325,4317,304173,300801,6174,305446,279239,77425,13807,23985,9683,7403,20602,37795,83,34568,53887
Jissu,tuki,実数_平成30年 5月,257,2.43,0.53,74.3,49836,40392,23764,6082,17681,4114,12514,9280,9444,19499,261272,82337,19355,21246,10530,8217,14038,24413,-,31435,49701
Jissu,tuki,実数_平成30年 6月,247,2.44,0.55,74.1,364325,360045,25916,6647,19269,4348,329782,321103,4280,302357,275899,78707,23387,17710,8375,9339,20690,38084,803,29444,49361
Jissu,tuki,実数_平成30年 7月,249,2.41,0.5,74.2,46452,42363,22637,8773,13864,3262,16464,11006,4090,15266,269556,79413,15187,17637,15785,7708,21937,21195,50,26708,63935
Jissu,tuki,実数_平成30年 8月,246,2.38,0.49,74.5,351430,344154,16967,5827,11140,4707,322479,317299,7276,313154,256658,80272,20215,19778,13212,6740,11971,19784,4373,31229,49084
Jissu,tuki,実数_平成30年 9月,236,2.38,0.5,74.6,38544,35727,17006,6340,10665,3611,15111,7839,2817,27289,253689,78426,19072,18477,11426,7113,12092,20949,1915,32710,51508
Jissu,tuki,実数_平成30年10月,242,2.34,0.44,74.6,399859,396144,17516,9747,7769,3430,375199,367652,3715,346212,273549,80359,32588,18651,8582,6988,17377,25878,4296,28139,50691
Jissu,tuki,実数_平成30年11月,230,2.28,0.39,74.9,55590,37357,12704,5164,7540,5795,18857,9374,18233,46252,264897,75258,27660,16556,8567,9714,18062,23381,226,28455,57018
Jissu,tuki,実数_平成30年12月,245,2.31,0.42,74.7,363432,355691,22089,8964,13125,4044,329558,320769,7741,316852,303382,95820,28477,20246,12303,7406,18657,23673,1725,34912,60163
Jissu,tuki,実数_平成31年 1月,236,2.34,0.45,74.6,58881,50741,21356,11337,10019,4840,24545,17091,8139,38644,259727,73564,23142,24623,7940,6469,13976,21292,105,27390,61227
Jissu,tuki,実数_平成31年 2月,245,2.31,0.4,74.9,389586,384815,18891,9193,9698,4302,361622,355841,4771,345409,255904,69368,19510,28069,9386,4854,13896,33827,2527,26649,47819
meimoku,nen,対前年（同期・同月）名目増加率_平成27年平均,-,-,-,-,-1.5,-1.4,-1.1,85.9,-20.6,20.2,-2.6,-1.4,-6.8,-3.7,2.7,3.1,4.5,0.5,-3.6,9.4,-2.6,6.7,343.4,1.8,-1.2
meimoku,nen,対前年（同期・同月）名目増加率_平成28年平均,-,-,-,-,-1.1,-3,-10.7,2.3,-17.6,-2.9,-2.1,-4.1,75.2,2.6,-9.2,0,-5.7,-13.2,-6.4,-9.7,-15.3,-22.1,-79.9,-13.4,-7.4
meimoku,nen,対前年（同期・同月）名目増加率_平成29年平均,-,-,-,-,-6.6,-4.7,-30,-34.3,-27.2,-15.5,-1.3,2.1,-48.3,-8.6,1.7,0.7,-5.2,1.9,-2.8,-6.3,10.8,14.5,-14.7,-0.3,1.4
meimoku,nen,対前年（同期・同月）名目増加率_平成30年平均,-,-,-,-,22,20.7,76.9,65.2,83.8,-40.9,19.8,18,75.2,24.9,4.8,2.8,8.5,5.4,14.4,-3.3,3.4,11.6,128.8,3.7,2.6
meimoku,sihan,対前年（同期・同月）名目増加率_平成29年10～12月,-,-,-,-,-2.1,-0.2,-29.9,-50,-7.6,-22.6,3.7,3.5,-51.8,-2,-1.4,-0.3,-27.9,13.1,9.8,-16.9,28.9,1.1,-34.6,-1.1,-3.6
meimoku,sihan,対前年（同期・同月）名目増加率_平成30年 1～ 3月,-,-,-,-,15.8,14.1,58.8,34.3,75,-19.3,11.4,10.6,71.9,19.4,5.4,4.7,17.6,14.3,3.4,-30.9,6.1,22.7,108.8,7,-2.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成30年 4～ 6月,-,-,-,-,15.9,15.5,75.2,2.4,130.4,-34.2,13.1,12,32.4,21.8,8.7,0.5,32.2,2.3,22.7,-0.1,12.3,53,-71.8,2.6,1.8
meimoku,sihan,対前年（同期・同月）名目増加率_平成30年 7～ 9月,-,-,-,-,28.4,27.8,100,197.3,67.7,-48.9,26.7,23.5,50.8,29.3,0,3.7,-39.4,9.2,42.2,26.6,2,-22.2,595.1,5.5,7.9
meimoku,sihan,対前年（同期・同月）名目増加率_平成30年10～12月,-,-,-,-,28.4,26.1,79.8,118.7,56.5,-56.6,27.8,25.6,152.8,28.6,5.5,2.7,61.2,-6,-8.3,2.4,-5.2,1.5,251.1,0.4,4.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 2月,-,-,-,-,9.2,8.7,66,-3.2,119.3,-51.3,9.2,9,58.4,11.2,7.9,4.6,-21.6,14.4,-1.9,-21.2,24.9,59.2,97.4,-7.3,3.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 3月,-,-,-,-,19.2,7,31.8,-15.3,70.2,-30.1,-11.8,-39.7,101.5,35.7,7.4,3.7,125.8,16.3,-11.9,-25.9,6.7,1.7,-100,12,-10.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 4月,-,-,-,-,10.9,10.6,17.6,-21.2,39.3,-45,11.8,11,26,11.7,17.3,0.3,10.7,3.2,32.5,-13.9,45.7,94.7,361.1,18.7,15.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 5月,-,-,-,-,69.2,74.6,99.6,3.9,192.1,12.9,65,50,49.2,539.1,-1.6,0.9,47.4,3.8,49.9,0.7,-23.6,-3.9,-100,-6.5,-8.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 6月,-,-,-,-,15.7,15.7,131.8,26.4,225.5,-45.2,12.9,12.1,12.5,22.8,11.4,0.4,36,-0.7,-6.5,13.4,23.7,83.7,745.3,-2.9,0.5
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 7月,-,-,-,-,41.7,42.5,117.9,89.3,140.9,-48.1,26.1,15.2,34.4,62.4,4.7,4.5,-44.4,2.4,28.4,12.3,72.7,-2.1,-65.5,-11.1,20.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 8月,-,-,-,-,27,25.9,111.6,288.2,70.9,-55.1,26.6,25.5,114.7,26.8,5.7,3.2,91,15.5,41.5,52,-19.6,-33.2,...,26.9,-9.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年 9月,-,-,-,-,26.8,30.2,71.8,599,18.6,-38.5,29.5,-20.9,-5.2,45.9,-9.4,3.4,-63.3,9.9,67.9,24.2,-30.9,-26.1,161.3,4.6,14.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年10月,-,-,-,-,31.8,32.5,93.8,184.4,38.5,-58.9,33.3,32.2,-16.8,30.9,8,9.8,106,9.4,0.1,0.2,-3.3,-5.5,500,-3.4,-10.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年11月,-,-,-,-,82.1,30.2,20.9,59.6,3.7,-55,255.4,288.6,890.4,109.9,7.7,2.9,30.8,-9.3,-29.3,9.8,5.5,10.7,-32.1,8.6,19.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成30年12月,-,-,-,-,19.6,19.2,131.4,110.7,148.1,-56.9,17.9,16.6,42.3,19.5,1.7,-2.8,57.4,-14.6,7.6,-4,-15.2,1.4,136.3,-2.5,5.4
meimoku,tuki,対前年（同期・同月）名目増加率_平成31年 1月,-,-,-,-,12.1,7.3,16.3,29.8,4.1,-49.4,26.8,11.3,54.9,16.5,3.2,0.5,156.9,-10.4,-0.5,5.2,6.1,-3.6,-89.9,0.7,-5
meimoku,tuki,対前年（同期・同月）名目増加率_平成31年 2月,-,-,-,-,11.7,11.9,-2.2,87.7,-32.7,-34.5,13.7,13.2,1.4,12.8,4.9,-4.9,102.8,-7.3,31.6,-12.5,-21.4,7.6,454.2,10.9,6.7
jissitu,nen,対前年（同期・同月）実質増加率_平成27年平均,-,-,-,-,-2.5,-2.4,-2.1,84.1,-21.4,19,-3.6,-2.4,-7.7,-4.7,1.7,0.5,4.4,3.2,-4,8.4,-3.8,7.2,338.1,-0.1,-
jissitu,nen,対前年（同期・同月）実質増加率_平成28年平均,-,-,-,-,-1,-2.9,-10.6,2.4,-17.5,-2.8,-2,-4,75.4,2.7,-9.1,-1.5,-5.1,-3.3,-6.4,-10.3,-16.1,-21.2,-80.1,-14.7,-
jissitu,nen,対前年（同期・同月）実質増加率_平成29年平均,-,-,-,-,-6.8,-4.9,-30.1,-34.4,-27.3,-15.7,-1.5,1.9,-48.4,-8.8,1.5,0.3,-5,0.5,-2.7,-6.8,10,15.1,-15,-0.8,-
jissitu,nen,対前年（同期・同月）実質増加率_平成30年平均,-,-,-,-,20.6,19.3,74.8,63.2,81.6,-41.6,18.4,16.6,73.1,23.4,3.6,1.3,8.5,1.2,15,-3.8,1.6,11,127.7,2.4,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成29年10～12月,-,-,-,-,-2.6,-0.7,-30.2,-50.2,-8.1,-23,3.2,3,-52,-2.5,-1.9,0,-27.9,6.1,8.9,-16.8,26.6,0.9,-34.7,-1.5,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成30年 1～ 3月,-,-,-,-,14.1,12.4,56.5,32.3,72.4,-20.5,9.8,9,69.4,17.6,3.8,1.8,18,9.3,2.7,-31,3.9,21.6,108.6,5.7,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成30年 4～ 6月,-,-,-,-,15.1,14.7,74,1.7,128.8,-34.7,12.3,11.2,31.5,21,7.9,0.2,32.5,-1,23.6,-0.3,9.8,52.2,-71.9,1.9,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成30年 7～ 9月,-,-,-,-,26.8,26.2,97.4,193.5,65.5,-49.6,25.1,21.9,48.9,27.6,-1.3,1.7,-39.5,5.6,43.6,25.2,0.3,-22.7,589.6,3.8,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成30年10～12月,-,-,-,-,27.1,24.9,78,116.5,55,-57,26.5,24.4,150.3,27.3,4.5,2.1,61,-10.6,-7.6,1.6,-6.4,1.6,248.3,-1.3,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 2月,-,-,-,-,7.3,6.8,63.1,-4.9,115.4,-52.2,7.3,7.1,55.6,9.2,6,1.5,-21.4,9.4,-3.1,-20.6,22.3,57.6,97.2,-9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 3月,-,-,-,-,17.7,5.6,30.1,-16.4,68,-31,-12.9,-40.5,98.9,34,6,1.9,126.9,11.7,-12.2,-25.8,4.5,0.1,-100,11,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 4月,-,-,-,-,10.2,9.9,16.9,-21.7,38.5,-45.3,11.1,10.3,25.2,11,16.6,0,10.8,-0.5,32.5,-14.1,42.4,93.3,360.2,18.2,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 5月,-,-,-,-,68.4,73.7,98.6,3.4,190.6,12.3,64.2,49.3,48.5,535.9,-2.1,0.6,47.5,0.6,52.6,0.4,-25.2,-4.5,-100,-6.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 6月,-,-,-,-,14.8,14.8,130,25.4,222.9,-45.6,12,11.2,11.6,21.8,10.5,0,36.1,-3.8,-6.2,13.4,20.9,83.2,738.6,-4.3,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 7月,-,-,-,-,40.2,40.9,115.5,87.2,138.3,-48.7,24.7,13.9,32.9,60.6,3.6,3.1,-44.5,-0.8,29.2,11.1,68.7,-2.3,-65.8,-11.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 8月,-,-,-,-,25.2,24.2,108.7,282.8,68.5,-55.7,24.9,23.8,111.7,25,4.2,0.9,91,11.9,43.5,51.1,-20.6,-33.7,-,24.3,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年 9月,-,-,-,-,25,28.4,69.4,589.3,17,-39.3,27.7,-22,-6.5,43.9,-10.7,1.3,-63.3,6.1,69.8,22,-31.7,-26.6,159.2,3.2,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年10月,-,-,-,-,29.6,30.3,90.6,179.6,36.2,-59.6,31.1,30,-18.2,28.7,6.2,6.7,105.6,4.8,1.1,-0.8,-4.5,-5.9,495.2,-5.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年11月,-,-,-,-,80.5,29,19.8,58.2,2.8,-55.4,252.2,285.1,881.6,108,6.7,2.5,30.5,-13.9,-29.2,8.8,4.1,10.7,-32.6,6.9,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成30年12月,-,-,-,-,19.2,18.8,130.7,110.1,147.4,-57,17.5,16.3,41.9,19.1,1.4,-1.5,57.1,-19.5,8.8,-4.4,-16.2,2.1,134.4,-4.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成31年 1月,-,-,-,-,11.5,6.8,15.7,29.2,3.6,-49.7,26.2,10.7,54.1,15.9,2.7,2,156.1,-16.3,-0.1,4.3,4.8,-3,-90,-1.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成31年 2月,-,-,-,-,11,11.2,-2.8,86.6,-33.1,-34.9,13,12.5,0.8,12.1,4.3,-3.6,101.8,-14,30.4,-13.5,-22.3,8.2,449.8,8.6,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年 2月,,,,,,,,,,,,,,,,,,,,,,,,,,,
主　　要　　指　　標　　　３　　―　無職世帯　―,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou1,hyoutou2,hyoutou3,hyoutou3,hyoutou2,hyoutou2,hyoutou3,hyoutou1,hyoutou0,hyoutou0,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,hyoutou1,,,
youto001,youto002,youto003,youto004,youto005,youto006,youto007,youto008,youto009,youto010,youto011,youto012,youto013,youto014,youto015,youto016,youto017,youto018,youto019,youto020,youto021,youto022,youto023,youto024,youto025,,,
