項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,659,-,834,-,1629,-,1727,-,1568,-,1277,-,969,-,1336,-
0,0,0,0,0,調査世帯数,352,-,24,-,30,-,59,-,64,-,53,-,42,-,34,-,46,-
0,0,0,0,0,世帯人員,3.32,-,3.32,-,3.91,-,3.55,-,3.58,-,3.46,-,3.42,-,2.82,-,2.41,-
0,0,0,0,0,有業人員,1.74,-,1.65,-,1.47,-,1.58,-,1.65,-,1.88,-,1.99,-,2.1,-,1.64,-
0,0,0,0,0,世帯主平均年齢,50.9,-,30.7,-,37.4,-,41.6,-,47.2,-,52.1,-,57.1,-,62.1,-,69.9,-
1,0,0,0,0,受取,1673090,-,1130582,-,1648198,-,1552413,-,1991154,-,2028559,-,2105368,-,1308556,-,1126540,-
1,1,0,0,0,実収入,1013714,100,743579,100,1097369,100,889536,100,1099125,100,1329241,100,1356469,100,697454,100,667377,100
1,2,0,0,0,経常収入,1007888,99.4,737600,99.2,1067371,97.3,886924,99.7,1094926,99.6,1325686,99.7,1354057,99.8,694643,99.6,662572,99.3
1,3,0,0,0,勤め先収入,930773,91.8,686386,92.3,1010456,92.1,848709,95.4,1060164,96.5,1288865,97,1308678,96.5,646716,92.7,359157,53.8
1,4,0,0,0,世帯主収入,779786,76.9,528396,71.1,915960,83.5,733306,82.4,927041,84.3,1117797,84.1,1024972,75.6,503728,72.2,254491,38.1
1,6,0,0,0,うち男,734839,72.5,528396,71.1,903847,82.4,674824,75.9,841424,76.6,1100329,82.8,923295,68.1,482021,69.1,241048,36.1
1,5,0,0,0,定期収入,423957,41.8,334517,45,484734,44.2,429400,48.3,472830,43,560760,42.2,516543,38.1,287842,41.3,210080,31.5
1,5,0,0,0,臨時収入,5084,0.5,1329,0.2,7296,0.7,8197,0.9,3458,0.3,8621,0.6,7195,0.5,1647,0.2,189,0
1,5,0,0,0,賞与,350744,34.6,192550,25.9,423931,38.6,295708,33.2,450752,41,548417,41.3,501234,37,214239,30.7,44222,6.6
1,4,0,0,0,世帯主の配偶者の収入,124030,12.2,151444,20.4,94496,8.6,115403,13,133123,12.1,152485,11.5,225799,16.6,92639,13.3,19823,3
1,6,0,0,0,うち女,122853,12.1,151444,20.4,94496,8.6,115403,13,126312,11.5,152485,11.5,225799,16.6,92639,13.3,19823,3
1,4,0,0,0,他の世帯員収入,26957,2.7,6546,0.9,-,-,-,-,-,-,18583,1.4,57907,4.3,50348,7.2,84843,12.7
1,3,0,0,0,事業・内職収入,6497,0.6,-,-,-,-,853,0.1,4726,0.4,7779,0.6,16962,1.3,2985,0.4,13966,2.1
1,4,0,0,0,家賃収入,2983,0.3,-,-,-,-,448,0.1,4726,0.4,-,-,7689,0.6,-,-,8321,1.2
1,4,0,0,0,他の事業収入,3032,0.3,-,-,-,-,-,-,-,-,5624,0.4,8663,0.6,2985,0.4,5645,0.8
1,4,0,0,0,内職収入,482,0,-,-,-,-,404,0,-,-,2156,0.2,609,0,-,-,-,-
1,3,0,0,0,他の経常収入,70619,7,51214,6.9,56915,5.2,37362,4.2,30037,2.7,29042,2.2,28417,2.1,44942,6.4,289449,43.4
1,4,0,0,0,財産収入,2763,0.3,-,-,-,-,-,-,782,0.1,15237,1.1,-,-,687,0.1,1290,0.2
1,4,0,0,0,社会保障給付,67708,6.7,51214,6.9,56915,5.2,36459,4.1,29255,2.7,13806,1,28417,2.1,44255,6.3,288158,43.2
1,5,0,0,0,公的年金給付,46810,4.6,-,-,-,-,5908,0.7,1553,0.1,5788,0.4,19097,1.4,38903,5.6,287807,43.1
1,5,0,0,0,他の社会保障給付,20898,2.1,51214,6.9,56915,5.2,30552,3.4,27702,2.5,8018,0.6,9320,0.7,5352,0.8,352,0.1
1,4,0,0,0,仕送り金,147,0,-,-,-,-,903,0.1,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,5826,0.6,5980,0.8,29998,2.7,2613,0.3,4198,0.4,3555,0.3,2412,0.2,2810,0.4,4805,0.7
1,3,0,0,0,受贈金,582,0.1,-,-,924,0.1,95,0,57,0,435,0,-,-,-,-,3080,0.5
1,3,0,0,0,他の特別収入,5244,0.5,5980,0.8,29074,2.6,2518,0.3,4142,0.4,3120,0.2,2412,0.2,2810,0.4,1725,0.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),529473,-,333677,-,449238,-,602656,-,497025,-,627026,-,655213,-,531460,-,392825,-
1,2,0,0,0,預貯金引出,393502,-,264101,-,309896,-,417495,-,357795,-,518366,-,468450,-,380490,-,317726,-
1,2,0,0,0,保険金,8374,-,-,-,-,-,-,-,2849,-,-,-,7773,-,31403,-,28787,-
1,3,0,0,0,個人・企業年金保険金,7557,-,-,-,-,-,-,-,-,-,-,-,5226,-,31403,-,28787,-
1,3,0,0,0,他の保険金,817,-,-,-,-,-,-,-,2849,-,-,-,2547,-,-,-,-,-
1,2,0,0,0,有価証券売却,11915,-,-,-,-,-,73137,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,4510,-,13,-,-,-,-,-,109,-,1,-,35162,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,110904,-,69563,-,139342,-,110853,-,136272,-,108167,-,143829,-,119567,-,46312,-
