項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8071,-,1022,-,670,-,237,-
0,0,0,0,0,調査世帯数,703,-,577,-,69,-,42,-,14,-
0,0,0,0,0,世帯人員,2.92,-,2.93,-,3.05,-,2.58,-,3.27,-
0,0,0,0,0,有業人員,1.31,-,1.3,-,1.6,-,0.95,-,1.34,-
0,0,0,0,0,世帯主平均年齢,60.8,-,62.6,-,47,-,66.9,-,44.9,-
2,2,0,0,0,生計支出,330278,-,328936,-,387560,-,222877,-,432790,-
2,3,0,0,0,消費支出,326563,100,328936,100,350381,100,222877,100,432790,100
2,4,1,0,0,食料,87921,26.9,89883,27.3,82818,23.6,68427,30.7,97033,22.4
2,5,1,1,0,穀類,6769,2.1,6874,2.1,6201,1.8,6368,2.9,6511,1.5
2,6,1,1,1,米類,1867,0.6,1860,0.6,1690,0.5,2229,1,1750,0.4
2,6,1,1,2,パン,3042,0.9,3126,1,2826,0.8,2374,1.1,2863,0.7
2,6,1,1,3,麺類,1388,0.4,1396,0.4,1322,0.4,1409,0.6,1310,0.3
2,6,1,1,4,他の穀類,472,0.1,493,0.1,363,0.1,356,0.2,588,0.1
2,5,1,2,0,魚介類,6282,1.9,6641,2,4291,1.2,5658,2.5,4434,1
2,6,1,2,1,生鮮魚介,3710,1.1,3928,1.2,2518,0.7,3264,1.5,2735,0.6
2,6,1,2,2,塩干魚介,1072,0.3,1129,0.3,711,0.2,1064,0.5,744,0.2
2,6,1,2,3,魚肉練製品,597,0.2,627,0.2,429,0.1,588,0.3,302,0.1
2,6,1,2,4,他の魚介加工品,902,0.3,957,0.3,633,0.2,742,0.3,653,0.2
2,5,1,3,0,肉類,7693,2.4,7966,2.4,6652,1.9,5825,2.6,8070,1.9
2,6,1,3,1,生鮮肉,6264,1.9,6505,2,5352,1.5,4551,2,6766,1.6
2,6,1,3,2,加工肉,1429,0.4,1462,0.4,1301,0.4,1275,0.6,1305,0.3
2,5,1,4,0,乳卵類,4173,1.3,4359,1.3,3307,0.9,2947,1.3,4982,1.2
2,6,1,4,1,牛乳,1348,0.4,1414,0.4,1044,0.3,859,0.4,1842,0.4
2,6,1,4,2,乳製品,2049,0.6,2147,0.7,1612,0.5,1428,0.6,2231,0.5
2,6,1,4,3,卵,777,0.2,798,0.2,651,0.2,661,0.3,910,0.2
2,5,1,5,0,野菜・海藻,10027,3.1,10494,3.2,7714,2.2,8398,3.8,8694,2
2,6,1,5,1,生鮮野菜,6910,2.1,7250,2.2,5325,1.5,5514,2.5,6060,1.4
2,6,1,5,2,乾物・海藻,783,0.2,825,0.3,620,0.2,552,0.2,688,0.2
