項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1919,-,6885,-,431,-,137,-,765,-,4903,-
0,0,0,0,0,調査世帯数,349,-,64,-,244,-,14,-,5,-,27,-,173,-
0,0,0,0,0,世帯人員,3.4,-,2,-,3.8,-,2.59,-,2.86,-,3.77,-,3.57,-
0,0,0,0,0,有業人員,1.72,-,1.44,-,1.79,-,1.68,-,1,-,1.79,-,2.2,-
0,0,0,0,0,世帯主平均年齢,49.6,-,56.8,-,47,-,54.1,-,43,-,53,-,48.7,-
1,0,0,0,0,受取,1136528,-,1094705,-,1210144,-,500677,-,636299,-,936811,-,1223617,-
1,1,0,0,0,実収入,559504,100,491813,100,602445,100,225780,100,263059,100,530716,100,635935,100
1,2,0,0,0,経常収入,556729,99.5,489025,99.4,599329,99.5,223980,99.2,258061,98.1,530501,100,632878,99.5
1,3,0,0,0,勤め先収入,543900,97.2,471642,95.9,587246,97.5,223980,99.2,258061,98.1,515155,97.1,623134,98
1,4,0,0,0,世帯主収入,449042,80.3,386851,78.7,488362,81.1,223980,99.2,258061,98.1,377878,71.2,446083,70.1
1,6,0,0,0,うち男,427332,76.4,367991,74.8,481937,80,9741,4.3,-,-,319825,60.3,436820,68.7
1,5,0,0,0,定期収入,437547,78.2,364452,74.1,478136,79.4,221243,98,249483,94.8,377394,71.1,433091,68.1
1,5,0,0,0,臨時収入,3122,0.6,2334,0.5,3659,0.6,2737,1.2,8578,3.3,485,0.1,1093,0.2
1,5,0,0,0,賞与,8372,1.5,20065,4.1,6567,1.1,-,-,-,-,-,-,11899,1.9
1,4,0,0,0,世帯主の配偶者の収入,79633,14.2,84791,17.2,85254,14.2,-,-,-,-,60929,11.5,162406,25.5
1,6,0,0,0,うち女,77978,13.9,81849,16.6,83669,13.9,-,-,-,-,60929,11.5,159030,25
1,4,0,0,0,他の世帯員収入,15225,2.7,-,-,13630,2.3,-,-,-,-,76348,14.4,14645,2.3
1,3,0,0,0,事業・内職収入,7568,1.4,12760,2.6,7226,1.2,-,-,-,-,1882,0.4,6844,1.1
1,4,0,0,0,家賃収入,2227,0.4,11602,2.4,-,-,-,-,-,-,-,-,3144,0.5
1,4,0,0,0,他の事業収入,1814,0.3,1157,0.2,2312,0.4,-,-,-,-,-,-,3700,0.6
